experiment_order,experiment_id,experiment_name,or_fallback_k,semantic_weight,lexical_and_weight,lexical_or_weight,question_id,question,strategy,rank,original_rank,doc_id,chunk_id,page_num,chunk_lang,raw_score,semantic_rank,lexical_rank,semantic_distance,lexical_score,lexical_query_mode,ts_config,rrf_k,candidate_depth,detector_name,detected_language,language_confidence,language_confidence_margin,postgres_ts_config,language_supported,fallback_to_simple,language_note,lexical_and_candidates,lexical_or_candidates_added,lexical_or_fallback_used
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,11,11,general_es_gepac_guia-toxicidad-quimioterapia_v1,p004_c00,4,es,0.015873015873015872,3.0,,0.6092796921730042,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,12,12,general_es_pfizer_manual-pacientes_2007,p092_c00,92,es,0.015873015873015872,,3.0,,2.5,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,13,13,mama_es_hureinasofia_protocolo-cancer-mama_2021,p034_c00,34,es,0.015625,4.0,,0.6136918067932129,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,14,14,prostata_es_gepac_guia-cancer-de-prostata_2020,p177_c00,177,es,0.015384615384615385,5.0,,0.6268676817417145,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,15,15,prostata_es_gepac_guia-cancer-de-prostata_2020,p192_c00,192,es,0.015151515151515152,6.0,,0.6298617201961105,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,16,16,general_es_pfizer_manual-pacientes_2007,p018_c00,18,es,0.015151515151515152,,6.0,,2.3,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,17,17,mama_es_seom_cancer-mama_2025,p013_c01,13,es,0.014925373134328358,,7.0,,2.3,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,18,18,prostata_es_gepac_guia-cancer-de-prostata_2020,p175_c00,175,es,0.014705882352941176,8.0,,0.6412604833400531,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,19,19,general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c00,14,es,0.014705882352941176,,8.0,,2.2,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,20,20,prostata_es_esmo_guia-para-pacientes_2022,p007_c00,7,es,0.014492753623188406,9.0,,0.6422080993652344,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,21,21,general_es_pfizer_manual-pacientes_2007,p075_c00,75,es,0.014492753623188406,,9.0,,2.2,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,22,22,mama_es_esmo_guia-para-pacientes_v1,p071_c01,71,es,0.014285714285714285,10.0,,0.6440264880657196,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,23,23,mama_es_hureinasofia_protocolo-cancer-mama_2021,p062_c00,62,es,0.014084507042253521,,11.0,,2.2,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,24,24,mama_es_novartis_guia-pacientes-CM_2025,p063_c00,63,es,0.013888888888888888,12.0,,0.6591837900633748,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,25,25,mama_es_novartis_guia-pacientes-CM_2025,p087_c01,87,es,0.013888888888888888,,12.0,,2.2,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,26,26,prostata_es_gepac_guia-cancer-de-prostata_2020,p044_c00,44,es,0.0136986301369863,13.0,,0.6629183292388916,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,27,27,prostata_es_gepac_guia-cancer-de-prostata_2020,p085_c00,85,es,0.0136986301369863,,13.0,,2.2,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,28,28,prostata_es_gepac_guia-cancer-de-prostata_2020,p187_c00,187,es,0.013513513513513514,14.0,,0.6634585857391357,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,29,29,mama_es_novartis_guia-pacientes-CM_2025,p104_c00,104,es,0.013513513513513514,,14.0,,2.1000001,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,30,30,prostata_es_esmo_guia-para-pacientes_2022,p061_c00,61,es,0.013333333333333334,15.0,,0.6693301200866699,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,31,31,mama_es_novartis_guia-pacientes-CM_2025,p117_c00,117,es,0.013333333333333334,,15.0,,2.1000001,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,32,32,prostata_es_esmo_guia-para-pacientes_2022,p058_c00,58,es,0.013157894736842105,16.0,,0.6694664061069489,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,33,33,mama_es_seom_cancer-mama_2025,p012_c00,12,es,0.013157894736842105,,16.0,,2.1000001,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,34,34,prostata_es_gepac_guia-cancer-de-prostata_2020,p138_c00,138,es,0.012987012987012988,17.0,,0.6700725555419922,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,35,35,prostata_es_gepac_guia-cancer-de-prostata_2020,p024_c00,24,es,0.012987012987012988,,17.0,,2.1000001,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,36,36,general_es_gepac_guia-toxicidad-quimioterapia_v1,p054_c01,54,es,0.01282051282051282,18.0,,0.6704228422171723,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,37,37,prostata_es_gepac_guia-cancer-de-prostata_2020,p023_c00,23,es,0.012658227848101266,19.0,,0.6755562424659729,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,38,38,prostata_es_seom_cancer-prostata_2025,p001_c00,1,es,0.012658227848101266,,19.0,,2.1000001,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,39,39,general_es_gepac_guia-toxicidad-quimioterapia_v1,p056_c00,56,es,0.0125,20.0,,0.6756231188774109,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,40,40,general_es_gepac_guia-toxicidad-quimioterapia_v1,p033_c00,33,es,0.0125,,20.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,41,41,mama_es_seom_cancer-mama_2025,p007_c00,7,es,0.012345679012345678,21.0,,0.6772752807900471,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,42,42,prostata_es_gepac_guia-cancer-de-prostata_2020,p008_c00,8,es,0.012195121951219513,22.0,,0.6784792350816264,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,43,43,general_es_pfizer_manual-pacientes_2007,p006_c00,6,es,0.012195121951219513,,22.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,44,44,prostata_es_gepac_guia-cancer-de-prostata_2020,p178_c00,178,es,0.012048192771084338,23.0,,0.6788197755813599,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,45,45,general_es_pfizer_manual-pacientes_2007,p174_c01,174,es,0.011904761904761904,24.0,,0.6791177701161286,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,46,46,mama_es_esmo_guia-para-pacientes_v1,p030_c00,30,es,0.011904761904761904,,24.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,47,47,general_es_gepac_guia-toxicidad-quimioterapia_v1,p030_c00,30,es,0.011764705882352941,25.0,,0.6808940362397404,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,48,48,mama_es_hureinasofia_protocolo-cancer-mama_2021,p008_c00,8,es,0.011764705882352941,,25.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,49,49,mama_es_hureinasofia_protocolo-cancer-mama_2021,p045_c00,45,es,0.011627906976744186,,26.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,50,50,mama_es_novartis_guia-pacientes-CM_2025,p088_c01,88,es,0.011494252873563218,27.0,,0.687251627445221,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,51,51,mama_es_hureinasofia_protocolo-cancer-mama_2021,p048_c00,48,es,0.011494252873563218,,27.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,52,52,prostata_es_gepac_guia-cancer-de-prostata_2020,p016_c00,16,es,0.011363636363636364,28.0,,0.6898284462043178,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,53,53,mama_es_novartis_guia-pacientes-CM_2025,p014_c00,14,es,0.011363636363636364,,28.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,54,54,prostata_es_gepac_guia-cancer-de-prostata_2020,p197_c00,197,es,0.011235955056179775,29.0,,0.6919218416167398,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,55,55,mama_es_novartis_guia-pacientes-CM_2025,p024_c00,24,es,0.011235955056179775,,29.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,56,56,mama_es_novartis_guia-pacientes-CM_2025,p008_c00,8,es,0.011111111111111112,30.0,,0.6951847672462463,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,57,57,mama_es_novartis_guia-pacientes-CM_2025,p097_c00,97,es,0.011111111111111112,,30.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,58,58,general_es_gepac_guia-toxicidad-quimioterapia_v1,p008_c02,8,es,0.01098901098901099,31.0,,0.6960505752578547,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,59,59,mama_es_novartis_guia-pacientes-CM_2025,p114_c00,114,es,0.01098901098901099,,31.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,60,60,prostata_es_gepac_guia-cancer-de-prostata_2020,p185_c00,185,es,0.010869565217391304,32.0,,0.7032150030136108,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,61,61,mama_es_seom_cancer-mama_2025,p015_c00,15,es,0.010869565217391304,,32.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,62,62,prostata_es_esmo_guia-para-pacientes_2022,p060_c02,60,es,0.010752688172043012,33.0,,0.703766149506935,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,63,63,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p009_c00,9,es,0.010752688172043012,,33.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,64,64,mama_es_esmo_guia-para-pacientes_v1,p014_c01,14,es,0.010638297872340425,34.0,,0.7039514780044556,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,65,65,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p012_c00,12,es,0.010638297872340425,,34.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,66,66,general_es_pfizer_manual-pacientes_2007,p181_c00,181,es,0.010526315789473684,35.0,,0.7041580677032471,,,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
1,baseline_or50_w1_1_1,Baseline OR=50,50,1.0,1.0,1.0,Q001,¿Qué es la astenia?,hybrid,67,67,prostata_es_gepac_guia-cancer-de-prostata_2020,p035_c00,35,es,0.010526315789473684,,35.0,,2.0,or_fallback,simple,60,100,lingua,ca,0.46487836440664765,0.18713738947308445,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,0,50,True
