question_id,evidence_id,chunk_id,doc_id,page_num,source,lang,evidence_text,relevance_grade,covered_claim_ids,original_covered_claim_ids,review_status,decision,confidence,evidence_origin,retrieved_by,source_content_sha256,evidence_text_sha256,source_exists_in_docs,ingestion_gap,claim_text_changed_since_machine_judgment,needs_human_revalidation,status,reviewer_type,adjudication_status,review_notes
Q010,Q010-E0007,p069_c00,mama_es_esmo_guia-para-pacientes_v1,69,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"GLOSARIO CAPECITABINA Medicamento de quimioterapia que se administra por vía oral CARBOPLATINO Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo o en el pecho CICLOFOSFAMIDA Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo o en el pecho, o por vía oral CIRUGÍA DE CONSERVACIÓN DE LA MAMA Cirugía para extirpar un tumor y el tejido mamario circundante, conservando la mayor parte posible de la mama CISPLATINO Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo",3,Q010-C01;Q010-C02,Q010-C01;Q010-C02,machine_only_unreviewed,accept_provisional,high,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot;semantic_search_persisted,6e17c9113e96b35dfc9d54ec4c2697f4020061b8aa740c6d6067ce72c035b065,f5fac4c9152d12de48250a94ba3c5330a400060af2bf54cb4e0a3351511e879c,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q010,Q010-E0014,p056_c01,prostata_es_esmo_guia-para-pacientes_2022,56,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Las células positivas al PSMA se detectan mediante TEP del PSMA APALUTAMIDA Medicamento antiandrógeno que impide que la testosterona llegue a las células cancerosas ARTRALGIA Dolor en las articulaciones ASTENIA Sensación anormal de debilidad o falta de energía ATROFIA TESTICULAR Afección en la que los testículos se hacen más pequeños BICALUTAMIDA Medicamento antiandrógeno que impide que la testosterona llegue a las células cancerosas BIFOSFONATO Medicamento que ayuda a prevenir o a retrasar la osteoporosis y a evitar las fracturas y otros problemas óseos causados por las metástasis óseas.,3,Q010-C02;Q010-C01,Q010-C02;Q010-C01,machine_only_unreviewed,accept_provisional,medium,database_chunk,document_claim_search;gold_document_verification;lexical_claim_snapshot,3e784f800fd65b354044988422c711e1c36f320019e13a35ae9666cde5005527,07418338452784f752101e2fe4d1b8f853392bee1395a661d3795d152a9e7211,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q010,Q010-E0016,p057_c01,prostata_es_esmo_guia-para-pacientes_2022,57,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"r el tejido anormal CUIDADOS PALIATIVOS Cuidado de los pacientes con enfermedad avanzada y progresiva. Se centra en proporcionar alivio del dolor, de los síntomas y del estrés físico y emocional, sin tratar la causa de la afección CURATIVO Tratamiento que pretende curar el cáncer DAROLUTAMIDA Medicamento antiandrógeno que impide que la testosterona llegue a las células cancerosas DEGARELIX Antagonista de la hormona liberadora de gonadotrofina que bloquea la producción de testosterona en los testículos DENOSUMAB Medicamento que ayuda a tratar la osteoporosis y a evitar las fracturas y otros pro",3,Q010-C02;Q010-C01,Q010-C02;Q010-C01,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,5ae9322a536064df5d4d9deed8e0de19b4b27ba50e4a1f58896a7eb19ab5cb43,143f233c22a66f1a005f8df0ca083f5c390441057742eea02e7397d11a582992,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q010,Q010-E0023,p110_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,110,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"DENOSUMAB El denosumab (Xgeva®, Prolia®) es otro medicamento que puede ser útil cuando el cáncer de próstata se propaga a los huesos. Al igual que los bifosfonatos, el denosumab también bloquea las células de los huesos llamadas osteoclastos, pero lo hace de una manera diferente. En los hombres cuyos cánceres ya se han propagado a los huesos, el denosumab puede ayudar a prevenir o retrasar algunos problemas, como las fracturas.",3,Q010-C04;Q010-C05,Q010-C04;Q010-C05,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,81c25d81ccdac43b6981b7ead2081716168ed1dc37dfbb249901b2746f8dcc97,b99b2ce0e65531d6e84f2a62a06af667b51c0fdf7e3a2dfea258d83bcded92cc,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q010,Q010-E0037,p025_c01,prostata_es_seom_cancer-prostata_2025,25,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Su uso ha demostrado ser beneficioso en la prevención de la osteoporosis y de las complicaciones de las metástasis óseas que hemos comentado (de hecho, comparado con zoledronato, denosumab obtuvo mejores resultados en la prevención de eventos óseos en CPRCm). Se administra por vía subcutánea cada 4 semanas también durante un máximo de 2 años.",3,Q010-C03,Q010-C03,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_question_search;lexical_claim_snapshot;lexical_question_snapshot,01d81ee2c3e5a62dda63966cfc2a4c8d6891fc5e786cc3dfc91570c65ae68c1b,e7f5d4e77ceae2da1a5cc156a6d12d52ef2de3c914191aae7207252a69410ebe,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q011,Q011-E0017,p044_c00,prostata_es_esmo_guia-para-pacientes_2022,44,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Informe a su médico si experimenta diarrea, fatiga, pérdida de apetito (anorexia), sarpullido o artralgia, le ayudará a controlar estos efectos secundarios Su tensión arterial se monitoreará antes, durante y después del tratamiento Antes de iniciar el tratamiento se evaluará el riesgo de que pueda sufrir fracturas y caídas",3,Q011-C02,Q011-C02,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,145273b332c34eb26f186b58aecc99ac9e2dad312a2a5c9daaca55646a76d2ce,25cf2a30c801b953358780d564d61c8732dd0e2161cd6c50caf1fcf8c1a82820,true,false,true,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q011,Q011-E0024,p021_c00,prostata_es_seom_cancer-prostata_2025,21,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,El principal efecto adverso de Apalutamida es la aparición de un rash o exantema en la piel además de leve cansancio.,3,Q011-C01,Q011-C01,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,d18e044d8e67cc578103634f1a270c1cba3887ac2148bc849ace613632dd8049,12970cfb8070436e1db3138b999948c7e685aea0d9dfbf31445fd93ffc106801,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q012,Q012-E0005,p005_c01,prostata_es_esmo_guia-para-pacientes_2022,5,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata no metastásico que sigue creciendo a pesar del tratamiento con terapia de privación de andrógenos (cáncer de próstata resistente a la castración [CPRC]) suele tratarse con los medicamentos antiandrógenos apalutamida, darolutamida o enzalutamida.",3,Q012-C01,Q012-C01,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,e79667ddba763c18f92ec460002cfd93fa54e08a2194440eec44083d191855f5,248da5805ac59112722adc3676550e168d692c418a04b2298200f59ec6ece3ca,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q012,Q012-E0010,p032_c00,prostata_es_esmo_guia-para-pacientes_2022,32,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata que sigue creciendo a pesar del tratamiento con terapia de privación de andrógenos se conoce como cáncer de próstata resistente a la castración (CPRC). El CPRC no metastásico es inusual, porque el CPRC suele desarrollarse tras la detección de metástasis. Los medicamentos antiandrógenos apalutamida, darolutamida y enzalutamida son opciones para el tratamiento del CPRC no metastásico (Parker et al., 2020).",3,Q012-C01,Q012-C01,machine_only_unreviewed,accept_provisional,medium,database_chunk,document_claim_search;document_question_search;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,89934884ae95ec1283ab7652bb705d1e4cf1b3e8dd08ca3c9fb75dc026707aaa,3a6bf2168d79f46c5fa73d1afd22ee4300f0c74489c4dcc08ca622ff6ac59e7f,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q012,Q012-E0011,p033_c00,prostata_es_esmo_guia-para-pacientes_2022,33,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Puede administrarse por sí sola, pero suele combinarse con abiraterona, apalutamida, enzalutamida o docetaxel. Los hombres con enfermedad de bajo volumen también deberían recibir radioterapia en el tumor primario (Parker et al., 2020). Si el cáncer sigue creciendo a pesar del tratamiento con la terapia de privación de andrógenos (CPRC metastásico), pueden utilizarse enzalutamida, abiraterona o docetaxel, dependiendo de los tratamientos que se hayan utilizado previamente (Parker et al., 2020).",3,Q012-C01,Q012-C01,human_reviewed,accept,human_confidence_not_recorded,database_chunk,document_claim_search;lexical_claim_snapshot,f74eccea57d0daa675ecc360e0f7d603f2e3cfa32f79a44d5f80ced5014e53c0,b0035f0af589558380286bacfb20047cec0a6977dd69065e47ecb26f2e9aa66d,true,false,false,false,human_reviewed_single_reviewer,single_human_reviewer,not_adjudicated,La evidencia apoya el claim.
Q013,Q013-E0022,p005_c00,prostata_es_esmo_guia-para-pacientes_2022,5,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,La enfermedad localmente avanzada suele tratarse con terapia de privación de andrógenos y radioterapia.,3,Q013-C03;Q013-C04;Q013-C01;Q013-C02;Q013-C05,Q013-C03;Q013-C04;Q013-C01;Q013-C02;Q013-C05,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_exact_claim;document_question_search;existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot,2bb75b5b265d7aea832ebabef7b4aa9022fb1dc6ef812ddae00f6e307d09ff9d,90040b6fcde64f6dcff466aa40d107e4d7d1a121f41eb9a0b90273033dc79d92,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q013,Q013-E0023,p005_c01,prostata_es_esmo_guia-para-pacientes_2022,5,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"La enfermedad metastásica suele tratarse con terapia de privación de andrógenos, normalmente en combinación con abiraterona, un bloqueante de la síntesis de testosterona, o con los medicamentos antiandrógenos apalutamida o enzalutamida, o bien con el medicamento de quimioterapia docetaxel.",3,Q013-C01;Q013-C02;Q013-C05;Q013-C03;Q013-C04,Q013-C01;Q013-C02;Q013-C05;Q013-C03;Q013-C04,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,e79667ddba763c18f92ec460002cfd93fa54e08a2194440eec44083d191855f5,f39fefc755c0873e648c4d86e8c4036d576c398d095b5b739e5d056fe67fb822,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q013,Q013-E0033,p029_c00,prostata_es_esmo_guia-para-pacientes_2022,29,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata localmente avanzado suele tratarse con terapia de privación de andrógenos y radioterapia Radioterapia La enfermedad localmente avanzada puede tratarse con radioterapia de haz externo en combinación con terapia hormonal (Parker et al., 2020).",3,Q013-C03;Q013-C04;Q013-C01;Q013-C05,Q013-C03;Q013-C04;Q013-C01;Q013-C05,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,5ffcda724cc35dbce372a6544e84ccb66499a2045264b27dc60ed13727ed7cbd,2d1fdf47438e149c437ad200669229cefa5492bf92e08ce4490467da0f2d8940,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q013,Q013-E0035,p031_c00,prostata_es_esmo_guia-para-pacientes_2022,31,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"La recidiva tras la radioterapia puede tratarse con terapias locales como la prostatectomía radical, los ultrasonidos focalizados de alta intensidad, la crioablación o la braquiterapia. Habitualmente, la terapia de privación de andrógenos no se administra de forma inmediata; es posible que los pacientes se sometan a observación y que ésta se inicie cuando aparezcan síntomas o metástasis, o si los niveles de PSA aumentan muy rápidamente (Parker et al., 2020). El cáncer de próstata recurrente puede tratarse con radioterapia, cirugía y/o terapia hormonal",3,Q013-C05;Q013-C06;Q013-C07;Q013-C08;Q013-C02,Q013-C05;Q013-C06;Q013-C07;Q013-C08;Q013-C02,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,f83bcb3e44a40a42205588d6a10298cde9ea0b84811d1e56829eab6140fd8dd8,ef900958b7823d642af4e2d8a13367eb57f9bdba84abc3e909b88184c26529a1,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q013,Q013-E0037,p033_c00,prostata_es_esmo_guia-para-pacientes_2022,33,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata metastásico se puede tratar Terapia hormonal La terapia de privación de andrógenos suele ser el tratamiento inicial que se administra a los hombres con cáncer de próstata metastásico. Puede administrarse por sí sola, pero suele combinarse con abiraterona, apalutamida, enzalutamida o docetaxel. Los hombres con enfermedad de bajo volumen también deberían recibir radioterapia en el tumor primario (Parker et al., 2020).",3,Q013-C09;Q013-C01,Q013-C09;Q013-C01,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,f74eccea57d0daa675ecc360e0f7d603f2e3cfa32f79a44d5f80ced5014e53c0,a49126184406b67c17addc807142c982d0ac503f1bb729a14826751bdf142841,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q013,Q013-E0046,p094_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,94,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"La terapia hormonal se usa para tratar el cáncer de próstata en diversas situaciones, incluido el cáncer de próstata recurrente y el cáncer de próstata metastásico.",3,Q013-C10,Q013-C10,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,61d778e726c23b5e0bc2f29431cbf8bed60e9c99819ab9b8f4c733e467eb8971,ce537f4d96efb431870f75ce454a15d915b69cec0be6654efad0f43ed2ba6210,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q013,Q013-E0065,p013_c00,prostata_es_seor_guia-para-pacientes_v1,13,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_seor_guia-para-pacientes_v1.pdf,es,"En algunos pacientes con tumores de riesgo intermedio, se asociará a la radioterapia el tratamiento hormonal durante 6 meses.",3,Q013-C11,Q013-C11,machine_only_unreviewed,accept_provisional,high,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot,8c910a91d124825e230a49cdc7be35b7b842466dd03505c3cb01a0ccee2d5ec8,cff8a65a7dad6c82b4f3c12d5344a3843aa2423f3e038d4d8a81fcb0ca49c227,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q013,Q013-E0075,,prostata_es_seor_guia-para-pacientes_v1,13,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_seor_guia-para-pacientes_v1.pdf,es,"12 Riesgo Bajo e IntermedioGuía para pacientes En algunos pacientes con tumores de riesgo intermedio, se asociará a la radioterapia el tratamiento hormonal durante 6 meses.",3,Q013-C11,Q013-C11,human_reviewed,accept,human_confidence_not_recorded,document_only,document_exact_claim;gold_document_verification,4fdd5ab6b48e8f91c7026e04600380c4d0a6fa4fc8e9dda8af3fd3225ccde1d2,4fdd5ab6b48e8f91c7026e04600380c4d0a6fa4fc8e9dda8af3fd3225ccde1d2,true,true,false,false,human_reviewed_single_reviewer,single_human_reviewer,not_adjudicated,La evidencia soporta el claim
Q014,Q014-E0021,p007_c00,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,7,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020.pdf,en,"In mCRPC patients with symptomatic bone metastases and contraindication or progression to docetaxel, radium-223 may be considered (I, B).",3,Q014-C02,Q014-C02,human_reviewed,accept,human_confidence_not_recorded,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot,c44ade815b467d3f5606e19661e7314eef4d07e4f93bc9df4d436110f6b19c48,2e56dd8ecafeb12035a5d3356f93ef94b8ae39959b32264d93c4afdcc7172b37,true,false,false,false,human_reviewed_single_reviewer,single_human_reviewer,not_adjudicated,La evidencia soporta el claim
Q014,Q014-E0032,p023_c01,prostata_es_seom_cancer-prostata_2025,23,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Además de mejorar los síntomas y retrasar complicaciones, Ra-223 ha demostrado también mejorar la supervivencia de pacientes con CPRCm y lesiones únicamente óseas tratados con quimioterapia o no candidatos a la misma.",3,Q014-C01,Q014-C01,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,215bdae677a627f9349140f1b6ac276a6a1bf25a39fb5665276dfb96ae4a62f5,39f61ce51536964abd82f854e3ccfb26d758adef8d2af84c36bfedc0c34f01ed,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q014,Q014-E0039,,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,7,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020.pdf,en,"In mCRPC patients with symptomatic bone metasta - ses and contraindication or progression to docetaxel, radium-223 may be considered (I, B).",3,Q014-C02,Q014-C02,human_reviewed,accept,human_confidence_not_recorded,document_only,document_claim_search;document_question_search;gold_document_verification,ac5ae7abbee364033babafc7381d3031291bb14086cb115f3bc5f789185acedc,ac5ae7abbee364033babafc7381d3031291bb14086cb115f3bc5f789185acedc,true,true,false,false,human_reviewed_single_reviewer,single_human_reviewer,not_adjudicated,La evidencia soporta el claim
Q015,Q015-E0018,p011_c00,prostata_es_esmo_guia-para-pacientes_2022,11,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,problemas de erección.,3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;lexical_claim_snapshot,7835242fb6debef0ebe459d0fe193b57cf0c51bcaaee126aa98e2b1715c05c67,146d40b5961d9819621fec202db54dc87eba41c97b0f93815a6e8ad3a2fbc88c,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0020,p021_c01,prostata_es_esmo_guia-para-pacientes_2022,21,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Este tipo de cirugía puede reducir el riesgo de experimentar problemas de erección tras la intervención, pero sólo es posible llevarla a cabo cuando el cáncer no está creciendo cerca de los nervios.",3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,8216013b9a305953a6a28bafa04fe1bec84cd92c7a93fb2dbef965620ca8c0f2,040c9dbedc70eed4cc433b47b4c89620be3d181dc91ab013e0ce926d3b491ab6,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0027,p036_c00,prostata_es_esmo_guia-para-pacientes_2022,36,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Cáncer de próstata en pacientes jóvenes El tratamiento del cáncer de próstata puede afectar a la fertilidad.,3,Q015-C08;Q015-C09,Q015-C08;Q015-C09,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,51a2a6fbe895ddd4f8c941d6675a0401410a2044df97742448c9d9cb272939d4,7b64d8c8e1d295b621a21282311942c3f0cd530cf4c346c57a93270c094b8c45,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0031,p043_c00,prostata_es_esmo_guia-para-pacientes_2022,43,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Cirugía Tras una operación de cáncer de próstata, puede experimentar problemas de erección.",3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;lexical_claim_snapshot,787f31fa7393b7ca31aab7b2bd6232ff2762cf4392ac574a17db53ccb809f5c8,3de0f57949f49031349c8e84b23588001c7665fc8cb7fd5595901972a4a93274,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0032,p043_c01,prostata_es_esmo_guia-para-pacientes_2022,43,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Terapia hormonal Los efectos secundarios habituales en los pacientes tratados con terapia hormonal suelen estar relacionados con la reducción de la acción de la testosterona (por ejemplo, pérdida del apetito sexual, problemas de erección, sofocos, disminución del vello corporal y pérdida de masa muscular).",3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;lexical_claim_snapshot,6eb065322883ea42d8f3c7a48b664452c4e6d212ff431d401e8e455120656adf,efd132a3938b2d2116b3ec184f83727d54fe791538e92e88db1530396b34a111,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0033,p046_c00,prostata_es_esmo_guia-para-pacientes_2022,46,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Problemas de erección,3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;lexical_claim_snapshot,2c297cf7614531055f75de60629454ffb317881b13c307aa92629a1af92f607b,1cc2967c142ef0d9f20e9d86124b47cc36917419cbaf04e425c47d65273e6a9d,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0034,p046_c01,prostata_es_esmo_guia-para-pacientes_2022,46,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Problemas de erección,3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,lexical_claim_snapshot,3434d8e4707a9bfbbc747d676508e21ea864587f4b2192de7ca6ec11f22bf871,1cc2967c142ef0d9f20e9d86124b47cc36917419cbaf04e425c47d65273e6a9d,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0035,p052_c00,prostata_es_esmo_guia-para-pacientes_2022,52,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,También puede experimentarse un aumento de los problemas de erección a partir de 1-2 años después del tratamiento de radioterapia.,3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;lexical_claim_snapshot,39bac9ed253c921281cb4f66adb3c0e87afe5cb1f1bbdd059c1d4e0fb557ac05,8066ae0ecfcd07bf03fd8cbd66b66dac39bf797ff13032b7b686fa0190791579,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0037,p060_c01,prostata_es_esmo_guia-para-pacientes_2022,60,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,El semen está compuesto por espermatozoides de los testículos y líquido de la próstata y otras glándulas sexuales SILDENAFILO Medicamento utilizado para tratar los problemas de erección SISTEMA GASTROINTESTINAL Sistema de órganos encargados de hacer entrar y salir la comida del cuerpo y de hacer uso de los alimentos para ma,3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_exact_claim;lexical_claim_snapshot,69218ff7b7c8dd1c8794ec5d185f10286c1ca797633cb60e2f16c00404f20830,9a4774fa2029139245ebdfaf59d199faff0fa4df7d33a361b40128cc961fe4ac,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
Q015,Q015-E0044,p068_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,68,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"Las tasas de los principales efectos secundarios de la LRP, tales como problemas de erección y dificultad para retener la orina (incontinencia) parecen ser casi las mismas que para la prostatectomía abierta.",3,Q015-C07,Q015-C07,machine_only_unreviewed,accept_provisional,high,database_chunk,document_claim_search;lexical_claim_snapshot,d86a30a9982887807de16d21ed48cc83f9da60822324370341764969a9d6e7e3,f80715535921a6dd82cadcc0cd3ef1079598e63c267b2e54f31fc1650af879af,true,false,false,true,provisional_machine_judgment_not_human_reviewed,machine_proposed,not_adjudicated,
