question_id,evidence_id,claim_id,relevance_grade,support_type,review_status,reviewer_type,status,adjudication_status
Q005,Q005-E0012,Q005-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q005,Q005-E0013,Q005-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q005,Q005-E0027,Q005-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q006,Q006-E0010,Q006-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q006,Q006-E0060,Q006-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q007,Q007-E0004,Q007-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q007,Q007-E0011,Q007-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q008,Q008-E0007,Q008-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q008,Q008-E0007,Q008-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q008,Q008-E0016,Q008-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q008,Q008-E0041,Q008-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q008,Q008-E0041,Q008-C02,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q008,Q008-E0045,Q008-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q008,Q008-E0045,Q008-C02,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q009,Q009-E0028,Q009-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q009,Q009-E0028,Q009-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0006,Q010-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0006,Q010-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0007,Q010-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0007,Q010-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0014,Q010-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0014,Q010-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0016,Q010-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0016,Q010-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0023,Q010-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0023,Q010-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q010,Q010-E0037,Q010-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q011,Q011-E0017,Q011-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q011,Q011-E0024,Q011-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q012,Q012-E0005,Q012-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q012,Q012-E0010,Q012-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q012,Q012-E0011,Q012-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q013,Q013-E0022,Q013-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0022,Q013-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0022,Q013-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0022,Q013-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0022,Q013-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0023,Q013-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0023,Q013-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0023,Q013-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0023,Q013-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0023,Q013-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0033,Q013-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0033,Q013-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0033,Q013-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0033,Q013-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0035,Q013-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0035,Q013-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0035,Q013-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0035,Q013-C08,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0035,Q013-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0037,Q013-C09,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0037,Q013-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0046,Q013-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0065,Q013-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q013,Q013-E0075,Q013-C11,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q014,Q014-E0021,Q014-C02,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q014,Q014-E0032,Q014-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q014,Q014-E0039,Q014-C02,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q015,Q015-E0018,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0020,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0027,Q015-C08,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0027,Q015-C09,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0031,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0032,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0033,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0034,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0035,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0037,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0044,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0046,Q015-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0048,Q015-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0048,Q015-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0050,Q015-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0050,Q015-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0050,Q015-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0054,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0055,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0056,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0057,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0064,Q015-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0076,Q015-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q015,Q015-E0086,Q015-C10,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q015,Q015-E0086,Q015-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q016,Q016-E0014,Q016-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q016,Q016-E0014,Q016-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q016,Q016-E0014,Q016-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q016,Q016-E0014,Q016-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q016,Q016-E0014,Q016-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q016,Q016-E0015,Q016-C05,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q016,Q016-E0043,Q016-C06,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q016,Q016-E0044,Q016-C05,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q016,Q016-E0045,Q016-C04,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q016,Q016-E0046,Q016-C04,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q017,Q017-E0006,Q017-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0012,Q018-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0012,Q018-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0013,Q018-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0013,Q018-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0013,Q018-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0023,Q018-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0032,Q018-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0033,Q018-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q018,Q018-E0055,Q018-C05,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q019,Q019-E0024,Q019-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q019,Q019-E0034,Q019-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q019,Q019-E0035,Q019-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q019,Q019-E0049,Q019-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q019,Q019-E0050,Q019-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q019,Q019-E0051,Q019-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q019,Q019-E0067,Q019-C04,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q019,Q019-E0069,Q019-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q020,Q020-E0032,Q020-C15,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0047,Q020-C14,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q020,Q020-E0049,Q020-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0049,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0050,Q020-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0051,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0052,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0052,Q020-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0053,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0053,Q020-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0054,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0054,Q020-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0055,Q020-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0055,Q020-C12,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0055,Q020-C13,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0055,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0056,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0056,Q020-C13,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0057,Q020-C14,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q020,Q020-E0059,Q020-C11,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q020,Q020-E0060,Q020-C14,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q020,Q020-E0065,Q020-C07,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0065,Q020-C08,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0065,Q020-C09,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0065,Q020-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0070,Q020-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0071,Q020-C10,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0082,Q020-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0082,Q020-C09,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0094,Q020-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0094,Q020-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0094,Q020-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0096,Q020-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0096,Q020-C09,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0102,Q020-C14,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q020,Q020-E0103,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0105,Q020-C11,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0105,Q020-C14,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q020,Q020-E0126,Q020-C10,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q021,Q021-E0028,Q021-C04,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q021,Q021-E0028,Q021-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q021,Q021-E0028,Q021-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q021,Q021-E0029,Q021-C05,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q021,Q021-E0029,Q021-C06,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q021,Q021-E0032,Q021-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q021,Q021-E0036,Q021-C07,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q021,Q021-E0044,Q021-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q021,Q021-E0044,Q021-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q022,Q022-E0029,Q022-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q022,Q022-E0029,Q022-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q023,Q023-E0026,Q023-C01,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q023,Q023-E0026,Q023-C03,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q023,Q023-E0026,Q023-C02,3,direct_and_sufficient,machine_only_unreviewed,machine_proposed,provisional_machine_judgment_not_human_reviewed,not_adjudicated
Q023,Q023-E0045,Q023-C01,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
Q023,Q023-E0046,Q023-C02,3,direct_and_sufficient,human_reviewed,single_human_reviewer,human_reviewed_single_reviewer,not_adjudicated
