question_id,question,strategy,rank,original_rank,doc_id,chunk_id,page_num,chunk_lang,raw_distance,raw_score,detected_language,rrf_k
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,hybrid,9,9,mama_es_novartis_guia-pacientes-CM_2025,p022_c01,22,es,,0.014492753623188406,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,hybrid,10,10,general_es_pfizer_manual-pacientes_2007,p107_c00,107,es,,0.014285714285714285,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,1,1,general_es_pfizer_manual-pacientes_2007,p150_c00,150,es,,0.01639344262295082,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,2,2,mama_es_esmo_guia-para-pacientes_v1,p059_c01,59,es,,0.016129032258064516,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,3,3,mama_es_novartis_guia-pacientes-CM_2025,p118_c00,118,es,,0.015873015873015872,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,4,4,general_es_pfizer_manual-pacientes_2007,p071_c01,71,es,,0.015625,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,5,5,general_es_gepac_guia-toxicidad-quimioterapia_v1,p013_c01,13,es,,0.015384615384615385,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,6,6,general_es_pfizer_manual-pacientes_2007,p057_c01,57,es,,0.015151515151515152,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,7,7,prostata_es_gepac_guia-cancer-de-prostata_2020,p181_c00,181,es,,0.014925373134328358,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,8,8,mama_es_novartis_guia-pacientes-CM_2025,p054_c00,54,es,,0.014705882352941176,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,9,9,mama_es_novartis_guia-pacientes-CM_2025,p020_c01,20,es,,0.014492753623188406,es,60.0
Q002,¿Qué debe hacer un paciente si tiene una temperatura de 38º o más?,language_aware_hybrid,10,10,mama_es_novartis_guia-pacientes-CM_2025,p022_c01,22,es,,0.014285714285714285,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p048_c00,48,es,0.3669635276176637,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,2,2,mama_es_esmo_guia-para-pacientes_v1,p038_c01,38,es,0.39184435557391273,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,3,3,prostata_es_esmo_guia-para-pacientes_2022,p041_c00,41,es,0.4349142663053073,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,4,4,prostata_es_gepac_guia-cancer-de-prostata_2020,p152_c00,152,es,0.45249989345669017,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,5,5,general_es_pfizer_manual-pacientes_2007,p072_c00,72,es,0.4586325399845127,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,6,6,general_es_gepac_guia-toxicidad-quimioterapia_v1,p047_c00,47,es,0.46192782663438636,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,7,7,general_es_pfizer_manual-pacientes_2007,p072_c01,72,es,0.48482438831474617,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,8,8,mama_es_novartis_guia-pacientes-CM_2025,p026_c01,26,es,0.5027898849719685,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,9,9,general_es_gepac_guia-toxicidad-quimioterapia_v1,p048_c01,48,es,0.5040325226803128,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,semantic,10,10,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p019_c00,19,es,0.5155365783615802,,es,
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p048_c00,48,es,,0.01639344262295082,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,2,2,mama_es_esmo_guia-para-pacientes_v1,p038_c01,38,es,,0.016129032258064516,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,3,3,prostata_es_esmo_guia-para-pacientes_2022,p041_c00,41,es,,0.015873015873015872,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,4,4,prostata_es_gepac_guia-cancer-de-prostata_2020,p152_c00,152,es,,0.015625,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,5,5,general_es_pfizer_manual-pacientes_2007,p072_c00,72,es,,0.015384615384615385,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,6,6,general_es_gepac_guia-toxicidad-quimioterapia_v1,p047_c00,47,es,,0.015151515151515152,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,7,7,general_es_pfizer_manual-pacientes_2007,p072_c01,72,es,,0.014925373134328358,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,8,8,mama_es_novartis_guia-pacientes-CM_2025,p026_c01,26,es,,0.014705882352941176,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,9,9,general_es_gepac_guia-toxicidad-quimioterapia_v1,p048_c01,48,es,,0.014492753623188406,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,hybrid,10,10,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p019_c00,19,es,,0.014285714285714285,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p048_c00,48,es,,0.01639344262295082,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,2,2,mama_es_esmo_guia-para-pacientes_v1,p038_c01,38,es,,0.016129032258064516,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,3,3,prostata_es_esmo_guia-para-pacientes_2022,p041_c00,41,es,,0.015873015873015872,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,4,4,prostata_es_gepac_guia-cancer-de-prostata_2020,p152_c00,152,es,,0.015625,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,5,5,general_es_pfizer_manual-pacientes_2007,p072_c00,72,es,,0.015384615384615385,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,6,6,general_es_gepac_guia-toxicidad-quimioterapia_v1,p047_c00,47,es,,0.015151515151515152,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,7,7,general_es_pfizer_manual-pacientes_2007,p072_c01,72,es,,0.014925373134328358,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,8,8,mama_es_novartis_guia-pacientes-CM_2025,p026_c01,26,es,,0.014705882352941176,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,9,9,general_es_gepac_guia-toxicidad-quimioterapia_v1,p048_c01,48,es,,0.014492753623188406,es,60.0
Q003,¿Cuál es el trastorno del sueño más común en pacientes con cáncer?,language_aware_hybrid,10,10,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p019_c00,19,es,,0.014285714285714285,es,60.0
Q004,¿Cómo se define la mucositis?,semantic,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c00,14,es,0.3853383430636905,,es,
Q004,¿Cómo se define la mucositis?,semantic,2,2,general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c01,14,es,0.4907472577913776,,es,
Q004,¿Cómo se define la mucositis?,semantic,3,3,prostata_es_gepac_guia-cancer-de-prostata_2020,p175_c00,175,es,0.5554295215266649,,es,
Q004,¿Cómo se define la mucositis?,semantic,4,4,mama_es_esmo_guia-para-pacientes_v1,p049_c01,49,es,0.5860511958599091,,es,
Q004,¿Cómo se define la mucositis?,semantic,5,5,mama_es_esmo_guia-para-pacientes_v1,p043_c02,43,es,0.5912258272632456,,es,
Q004,¿Cómo se define la mucositis?,semantic,6,6,prostata_es_gepac_guia-cancer-de-prostata_2020,p187_c00,187,es,0.5975208878517151,,es,
Q004,¿Cómo se define la mucositis?,semantic,7,7,general_es_gepac_guia-toxicidad-quimioterapia_v1,p053_c00,53,es,0.6011123061180115,,es,
Q004,¿Cómo se define la mucositis?,semantic,8,8,mama_es_esmo_guia-para-pacientes_v1,p053_c01,53,es,0.6051918448564959,,es,
Q004,¿Cómo se define la mucositis?,semantic,9,9,prostata_es_esmo_guia-para-pacientes_2022,p061_c00,61,es,0.605414867401123,,es,
Q004,¿Cómo se define la mucositis?,semantic,10,10,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,0.6185107827186584,,es,
Q004,¿Cómo se define la mucositis?,hybrid,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c00,14,es,,0.01639344262295082,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,2,2,general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c01,14,es,,0.016129032258064516,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,3,3,prostata_es_gepac_guia-cancer-de-prostata_2020,p175_c00,175,es,,0.015873015873015872,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,4,4,mama_es_esmo_guia-para-pacientes_v1,p049_c01,49,es,,0.015625,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,5,5,mama_es_esmo_guia-para-pacientes_v1,p043_c02,43,es,,0.015384615384615385,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,6,6,prostata_es_gepac_guia-cancer-de-prostata_2020,p187_c00,187,es,,0.015151515151515152,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,7,7,general_es_gepac_guia-toxicidad-quimioterapia_v1,p053_c00,53,es,,0.014925373134328358,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,8,8,mama_es_esmo_guia-para-pacientes_v1,p053_c01,53,es,,0.014705882352941176,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,9,9,prostata_es_esmo_guia-para-pacientes_2022,p061_c00,61,es,,0.014492753623188406,es,60.0
Q004,¿Cómo se define la mucositis?,hybrid,10,10,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,,0.014285714285714285,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c00,14,es,,0.01639344262295082,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,2,2,general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c01,14,es,,0.016129032258064516,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,3,3,prostata_es_gepac_guia-cancer-de-prostata_2020,p175_c00,175,es,,0.015873015873015872,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,4,4,mama_es_esmo_guia-para-pacientes_v1,p049_c01,49,es,,0.015625,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,5,5,mama_es_esmo_guia-para-pacientes_v1,p043_c02,43,es,,0.015384615384615385,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,6,6,prostata_es_gepac_guia-cancer-de-prostata_2020,p187_c00,187,es,,0.015151515151515152,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,7,7,general_es_gepac_guia-toxicidad-quimioterapia_v1,p053_c00,53,es,,0.014925373134328358,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,8,8,mama_es_esmo_guia-para-pacientes_v1,p053_c01,53,es,,0.014705882352941176,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,9,9,prostata_es_esmo_guia-para-pacientes_2022,p061_c00,61,es,,0.014492753623188406,es,60.0
Q004,¿Cómo se define la mucositis?,language_aware_hybrid,10,10,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,,0.014285714285714285,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,1,1,general_es_pfizer_manual-pacientes_2007,p033_c01,33,es,0.18458068370819092,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,2,2,mama_es_novartis_guia-pacientes-CM_2025,p023_c00,23,es,0.268384413026833,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,3,3,mama_es_hureinasofia_protocolo-cancer-mama_2021,p088_c00,88,es,0.2709464430809021,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,4,4,mama_en_esmo_early-breast-cancer-guidelines_2023,p007_c02,7,en,0.2973114252090454,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,5,5,mama_es_esmo_guia-para-pacientes_v1,p023_c01,23,es,0.30301761627197266,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,6,6,prostata_es_gepac_guia-cancer-de-prostata_2020,p036_c01,36,es,0.30397987365722656,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,7,7,mama_es_esmo_guia-para-pacientes_v1,p062_c00,62,es,0.31633738778010556,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p035_c00,35,es,0.3173927068710327,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,9,9,mama_es_novartis_guia-pacientes-CM_2025,p089_c01,89,es,0.3205702709811752,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,semantic,10,10,prostata_es_seom_cancer-prostata_2025,p013_c00,13,es,0.32481573000001074,,es,
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,1,1,general_es_pfizer_manual-pacientes_2007,p033_c01,33,es,,0.01639344262295082,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,2,2,mama_es_novartis_guia-pacientes-CM_2025,p023_c00,23,es,,0.016129032258064516,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,3,3,mama_es_hureinasofia_protocolo-cancer-mama_2021,p088_c00,88,es,,0.015873015873015872,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,4,4,mama_en_esmo_early-breast-cancer-guidelines_2023,p007_c02,7,en,,0.015625,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,5,5,mama_es_esmo_guia-para-pacientes_v1,p023_c01,23,es,,0.015384615384615385,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,6,6,prostata_es_gepac_guia-cancer-de-prostata_2020,p036_c01,36,es,,0.015151515151515152,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,7,7,mama_es_esmo_guia-para-pacientes_v1,p062_c00,62,es,,0.014925373134328358,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,8,8,prostata_es_gepac_guia-cancer-de-prostata_2020,p035_c00,35,es,,0.014705882352941176,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,9,9,mama_es_novartis_guia-pacientes-CM_2025,p089_c01,89,es,,0.014492753623188406,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,hybrid,10,10,prostata_es_seom_cancer-prostata_2025,p013_c00,13,es,,0.014285714285714285,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,1,1,general_es_pfizer_manual-pacientes_2007,p033_c01,33,es,,0.01639344262295082,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,2,2,mama_es_novartis_guia-pacientes-CM_2025,p023_c00,23,es,,0.016129032258064516,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,3,3,mama_es_hureinasofia_protocolo-cancer-mama_2021,p088_c00,88,es,,0.015873015873015872,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,4,4,mama_es_esmo_guia-para-pacientes_v1,p023_c01,23,es,,0.015625,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,5,5,prostata_es_gepac_guia-cancer-de-prostata_2020,p036_c01,36,es,,0.015384615384615385,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,6,6,mama_es_esmo_guia-para-pacientes_v1,p062_c00,62,es,,0.015151515151515152,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,7,7,prostata_es_gepac_guia-cancer-de-prostata_2020,p035_c00,35,es,,0.014925373134328358,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,8,8,mama_es_novartis_guia-pacientes-CM_2025,p089_c01,89,es,,0.014705882352941176,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,9,9,prostata_es_seom_cancer-prostata_2025,p013_c00,13,es,,0.014492753623188406,es,60.0
Q005,¿Cuánto tiempo suele durar una sesión de administración de quimioterapia?,language_aware_hybrid,10,10,general_es_pfizer_manual-pacientes_2007,p034_c00,34,es,,0.014285714285714285,es,60.0
Q006,¿Qué es la Neutropenia?,semantic,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p009_c00,9,es,0.6025257171705786,,fr,
Q006,¿Qué es la Neutropenia?,semantic,2,2,general_es_gepac_guia-toxicidad-quimioterapia_v1,p042_c00,42,es,0.6164593949728662,,fr,
Q006,¿Qué es la Neutropenia?,semantic,3,3,general_es_gepac_guia-toxicidad-quimioterapia_v1,p043_c00,43,es,0.6201427906964405,,fr,
Q006,¿Qué es la Neutropenia?,semantic,4,4,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,es,0.6289474444954057,,fr,
Q006,¿Qué es la Neutropenia?,semantic,5,5,prostata_es_gepac_guia-cancer-de-prostata_2020,p014_c00,14,es,0.638741401321417,,fr,
Q006,¿Qué es la Neutropenia?,semantic,6,6,prostata_es_gepac_guia-cancer-de-prostata_2020,p056_c00,56,es,0.6388858341506614,,fr,
Q006,¿Qué es la Neutropenia?,semantic,7,7,prostata_es_gepac_guia-cancer-de-prostata_2020,p177_c00,177,es,0.6496063261989543,,fr,
Q006,¿Qué es la Neutropenia?,semantic,8,8,prostata_en_springer_clinical-guidelines-for-prostate-cancer-treatment_2020,p007_c01,7,en,0.6673391263091037,,fr,
Q006,¿Qué es la Neutropenia?,semantic,9,9,general_es_gepac_guia-toxicidad-quimioterapia_v1,p004_c00,4,es,0.6702750724718012,,fr,
Q006,¿Qué es la Neutropenia?,semantic,10,10,mama_en_seom-geicam-solti_clinical-guidelines-advanced-breast-cancer_2022,p008_c00,8,en,0.6704275411622245,,fr,
