question_id,question,strategy,rank,original_rank,doc_id,chunk_id,page_num,chunk_lang,raw_distance,raw_score,semantic_rank,lexical_rank,semantic_distance,lexical_score,ts_config,rrf_k,candidate_depth,detector_name,detected_language,language_confidence,language_confidence_margin,postgres_ts_config,language_supported,fallback_to_simple,language_note,lexical_query_mode,lexical_and_candidates,lexical_or_candidates_added,lexical_or_fallback_used
Q001,¿Qué es la astenia?,semantic,1,1,general_es_gepac_guia-toxicidad-quimioterapia_v1,p009_c00,9,es,0.5069648623466492,,1.0,,0.5069648623466492,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,16,16,prostata_es_esmo_guia-para-pacientes_2022,p058_c00,58,es,0.6694664061069489,,16.0,,0.6694664061069489,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,17,17,prostata_es_gepac_guia-cancer-de-prostata_2020,p138_c00,138,es,0.6700725555419922,,17.0,,0.6700725555419922,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,18,18,general_es_gepac_guia-toxicidad-quimioterapia_v1,p054_c01,54,es,0.6704228422171723,,18.0,,0.6704228422171723,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,19,19,prostata_es_gepac_guia-cancer-de-prostata_2020,p023_c00,23,es,0.6755562424659729,,19.0,,0.6755562424659729,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,20,20,general_es_gepac_guia-toxicidad-quimioterapia_v1,p056_c00,56,es,0.6756231188774109,,20.0,,0.6756231188774109,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,21,21,mama_es_seom_cancer-mama_2025,p007_c00,7,es,0.6772752807900471,,21.0,,0.6772752807900471,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,22,22,prostata_es_gepac_guia-cancer-de-prostata_2020,p008_c00,8,es,0.6784792350816264,,22.0,,0.6784792350816264,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,23,23,prostata_es_gepac_guia-cancer-de-prostata_2020,p178_c00,178,es,0.6788197755813599,,23.0,,0.6788197755813599,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,24,24,general_es_pfizer_manual-pacientes_2007,p174_c01,174,es,0.6791177701161286,,24.0,,0.6791177701161286,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,25,25,general_es_gepac_guia-toxicidad-quimioterapia_v1,p030_c00,30,es,0.6808940362397404,,25.0,,0.6808940362397404,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,26,26,general_es_pfizer_manual-pacientes_2007,p053_c00,53,es,0.683411717414856,,26.0,,0.683411717414856,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,27,27,mama_es_novartis_guia-pacientes-CM_2025,p088_c01,88,es,0.687251627445221,,27.0,,0.687251627445221,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,28,28,prostata_es_gepac_guia-cancer-de-prostata_2020,p016_c00,16,es,0.6898284462043178,,28.0,,0.6898284462043178,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,29,29,prostata_es_gepac_guia-cancer-de-prostata_2020,p197_c00,197,es,0.6919218416167398,,29.0,,0.6919218416167398,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,30,30,mama_es_novartis_guia-pacientes-CM_2025,p008_c00,8,es,0.6951847672462463,,30.0,,0.6951847672462463,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,31,31,general_es_gepac_guia-toxicidad-quimioterapia_v1,p008_c02,8,es,0.6960505752578547,,31.0,,0.6960505752578547,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,32,32,prostata_es_gepac_guia-cancer-de-prostata_2020,p185_c00,185,es,0.7032150030136108,,32.0,,0.7032150030136108,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,33,33,prostata_es_esmo_guia-para-pacientes_2022,p060_c02,60,es,0.703766149506935,,33.0,,0.703766149506935,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,34,34,mama_es_esmo_guia-para-pacientes_v1,p014_c01,14,es,0.7039514780044556,,34.0,,0.7039514780044556,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,35,35,general_es_pfizer_manual-pacientes_2007,p181_c00,181,es,0.7041580677032471,,35.0,,0.7041580677032471,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,36,36,general_es_pfizer_manual-pacientes_2007,p072_c00,72,es,0.7042003781855217,,36.0,,0.7042003781855217,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,37,37,general_es_gepac_guia-toxicidad-quimioterapia_v1,p024_c01,24,es,0.7055066823959351,,37.0,,0.7055066823959351,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,38,38,prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,p002_c01,2,en,0.7074914487448765,,38.0,,0.7074914487448765,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,39,39,general_es_pfizer_manual-pacientes_2007,p010_c00,10,es,0.7077409450853429,,39.0,,0.7077409450853429,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,40,40,general_es_pfizer_manual-pacientes_2007,p008_c00,8,es,0.7085205912590027,,40.0,,0.7085205912590027,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,41,41,prostata_es_gepac_guia-cancer-de-prostata_2020,p193_c00,193,es,0.7112582670142311,,41.0,,0.7112582670142311,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,42,42,mama_es_esmo_guia-para-pacientes_v1,p008_c01,8,es,0.7130655348300934,,42.0,,0.7130655348300934,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,43,43,prostata_es_gepac_guia-cancer-de-prostata_2020,p181_c00,181,es,0.7132528040782451,,43.0,,0.7132528040782451,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,44,44,general_es_pfizer_manual-pacientes_2007,p002_c00,2,es,0.7133216857910156,,44.0,,0.7133216857910156,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,45,45,general_es_gepac_guia-toxicidad-quimioterapia_v1,p052_c01,52,es,0.7135112200233702,,45.0,,0.7135112200233702,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,46,46,general_es_pfizer_manual-pacientes_2007,p188_c00,188,es,0.7136890717559494,,46.0,,0.7136890717559494,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,47,47,mama_es_hureinasofia_protocolo-cancer-mama_2021,p120_c01,120,es,0.7145022281707656,,47.0,,0.7145022281707656,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,48,48,general_es_pfizer_manual-pacientes_2007,p010_c01,10,es,0.7158809900283813,,48.0,,0.7158809900283813,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,49,49,prostata_es_gepac_guia-cancer-de-prostata_2020,p172_c00,172,es,0.717744767665863,,49.0,,0.717744767665863,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,50,50,prostata_es_esmo_guia-para-pacientes_2022,p008_c00,8,es,0.7181072235107422,,50.0,,0.7181072235107422,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,51,51,prostata_es_gepac_guia-cancer-de-prostata_2020,p056_c00,56,es,0.7193924784660339,,51.0,,0.7193924784660339,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,52,52,general_es_pfizer_manual-pacientes_2007,p052_c01,52,es,0.7201566994190216,,52.0,,0.7201566994190216,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,53,53,general_es_gepac_guia-toxicidad-quimioterapia_v1,p056_c01,56,es,0.7205769717693329,,53.0,,0.7205769717693329,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,54,54,general_es_pfizer_manual-pacientes_2007,p197_c01,197,es,0.7205783295286692,,54.0,,0.7205783295286692,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,55,55,prostata_es_gepac_guia-cancer-de-prostata_2020,p120_c00,120,es,0.7218416333198547,,55.0,,0.7218416333198547,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,56,56,prostata_es_gepac_guia-cancer-de-prostata_2020,p106_c00,106,es,0.7220290303230286,,56.0,,0.7220290303230286,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,57,57,prostata_es_gepac_guia-cancer-de-prostata_2020,p186_c00,186,es,0.7223386632002191,,57.0,,0.7223386632002191,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,58,58,mama_es_novartis_guia-pacientes-CM_2025,p083_c01,83,es,0.7224525511264801,,58.0,,0.7224525511264801,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,59,59,mama_es_seom_recomendaciones-seguimiento-mujeres-supervivientes-cancer-mama_2017,p002_c00,2,es,0.7271561541305824,,59.0,,0.7271561541305824,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,60,60,prostata_es_esmo_guia-para-pacientes_2022,p059_c01,59,es,0.7280890345573425,,60.0,,0.7280890345573425,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,61,61,general_es_gepac_guia-toxicidad-quimioterapia_v1,p053_c00,53,es,0.7291407585144043,,61.0,,0.7291407585144043,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,62,62,prostata_es_gepac_guia-cancer-de-prostata_2020,p158_c00,158,es,0.7297077476978302,,62.0,,0.7297077476978302,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,63,63,general_es_gepac_guia-toxicidad-quimioterapia_v1,p051_c00,51,es,0.7311306893825531,,63.0,,0.7311306893825531,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,64,64,mama_es_seom_cancer-mama_2025,p002_c00,2,es,0.7319387415629249,,64.0,,0.7319387415629249,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,65,65,mama_es_novartis_guia-pacientes-CM_2025,p081_c00,81,es,0.7322051365497785,,65.0,,0.7322051365497785,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,66,66,prostata_es_seom_cancer-prostata_2025,p014_c00,14,es,0.7323663373211818,,66.0,,0.7323663373211818,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,67,67,mama_es_novartis_guia-pacientes-CM_2025,p004_c00,4,es,0.7327488879188563,,67.0,,0.7327488879188563,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,68,68,prostata_es_esmo_guia-para-pacientes_2022,p061_c01,61,es,0.733310729265213,,68.0,,0.733310729265213,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,69,69,prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,p028_c01,28,en,0.7341267904118766,,69.0,,0.7341267904118766,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,70,70,prostata_es_gepac_guia-cancer-de-prostata_2020,p174_c00,174,es,0.7353721997363682,,70.0,,0.7353721997363682,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,71,71,general_es_pfizer_manual-pacientes_2007,p187_c00,187,es,0.7355060437020033,,71.0,,0.7355060437020033,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,72,72,general_es_pfizer_manual-pacientes_2007,p024_c00,24,es,0.7358195185661316,,72.0,,0.7358195185661316,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,73,73,general_es_gepac_guia-toxicidad-quimioterapia_v1,p039_c00,39,es,0.7372243717641369,,73.0,,0.7372243717641369,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,74,74,mama_en_seom-geicam-solti_clinical-guidelines-advanced-breast-cancer_2022,p008_c00,8,en,0.7378698289394379,,74.0,,0.7378698289394379,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,75,75,mama_en_seom-geicam-solti_clinical-guidelines_2022,p008_c00,8,en,0.7378698289394379,,75.0,,0.7378698289394379,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,76,76,mama_es_novartis_guia-pacientes-CM_2025,p060_c00,60,es,0.7378890358143466,,76.0,,0.7378890358143466,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,77,77,prostata_es_seor_guia-para-pacientes_v1,p004_c00,4,es,0.7389889359474182,,77.0,,0.7389889359474182,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,78,78,general_es_gepac_guia-toxicidad-quimioterapia_v1,p029_c01,29,es,0.7409983575344086,,78.0,,0.7409983575344086,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,79,79,prostata_es_gepac_guia-cancer-de-prostata_2020,p051_c00,51,es,0.7414216841114567,,79.0,,0.7414216841114567,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,80,80,prostata_es_esmo_guia-para-pacientes_2022,p009_c01,9,es,0.7421702742576599,,80.0,,0.7421702742576599,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,81,81,prostata_es_gepac_guia-cancer-de-prostata_2020,p132_c00,132,es,0.7428014431714147,,81.0,,0.7428014431714147,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,82,82,general_es_gepac_guia-toxicidad-quimioterapia_v1,p057_c01,57,es,0.7429476601763861,,82.0,,0.7429476601763861,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,83,83,general_es_gepac_guia-toxicidad-quimioterapia_v1,p055_c01,55,es,0.745076819960881,,83.0,,0.745076819960881,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,84,84,general_es_pfizer_manual-pacientes_2007,p183_c00,183,es,0.7452818079376758,,84.0,,0.7452818079376758,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,85,85,mama_es_novartis_guia-pacientes-CM_2025,p079_c00,79,es,0.7464396508670057,,85.0,,0.7464396508670057,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,86,86,prostata_es_gepac_guia-cancer-de-prostata_2020,p183_c00,183,es,0.746898211261469,,86.0,,0.746898211261469,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
Q001,¿Qué es la astenia?,semantic,87,87,general_es_pfizer_manual-pacientes_2007,p172_c01,172,es,0.7473843248257439,,87.0,,0.7473843248257439,,,,100,lingua,ca,0.46487836440664815,0.18713738947308517,simple,False,True,Language 'ca' is not supported by the retrieval configuration; defaulting to simple.,,,,
