question_id,claim_id,claim_text,coverage_status,evidence_ids,best_relevance_grade,pending_reason,recommended_action
Q018,Q018-C06,"Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",fully_supported_machine_only,Q018-E0033,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q019,Q019-C02,Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento,fully_supported_machine_only,Q019-E0050,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q019,Q019-C03,"Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.",fully_supported_machine_only,Q019-E0051,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q019,Q019-C05,"Algunos efectos secundarios son: Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos y Trastornos visuales",fully_supported_machine_only,Q019-E0024,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C01,Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos).,fully_supported_machine_only,Q020-E0094,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C03,"En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.",fully_supported_machine_only,Q020-E0094,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C04,Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.,fully_supported_machine_only,Q020-E0094,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C05,Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.,fully_supported_machine_only,Q020-E0096,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C06,"Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).",fully_supported_machine_only,Q020-E0065;Q020-E0082,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C07,Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento,fully_supported_machine_only,Q020-E0065,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C08,revisar interacciones con el uso de antidepresivos,fully_supported_machine_only,Q020-E0065,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C09,se recomienda revisión ginecológica anual.,fully_supported_machine_only,Q020-E0065;Q020-E0082;Q020-E0096,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C12,Su médico lo/la vigilará para detectar signos de trombosis.,fully_supported_machine_only,Q020-E0055,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C13,Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.,fully_supported_machine_only,Q020-E0055;Q020-E0056,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q020,Q020-C15,Patients on tamoxifen treatment will require age-appropriate gynecological screening.,fully_supported_machine_only,Q020-E0032,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q021,Q021-C01,Los síntomas derivados de la falta de estrógenos hacen que la mujer,fully_supported_machine_only,Q021-E0044,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q021,Q021-C02,"presente síntomas de menopausia, de ellos los más frecuentes son: sofocos, el insomnio, la dispareunia o dolor en las relaciones sexuales debido a la sequedad vaginal.",fully_supported_machine_only,Q021-E0044,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q021,Q021-C03,"al disminuir los estrógenos y también debido a otros tratamientos, pueden verse alterados los patrones del sueño.",fully_supported_machine_only,Q021-E0032,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q021,Q021-C04,"Cuando los niveles de estrógenos están bajos, esto puede afectar a la recuperación muscular, por lo que tienes que dejar, al menos, un día de recuperación entre sesiones de media intensidad.",fully_supported_machine_only,Q021-E0028,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q021,Q021-C05,Deben respetarse 48 h mínimo de recuperación entre sesiones de intensidad alta y observar si la recuperación es buena y sin fatiga.,fully_supported_machine_only,Q021-E0028;Q021-E0029,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q021,Q021-C06,"Si no es así, deben aumentarse los días de recuperación entre sesiones",fully_supported_machine_only,Q021-E0028;Q021-E0029,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q022,Q022-C01,"Los antidepresivos del tipo inhibidores selectivos de la recaptación de serotonina (ISRS) se deben utilizar con precaución en mujeres con cáncer de mama que reciban tratamiento adyuvante con tamoxifeno, ya que algunos pueden reducir su metabolismo.",fully_supported_machine_only,Q022-E0029,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q022,Q022-C02,En este caso puede ser útil la cimicifuga racemosa.,fully_supported_machine_only,Q022-E0029,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q023,Q023-C03,"disminución que dependerá del tipo de quimioterapia, la dosis y la edad de la paciente, a mayor edad hay mayor riesgo.",fully_supported_machine_only,Q023-E0026,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q024,Q024-C01,"Dispareunia: dolor o molestia antes, durante o después de la unión sexual.",fully_supported_machine_only,Q024-E0004,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q025,Q025-C02,No existen contraindicaciones para quedar embarazada después de tener cáncer de mama.,fully_supported_machine_only,Q025-E0043,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q025,Q025-C03,"Sin embargo, hay varios puntos importantes a considerar, especialmente en el caso de cáncer de mama RE positivo, debido a la larga duración de la terapia endocrina.",fully_supported_machine_only,Q025-E0043,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q025,Q025-C04,La terapia endocrina debe suspenderse antes de tratar de quedar embarazada y debe reanudarse después del parto y la lactancia.,fully_supported_machine_only,Q025-E0043;Q025-E0044,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q025,Q025-C05,"Si usted desea quedar embarazada, por favor discuta todas estas cuestiones cuidadosamente con su médico.",fully_supported_machine_only,Q025-E0043;Q025-E0044,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q025,Q025-C07,"Sin embargo, es poco probable que las mujeres con enfermedad localizada empeoren el pronóstico si se quedan embarazadas.",fully_supported_machine_only,Q025-E0058;Q025-E0059,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C01,"El cáncer de mama tiene un origen multifactorial, y, en la mayoría de los casos, no se puede identificar de forma clara la causa.",fully_supported_machine_only,Q026-E0076,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C02,"Existen varios factores de riesgo asociados al cáncer de mama, que pueden dividirse en factores de riesgo modificables o no modificables.",fully_supported_machine_only,Q026-E0076,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C03,La mayor parte de los factores de riesgo se relaciona con los antecedentes reproductivos que modulan la exposición hormonal durante la vida.,fully_supported_machine_only,Q026-E0076,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C04,La edad es el principal factor de riesgo para padecer un cáncer de mama.,fully_supported_machine_only,Q026-E0041;Q026-E0076,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C05,El riesgo aumenta al aumentar la edad.,fully_supported_machine_only,Q026-E0006;Q026-E0041;Q026-E0064;Q026-E0076;Q026-E0077;Q026-E0105;Q026-E0115,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C06,"La historia personal puede ser un factor de riesgo para padecer cáncer de mama. Por ejemplo, las mujeres que han tenido un cáncer de mama invasivo tienen más riesgo de padecer un cáncer de mama contralateral.",fully_supported_machine_only,Q026-E0076,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C07,Densidad mamaria elevada en las mamografías.,fully_supported_machine_only,Q026-E0076;Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C08,"Historia menstrual larga, con una menarquia (edad de primera regla) temprana o una menopausia tardía 5.",fully_supported_machine_only,Q026-E0076;Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C09,"Exposición a radiaciones ionizantes, sobre todo durante la pubertad 6.",fully_supported_machine_only,Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C10,"Factores genéticos como mutaciones hereditarias en genes que asocian un aumento del riesgo de cáncer de mama, como BRCA1, BRCA2, PALB2, PTEN, TP53, ATM o CHEK 2entre otros.",fully_supported_machine_only,Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C12,"Factores reproductivos como la nuliparidad (no haber estado embarazada nunca), un primer embarazo por encima de los 30 años o la ausencia de lactancia materna.",fully_supported_machine_only,Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C13,"El uso de terapia hormonal sustitutiva después de la menopausia aumenta el riesgo de cáncer de mama así como el uso de anticonceptivos orales, aunque el incremento absoluto es bajo..",fully_supported_machine_only,Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C14,El consumo de alcohol es un factor de riesgo para el cáncer de mama.,fully_supported_machine_only,Q026-E0065;Q026-E0066;Q026-E0069;Q026-E0077;Q026-E0094;Q026-E0096;Q026-E0101;Q026-E0111;Q026-E0115,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C15,"Sobrepeso y obesidad, ya que la grasa es la principal fuente de estrógenos tras la menopausia.",fully_supported_machine_only,Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C16,El sedentarismo es un factor de riesgo para el cáncer de mama.,fully_supported_machine_only,Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C17,"Dietas inadecuadas, alejadas de la dieta mediterránea",fully_supported_machine_only,Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C18,"Se desconoce la causa precisa del cáncer de mama, pero se han identificado diversos factores de riesgo que pueden aumentar la probabilidad de desarrollar la enfermedad.",fully_supported_machine_only,Q026-E0041;Q026-E0105,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C19,"Es importante recordar que el hecho de tener un factor de riesgo aumenta el riesgo de desarrollar cáncer, pero eso no significa que se vaya a padecer cáncer seguro.",fully_supported_machine_only,Q026-E0041;Q026-E0105,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C20,"De la misma forma, el hecho de no tener un factor de riesgo no significa que nunca se vaya a padecer cáncer.",fully_supported_machine_only,Q026-E0041;Q026-E0105,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C21,El género femenino es un factor de riesgo para el cáncer de mama.,fully_supported_machine_only,Q026-E0041,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C22,La edad avanzada es un factor de riesgo para el cáncer de mama.,fully_supported_machine_only,Q026-E0006;Q026-E0011;Q026-E0032;Q026-E0041;Q026-E0052;Q026-E0059;Q026-E0082;Q026-E0103;Q026-E0107;Q026-E0121,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C23,Predisposición genética (Antecedentes familiares o mutaciones en ciertos genes),fully_supported_machine_only,Q026-E0041,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C24,Exposición a estrógenos,fully_supported_machine_only,Q026-E0041;Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C25,Exposición a radiaciones ionizantes,fully_supported_machine_only,Q026-E0041;Q026-E0077,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C26,Tener pocos hijos,fully_supported_machine_only,Q026-E0041,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C27,Historia de hiperplasia atípica,fully_supported_machine_only,Q026-E0041;Q026-E0076,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C28,La obesidad es un factor de riesgo para el cáncer de mama.,unsupported,,,no_supporting_evidence_in_final_set,Buscar evidencia adicional o revisar el ground truth.
Q026,Q026-C29,El alcohol es un factor de riesgo para el cáncer de mama.,unsupported,,,no_supporting_evidence_in_final_set,Buscar evidencia adicional o revisar el ground truth.
Q026,Q026-C30,La historia familiar de cáncer de mama,fully_supported_machine_only,Q026-E0041;Q026-E0042;Q026-E0043;Q026-E0044;Q026-E0100;Q026-E0115;Q026-E0117,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q026,Q026-C31,"Para las mujeres con un pariente de primer grado (padre/madre, hermano/a o hijo/a) con cáncer de mama se dobla el riesgo de desarrollar cáncer de mama en comparación con una mujer sin antecedentes familiares de este tipo.",fully_supported_machine_only,Q026-E0041,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q027,Q027-C01,"Para la solicitud de pruebas de imagen de mama, tanto desde Atención Primaria como de Atención Especializada, se utilizará la petición electrónica, desde las plataformas Diraya y PDI.",fully_supported_machine_only,Q027-E0013,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q027,Q027-C02,"Es imprescindible detallar en el campo ""justificación clínica"" la indicación de la prueba.",fully_supported_machine_only,Q027-E0013,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q027,Q027-C03,"En esta petición se debe señalar la prioridad de la prueba (1 normal, 2 preferente y 3 urgente) y la fecha ideal de realización.",fully_supported_machine_only,Q027-E0013,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
Q027,Q027-C04,En los controles periódicos es importante reflejar la siguiente fecha de revisión en consulta.,fully_supported_machine_only,Q027-E0013,3,machine_evidence_requires_human_review,Revisar manualmente las evidencias machine_only_unreviewed enlazadas.
