gold_view,question_id,strategy,k,evaluable_evidence,num_gold_evidence,num_gold_claims,evidence_hit_at_k,evidence_precision_at_k,evidence_recall_at_k,mrr_at_k,ap_at_k,claim_coverage_at_k,document_hit_at_k,page_hit_at_k,retrieved_relevant_evidence,retrieved_claims
human_only,Q006,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q006,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q008,semantic,1,True,2,2,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,semantic,3,True,2,2,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,semantic,5,True,2,2,1.0,0.2,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,semantic,10,True,2,2,1.0,0.1,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,lexical,1,True,2,2,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,lexical,3,True,2,2,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,lexical,5,True,2,2,1.0,0.2,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,lexical,10,True,2,2,1.0,0.1,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,hybrid,1,True,2,2,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,hybrid,3,True,2,2,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,hybrid,5,True,2,2,1.0,0.2,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q008,hybrid,10,True,2,2,1.0,0.1,0.5,1.0,0.5,1.0,1.0,1.0,1,Q008-C01;Q008-C02
human_only,Q012,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q012,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q012,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,lexical,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,lexical,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q012,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q012,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q013,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,lexical,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,lexical,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q013,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,lexical,5,True,1,1,1.0,0.2,1.0,0.2,0.2,1.0,1.0,1.0,1,Q014-C02
human_only,Q014,lexical,10,True,1,1,1.0,0.1,1.0,0.2,0.2,1.0,1.0,1.0,1,Q014-C02
human_only,Q014,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q014,hybrid,3,True,1,1,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1,Q014-C02
human_only,Q014,hybrid,5,True,1,1,1.0,0.2,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1,Q014-C02
human_only,Q014,hybrid,10,True,1,1,1.0,0.1,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1,Q014-C02
human_only,Q015,semantic,1,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,semantic,3,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,semantic,5,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,semantic,10,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,lexical,1,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,lexical,3,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,lexical,5,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,lexical,10,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,hybrid,1,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,hybrid,3,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,hybrid,5,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q015,hybrid,10,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q016,semantic,1,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q016,semantic,3,True,2,3,1.0,0.3333333333333333,0.5,0.5,0.25,0.6666666666666666,1.0,1.0,1,Q016-C05;Q016-C06
human_only,Q016,semantic,5,True,2,3,1.0,0.2,0.5,0.5,0.25,0.6666666666666666,1.0,1.0,1,Q016-C05;Q016-C06
human_only,Q016,semantic,10,True,2,3,1.0,0.2,1.0,0.5,0.39285714285714285,1.0,1.0,1.0,2,Q016-C04;Q016-C05;Q016-C06
human_only,Q016,lexical,1,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q016,lexical,3,True,2,3,1.0,0.3333333333333333,0.5,0.5,0.25,0.3333333333333333,1.0,1.0,1,Q016-C04
human_only,Q016,lexical,5,True,2,3,1.0,0.2,0.5,0.5,0.25,0.3333333333333333,1.0,1.0,1,Q016-C04
human_only,Q016,lexical,10,True,2,3,1.0,0.1,0.5,0.5,0.25,0.3333333333333333,1.0,1.0,1,Q016-C04
human_only,Q016,hybrid,1,True,2,3,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,1,Q016-C04
human_only,Q016,hybrid,3,True,2,3,1.0,0.3333333333333333,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,1,Q016-C04
human_only,Q016,hybrid,5,True,2,3,1.0,0.2,0.5,1.0,0.5,0.3333333333333333,1.0,1.0,1,Q016-C04
human_only,Q016,hybrid,10,True,2,3,1.0,0.2,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,2,Q016-C04;Q016-C05;Q016-C06
human_only,Q018,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q018,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,lexical,5,True,1,1,1.0,0.2,1.0,0.2,0.2,1.0,1.0,1.0,1,Q018-C05
human_only,Q018,lexical,10,True,1,1,1.0,0.1,1.0,0.2,0.2,1.0,1.0,1.0,1,Q018-C05
human_only,Q018,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q018,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q019,semantic,1,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,semantic,3,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,semantic,5,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,semantic,10,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,lexical,1,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q019,lexical,3,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,lexical,5,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,lexical,10,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,hybrid,1,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q019,hybrid,3,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,hybrid,5,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q019,hybrid,10,True,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q020,semantic,1,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,semantic,3,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,semantic,5,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,semantic,10,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q020,lexical,1,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,lexical,3,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,lexical,5,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,lexical,10,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,hybrid,1,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,hybrid,3,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,hybrid,5,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q020,hybrid,10,True,6,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,lexical,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,lexical,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q023,semantic,1,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,semantic,3,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,semantic,5,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,semantic,10,True,1,3,1.0,0.1,1.0,0.1,0.1,1.0,1.0,1.0,1,Q023-C01;Q023-C02;Q023-C03
human_only,Q023,lexical,1,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,lexical,3,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q023,lexical,5,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q023,lexical,10,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q023,hybrid,1,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,hybrid,3,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,hybrid,5,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,hybrid,10,True,1,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q025,semantic,1,True,3,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q025,semantic,3,True,3,3,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,1.0,1.0,1,Q025-C08
human_only,Q025,semantic,5,True,3,3,1.0,0.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,1.0,1.0,1,Q025-C08
human_only,Q025,semantic,10,True,3,3,1.0,0.1,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.3333333333333333,1.0,1.0,1,Q025-C08
human_only,Q025,lexical,1,True,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q025,lexical,3,True,3,3,1.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,1,Q025-C06
human_only,Q025,lexical,5,True,3,3,1.0,0.2,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,1,Q025-C06
human_only,Q025,lexical,10,True,3,3,1.0,0.1,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,1.0,1.0,1,Q025-C06
human_only,Q025,hybrid,1,True,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q025,hybrid,3,True,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q025,hybrid,5,True,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q025,hybrid,10,True,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q028,semantic,1,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,semantic,3,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,semantic,5,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,semantic,10,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,lexical,1,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,lexical,3,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,lexical,5,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,lexical,10,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,hybrid,1,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q028,hybrid,3,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,hybrid,5,True,6,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,hybrid,10,True,6,4,1.0,0.1,0.16666666666666666,0.125,0.020833333333333332,0.25,1.0,1.0,1,Q028-C05
human_only,Q030,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q030,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q030,lexical,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q030,lexical,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q030,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q030,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q030,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q031,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q031,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q031,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,lexical,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,lexical,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q001,semantic,1,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,semantic,3,True,1,1,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,semantic,5,True,1,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,semantic,10,True,1,1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,lexical,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q001,lexical,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q001,lexical,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q001,lexical,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q001,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q001,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
expanded,Q001,hybrid,5,True,1,1,1.0,0.2,1.0,0.2,0.2,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,hybrid,10,True,1,1,1.0,0.1,1.0,0.2,0.2,1.0,1.0,1.0,1,Q001-C01
expanded,Q002,semantic,1,True,4,5,1.0,1.0,0.25,1.0,0.25,0.6,1.0,1.0,1,Q002-C03;Q002-C04;Q002-C05
expanded,Q002,semantic,3,True,4,5,1.0,0.3333333333333333,0.25,1.0,0.25,0.6,1.0,1.0,1,Q002-C03;Q002-C04;Q002-C05
expanded,Q002,semantic,5,True,4,5,1.0,0.2,0.25,1.0,0.25,0.6,1.0,1.0,1,Q002-C03;Q002-C04;Q002-C05
