gold_view,question_id,strategy,k,evaluable_evidence,num_gold_evidence,num_gold_claims,evidence_hit_at_k,evidence_precision_at_k,evidence_recall_at_k,mrr_at_k,ap_at_k,claim_coverage_at_k,document_hit_at_k,page_hit_at_k,retrieved_relevant_evidence,retrieved_claims
human_only,Q021,language_aware_hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,language_aware_hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q021,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q021,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q023,hybrid,1,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,hybrid,3,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,hybrid,5,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,hybrid,10,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q023,language_aware_hybrid,1,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,language_aware_hybrid,3,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,language_aware_hybrid,5,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q023,language_aware_hybrid,10,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q023,semantic,1,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,semantic,3,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,semantic,5,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q023,semantic,10,True,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,hybrid,1,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q025,hybrid,3,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,hybrid,5,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,hybrid,10,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,language_aware_hybrid,1,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q025,language_aware_hybrid,3,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,language_aware_hybrid,5,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,language_aware_hybrid,10,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,semantic,1,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q025,semantic,3,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,semantic,5,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q025,semantic,10,True,2,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,
human_only,Q028,hybrid,1,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,hybrid,3,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,hybrid,5,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,hybrid,10,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,language_aware_hybrid,1,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q028,language_aware_hybrid,3,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,language_aware_hybrid,5,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,language_aware_hybrid,10,True,5,4,1.0,0.1,0.2,0.1111111111111111,0.02222222222222222,0.25,1.0,1.0,1,Q028-C05
human_only,Q028,semantic,1,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,semantic,3,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,semantic,5,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q028,semantic,10,True,5,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q030,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q031,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,hybrid,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
human_only,Q031,semantic,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,semantic,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,semantic,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
human_only,Q031,semantic,10,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q001,hybrid,1,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,hybrid,3,True,1,1,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,hybrid,5,True,1,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,hybrid,10,True,1,1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,language_aware_hybrid,1,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,language_aware_hybrid,3,True,1,1,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,language_aware_hybrid,5,True,1,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,language_aware_hybrid,10,True,1,1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,semantic,1,True,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,semantic,3,True,1,1,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,semantic,5,True,1,1,1.0,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q001,semantic,10,True,1,1,1.0,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1,Q001-C01
expanded,Q002,hybrid,1,True,6,5,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,hybrid,3,True,6,5,1.0,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,hybrid,5,True,6,5,1.0,0.2,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,hybrid,10,True,6,5,1.0,0.1,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,language_aware_hybrid,1,True,6,5,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,language_aware_hybrid,3,True,6,5,1.0,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,language_aware_hybrid,5,True,6,5,1.0,0.2,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,language_aware_hybrid,10,True,6,5,1.0,0.1,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,semantic,1,True,6,5,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,semantic,3,True,6,5,1.0,0.3333333333333333,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,semantic,5,True,6,5,1.0,0.2,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q002,semantic,10,True,6,5,1.0,0.1,0.16666666666666666,1.0,0.16666666666666666,0.4,1.0,1.0,1,Q002-C04;Q002-C05
expanded,Q003,hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,hybrid,10,True,1,1,1.0,0.1,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,1,Q003-C01
expanded,Q003,language_aware_hybrid,1,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,language_aware_hybrid,3,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
expanded,Q003,language_aware_hybrid,5,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
