question_id,candidate_id,evidence_id,doc_id,chunk_id,page_num,source,lang,content,normalized_text_sha256,retrieved_by,best_rank_semantic,best_rank_lexical,best_rank_hybrid,best_rank_language_aware,found_manually,document_only,ingestion_gap,original_gold_candidate
Q009,Q009-P00063,Q009-E0025,prostata_es_seom_cancer-prostata_2025,p018_c00,18,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"El tratamiento básico que debe recibir cualquier paciente con cáncer de próstata avanzado desde el
momento del diagnóstico es el tratamiento hormonal con terapia de privación androgénica (TDA), ya que
como se ha comentado anteriormente, las células del cáncer de próstata dependen de la testosterona para
crecer y reproducirse. La supresión androgénica se ha utilizado desde hace décadas, consiguiendo con ello
retrasar la progresión y mejorar la supervivencia de los pacientes. Las principales formas de conseguir esta
privación de andrógenos son:
1. CIRUGÍA: La castración mediante orquiectomía bilateral, es decir, la extirpación de los testículos consigue
una disminución rápida y definitiva de testosterona. Sin embargo, en nuestro medio se ha sustituido por
la castración farmacológica y la cirugía sólo se plantearía en situaciones muy concretas (por ejemplo, la
compresión de la médula espinal producida por metástasis de cáncer de próstata en un paciente recién
diagnosticado o un síndrome de obstrucción urinaria severa).
2. FÁRMACOS: Los agentes más utilizados son los análogos de GnRH, que inhiben la producción de
andrógenos actuando sobre la hormona que regula su síntesis. Los más utilizados son Triptorelina
(Decapeptyl®) y Leuprorelina (Procrin®, Eligard®), aunque hay otros como Goserelina (Zoladex®) y
Buserelina (Suprefact®). Son medicamentos que se inyectan de forma subcutánea o intramuscular cada
3 o 6 meses y que deben mantenerse de forma continua durante toda la evolución de la enfermedad
(incluida la fase de resistencia a la castración).
En ocasiones, se asocia al tratam",271c5da7be25ea3489c2c883f2ca1f2d2c6259798f2467ca78b48723a4e7caec,lexical_question_snapshot,,11,,,false,false,false,false
Q009,Q009-P00015;Q009-P00064,Q009-E0026,prostata_es_seom_cancer-prostata_2025,p018_c02,18,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"l, cansancio, osteoporosis, aumento del riesgo cardiovascular… Estos efectos pueden
tener un impacto notable en la calidad de vida de los pacientes, por lo que se ha estudiado la posibilidad de
realizar un tratamiento intermitente que permita mejorar los efectos secundarios durante los periodos de
descanso. Sin embargo, a diferencia de lo que ocurre en la recidiva bioquímica, en la enfermedad avanzada
esta estrategia de tratamiento podría tener un impacto negativo en la supervivencia global y no está validada
con los nuevos tratamientos así que debería ofrecerse sólo a pacientes muy seleccionados de bajo riesgo
bien informados de los riesgos para primar la calidad de vida o dentro de un Ensayo Clínico.
Hasta hace unos años, el tratamiento con TDA exclusiva era el tratamiento estándar y el único recomendado
en los pacientes con cáncer de próstata avanzado. No obstante, los avances en tratamientos
complementarios a la TDA han supuesto que las combinaciones con quimioterapia y/o agentes hormonales",da0374755647b79854b78f822aea031b559af7c729cb54eb0fa593a76cae8246,document_question_search;lexical_question_snapshot,,12,,,true,false,false,false
Q009,Q009-P00023,Q009-E0027,prostata_es_seom_cancer-prostata_2025,p019_c00,19,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"de nueva generación sean el estándar para la mayoría de pacientes.
Durante el tratamiento de la enfermedad metastásica el seguimiento de los pacientes debe incluir
determinaciones de PSA (al menos cada 3-6 meses) y pruebas de imagen (TC y GGO) de forma periódica o en
función de los síntomas y la evolución del PSA para valorar la eficacia de los tratamientos. Por lo general, no
se recomienda cambiar de tratamiento sólo por el ascenso de PSA sin síntomas de nueva aparición ni
evidencia de progresión radiológica, aunque es importante siempre individualizar cada caso.
También será importante prestar atención al tratamiento de los síntomas, ya que no siempre es suficiente
con los tratamientos oncológicos para mejorarlos. En concreto, para el control del dolor, es frecuente que sea
necesario utilizar fármacos opioides derivados de la morfina. Aunque no están exentos de tener efectos
secundarios (sobre todo náuseas, estreñimiento o somnolencia), ocurren de forma rara siempre que los
maneje un médico experto.
Por todo ello, y aunque también es importante en el resto de etapas de la enfermedad, es imprescindible que
en el cáncer de próstata metastásico, el paciente sea valorado en un comité multidisciplinar liderado por un
oncólogo médico con experiencia en el tratamiento del cáncer de próstata, puesto que debe ser el principal
encargado de la toma de decisiones en esta fase de la enfermedad.
Tratamientos para el cáncer de próstata hormonosensible metastásico (CPHSm):Hay varios
tratamientos disponibles y la elección de uno sobre otro dependerá de varios factores: características del",01def348ce8b0b76a14ae9e7affcd109b33d6657c6bff8170c4ff807eaff0e43,existing_gold_db_chunk,,,,,false,false,false,true
Q009,Q009-P00011;Q009-P00012;Q009-P00016;Q009-P00024;Q009-P00026;Q009-P00038;Q009-P00039;Q009-P00054;Q009-P00068,Q009-E0028,prostata_es_seom_cancer-prostata_2025,p019_c01,19,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"medad.
Tratamientos para el cáncer de próstata hormonosensible metastásico (CPHSm):Hay varios
tratamientos disponibles y la elección de uno sobre otro dependerá de varios factores: características del
paciente, riesgo y volumen de la enfermedad, metástasis al diagnóstico o tras tratamiento local, perfil de
seguridad, perfil molecular y otros aspectos como la disponibilidad o el coste de cada fármaco.En esta
situación de enfermedad especialmente se están desarrollando nuevas estrategias de lo que
denominamos intensificación del tratamiento más allá del tratamiento hormonal exclusivo y son
numerosos los Ensayos clínicos que añaden nuevas moléculas al tratamiento estándar mediante
selección molecular por ello es muy importante que el paciente sea valorado por un oncólogo médico
para garantizar el acceso del paciente a la innovación terapéutica. Además la conveniencia de añadir o
no quimioterapia siempre debe ser valorada por un oncólogo médico.
1. QUIMIOTERAPIA: Docetaxel es el único tratamiento de quimioterapia que se utiliza asociado a la TDA en
el CPHSm. Se administra por vía intravenosa, normalmente cada 21 días hasta recibir un total de 6 ciclos
o sesiones.
El beneficio o ganancia en la supervivencia de añadir este tratamiento con respecto a recibir solo TDA se
estima entre 10 y 17 meses, favoreciendo sobre todo a los pacientes con enfermedad de alto volumen
(más de 4 metástasis óseas siendo al menos una de ellas fuera del eje de las vértebras y la pelvis o bien
metástasis viscerales, es decir, en hígado, pulmón…). El tratamiento con Docetaxel es intravenoso y tiene
la ve",80108b0c91007c763fdf3b464ef40421ba89151d5137a33b3675316e0c6f7e85,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,1,1,,,true,false,false,true
Q009,Q009-P00025,Q009-E0029,prostata_es_seom_cancer-prostata_2025,p019_c02,19,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"sis óseas siendo al menos una de ellas fuera del eje de las vértebras y la pelvis o bien
metástasis viscerales, es decir, en hígado, pulmón…). El tratamiento con Docetaxel es intravenoso y tiene
la ventaja de que se completa en 18 semanas (6 ciclos) pero también puede conllevar una mayor tasa de
efectos adversos. Aunque la mayoría son leves y manejables, como el cansancio, la diarrea, edemas o
hinchazón de piernas, la alopecia (caída de pelo) y las alteraciones de las uñas; existe riesgo de otros más
graves como la neutropenia (bajada de defensas) que implica mayor riesgo a desarrollar fiebre e
infecciones severas. Es por ello muy importante que los pacientes que reciben quimioterapia consulten
con su oncólogo o acudan a Urgencias precozmente en caso de presentar fiebre durante el tratamiento.",06986ae9d5cfae91ee9f1f2c0e76fd73650b351226e45b94e08e286c673bbb25,existing_gold_db_chunk,,,,,false,false,false,true
Q009,Q009-P00004;Q009-P00019;Q009-P00027,Q009-E0030,prostata_es_seom_cancer-prostata_2025,p020_c00,20,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Aunque hasta ahora los pacientes recibían la quimioterapia en combinación con la TDA, dos estudios
recientes han demostrado que la adición de un tercer fármaco ha mejorado los resultados frente a la
quimioterapia y la TDA solas (aproximadamente un 25-30%). Estos fármacos son inhibidores de la vía del
receptor de andrógenos, concretamente Abiraterona y Darolutamida, que se administran por vía oral
mientras dura el tratamiento de quimioterapia y se mantienen después hasta la progresión de la
enfermedad o la acumulación de efectos secundarios considerados inaceptables, si bien suelen tolerarse
muy bien y no haber motivo para suspenderlo. En los últimos años, esta opción de tratamiento conocida
como triplete está pasando a ser el estándar de tratamiento en aquellos pacientes que se consideran
candidatos a quimioterapia, en especial pacientes con diagnóstico de metástasis al inicio y cuando la
enfermedad presenta datos de mal pronóstico.
2. INHIBIDORES DE LA VÍA DEL RECEPTOR DE ANDRÓGENOS: Como se ha comentado, la quimioterapia
con Docetaxel beneficia sobre todo a pacientes con enfermedad de alto riesgo sin embargo no todos los
pacientes pueden recibir este tratamiento debido a la concurrencia de otros problemas médicos o
cuando la edad es muy avanzada. Actualmente disponemos de tres agentes hormonales de nueva
generación para añadir a la TDA que se consideran el estándar de tratamiento en los pacientes de alto
riesgo no candidatos a quimioterapia o para pacientes con enfermedad de mejor pronóstico.
A diferencia de la quimioterapia que se administra por la vena y tiene una durac",2862cb9b1e11f1f31ebf6a79895b1a2c50c81be8fb64d6c84aba0c5597949cc7,document_claim_search;document_question_search;gold_document_verification,,,,,true,false,false,true
Q009,Q009-P00047;Q009-P00065,Q009-E0031,prostata_es_seom_cancer-prostata_2025,p020_c01,20,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"ento en los pacientes de alto
riesgo no candidatos a quimioterapia o para pacientes con enfermedad de mejor pronóstico.
A diferencia de la quimioterapia que se administra por la vena y tiene una duración de algo más de 4
meses, todos estos fármacos son de administración oral pero se deben mantener de forma indefinida
hasta que la enfermedad progrese o aparezcan efectos adversos que requieran la suspensión del
fármaco, siendo esencial el seguimiento estrecho de los pacientes para detectar pronto si la enfermedad
responde o por el contrario progresa y hay que cambiar de tratamiento. Además, es importante reseñar
que estos fármacos pueden tener interacciones con otros medicamentos de uso habitual, por lo que
antes de iniciar el tratamiento debe comprobarse el resto de tratamientos que toma el paciente y
actualizarlo siempre que se modifique alguno de ellos.
Los tres fármacos hormonales de nueva generación disponibles son:
1. Abirateronaes un fármaco que impide que las células tumorales, así como las glándulas suprarrenales y
los testículos generen andrógenos. Se administra por vía oral en una dosis diaria de 1000 mg (2
comprimidos a la misma hora del día) siempre asociado a un corticoide a dosis bajas (Prednisona 5 mg al
día en CPHSm). Es importante que los comprimidos de abiraterona se tomen en ayunas (1 hora antes o 2
horas después de comer). La adición de este fármaco a la TDA ha demostrado también un beneficio en
supervivencia de unos 17 meses en pacientes de alto riesgo (al menos dos de estos factores: Gleason 8 o
superior, al menos 3 metástasis óseas y metástasis viscera",a371a3ed28e11a9a05e93e3dc3d0c66a7025ce04b99002c2673a2119c9448d7e,lexical_claim_snapshot;lexical_question_snapshot,,5,,,false,false,false,false
Q009,Q009-P00020,Q009-E0032,prostata_es_seom_cancer-prostata_2025,p021_c00,21,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"de 240 mg sin corticoide. Al igual que los otros fármacos, Apalutamida en combinación con TDA ha
demostrado aumentar la supervivencia con respecto a la TDA exclusiva. El principal efecto adverso de
Apalutamida es la aparición de un rash o exantema en la piel además de leve cansancio.
1. RADIOTERAPIA: El papel de la radioterapia en la enfermedad avanzada está todavía por determinar, por
lo que es muy importante hacer una buena valoración global del paciente en el seno de un equipo
multidisciplinar (urólogo, oncólogo médico y oncólogo radioterápico) antes de indicar este tratamiento y
diferir el inicio del tratamiento sistémico, ya que éste tiene una eficacia claramente demostrada. Existen
dos opciones de tratamiento:
1. La radioterapia del tumor primario en combinación con la TDA parece mejorar la supervivencia en
pacientes seleccionados con enfermedad metastásica de bajo volumen u oligometastásica (cuatro o
menos lesiones óseas, todas en las vértebras o la pelvis, y sin metástasis viscerales). Sin embargo, el
impacto de la radioterapia en combinación con las nuevas estrategias terapéuticas de intensificación
que incluyen la quimioterapia, a día de hoy no está demostrado.
2. La radioterapia dirigida a las metástasis en forma de SBRT parece ser de utilidad, al menos en
ralentizar la progresión y posiblemente el inicio del tratamiento sistémico, en pacientes con un
número bajo de metástasis (oligometastásicos) que varía entre 4 y 5 en función de los estudios. No
obstante, no disponemos de información de calidad sobre su verdadero impacto en la supervivencia
de los pacientes y",d57135e9f77a1b85b028df41867c6d74ff134b10f7489e3a8afe80706746d791,document_question_search,,,,,true,false,false,false
Q009,Q009-P00017;Q009-P00041;Q009-P00066,Q009-E0033,prostata_es_seom_cancer-prostata_2025,p023_c00,23,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"diferenciación neuroendocrina tras una exposición hormonal previa, en estos casos se suele
recomendar tratamiento combinado con un platino.
2. INHIBIDORES DE LA VÍA DEL RECEPTOR DE ANDRÓGENOS: Los pacientes con CPRCm que no han
recibido previamente estos fármacos en la enfermedad hormonosensible (porque han recibido
quimioterapia o TDA exclusiva) pueden ser candidatos a este tipo de tratamiento. Sin embargo, la
utilización secuencial de agentes hormonales (Abiraterona → Enzalutamida y viceversa) ha demostrado
poca eficacia y debe reservarse para casos seleccionados de lenta evolución o que no sean candidatos a
quimioterapia. En este contexto, hay dos agentes hormonales disponibles y la elección de uno u otro
dependerá fundamentalmente de su perfil de toxicidad y coste:
1. Abiraterona en combinación con Prednisona (5 mg cada 12 horas) ha demostrado mejorar la
supervivencia tanto en pacientes con CPRCm tratados con quimioterapia como en aquellos que no
la han recibido. Tal y como se ha explicado en el CPHSm, Abiraterona es un fármaco oral que inhibe
la síntesis de andrógenos y cuyos principales efectos secundarios son la hipertensión arterial,
edemas de piernas y el descenso de los niveles de potasio en sangre.
2. Enzalutamida es el único antiandrógeno de nueva generación que ha demostrado beneficio en
supervivencia en CPRCm, al igual que Abiraterona, tanto en pacientes previamente tratados con
Docetaxel como en pacientes que no han recibido quimioterapia. Se administra por vía oral sin
necesidad de corticoides y sus efectos secundarios más frecuentes son el cansancio, la hip",3cead7a3adfd36ee040bdb35f6636e521785eb02798f745d23febb92b4923162,document_question_search;lexical_claim_snapshot;lexical_question_snapshot,,2,,,true,false,false,false
Q009,Q009-P00067,Q009-E0034,prostata_es_seom_cancer-prostata_2025,p024_c00,24,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"2. LUTECIO-177 PSMA-617 (177-Lu PSMA) es un nuevo radiofármaco emisor de partículas beta sobre
las células que expresan PSMA que ha demostrado ser eficaz en pacientes pretratados con CPRCm
tras progresión a quimioterapia y nuevos agentes hormonales. Para seleccionar los pacientes
candidatos al tratamiento se necesita confirmar previamente con un PET-TC que las lesiones
metastásicas expresan PSMA. Tras ello, se administra el fármaco por vía intravenosa en ciclos de 6
semanas en el Servicio de Medicina Nuclear bajo la indicación, monitorización y supervisión de un
oncólogo médico. La ventaja de este tipo de tratamiento es su perfil de toxicidad, ya que como
principal efecto secundario produce sequedad de boca y en menor medida alteraciones en la
función renal, anemia y bajada de plaquetas o defensas. A pesar de que a día de hoy no está
financiado por nuestro Sistema Nacional de salud, es posible acceder a él a través de protocolos de
Ensayo Clínico. Además, se ha demostrado también que retrasa la progresión en fases más precoces
de la enfermedad (CPHSm) en combinación con otros agentes.
3. Otros radioisótopos emisores beta como: el Estroncio-89 o el Samario-153 podían utilizarse de
forma paliativa para mejorar el dolor sin mejorar la supervivencia por lo que quedan actualmente en
desuso.
2. TRATAMIENTO DIRIGIDO: Las nuevas líneas de investigación en oncología apuntan al desarrollo de
fármacos específicos para un perfil biológico o molecular de enfermedad con la idea de ofrecer una
medicina de precisión. En cáncer de próstata, la principal línea de tratamiento dirigido es la d",4fb1b450a8af629e0c609fa56a84c54b7abdc43f98207bb4c9063e9d9bc76b58,lexical_question_snapshot,,15,,,false,false,false,false
Q009,Q009-P00021;Q009-P00070,Q009-E0035,prostata_es_seom_cancer-prostata_2025,p024_c01,24,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"o de
fármacos específicos para un perfil biológico o molecular de enfermedad con la idea de ofrecer una
medicina de precisión. En cáncer de próstata, la principal línea de tratamiento dirigido es la de los
fármacos inhibidores de la enzima PARP (iPARP), medicamentos que actúan bloqueando la reparación
de los errores que ocurren cuando el ADN se duplica, induciendo así la muerte de las células. Conocidos
por su efectividad en el cáncer de ovario y mama, actualmente disponemos de estudios que demuestran
que también son efectivos en el cáncer de próstata de pacientes con déficit en la vía de reparación del
DNA de la recombinación homóloga (HRD). Esta alteración está presente aproximadamente en un 1020% de pacientes con cáncer de próstata metastásico y ocurre por mutaciones en diferentes genes entre
los que destacan BRCA2 y en menor medida BRCA1, ATM, CHEK2 o PALB2. Varios estudios han
demostrado el beneficio de fármacos de esta familia (Olaparib, Rucaparib, Niraparib, Talazoparib) en
pacientes con CPRCm que presentan mutaciones en la vía HRD tras progresión a agentes hormonales de
nueva generación y/o quimioterapia. Si bien hasta el año 2025 no disponíamos de fármacos en nuestro
medio para este perfil de pacientes, recientemente se ha aprobado las combinaciones de
Enzalutamida/Talazoparib así como de Abiraterona/Niraparib (en combinación con Prednisona) en
pacientes con CPRCm en los que la quimioterapia no se considere indicada y se haya detectado una
mutación en BRCA1/2. Ambas combinaciones son de administración oral y presentan un perfil de efectos
secundarios similares a la",ed49b2d70a9f7ad489656bce6773df6295b0d2fee8305cfc50738e7db02177a5,document_question_search;semantic_search_persisted,3,,,,true,false,false,false
Q009,Q009-P00051,Q009-E0036,prostata_es_seom_cancer-prostata_2025,p025_c00,25,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"1. Los bisfosfonatos son un grupo de medicamentos que modifican la estructura de los huesos. Por
un lado, ayudan a fortalecer los huesos para prevenir la osteoporosis que produce la
hormonoterapia y, por otro lado, previenen las complicaciones y mejoran el control del dolor que
producen las metástasis óseas. El más usado es el ácido zoledrónico o zoledronato, que se
administra por vía intravenosa normalmente cada 1-3 meses durante un máximo de 2 años. Hay
otros fármacos de esta familia que se pueden administrar por vía oral, como el ibandronato o el
alendronato. Los efectos secundarios más frecuentes son las reacciones pseudogripales y el
empeoramiento transitorio del dolor óseo a las 24 horas de  la infusión. Otros efectos infrecuentes
pero relevantes son el deterioro de la función renal, la bajada de los niveles de calcio en sangre y la
osteonecrosis mandibular. Este último efecto produce la muerte de parte del hueso de la
mandíbula, con el consiguiente riesgo de pérdida de piezas dentales, infecciones o heridas que no
cicatrizan. Suele ocurrir tras una manipulación dental, por lo que se recomienda evitarlas mientras
el paciente esté recibiendo estos fármacos. No existe tratamiento eficaz más allá de suspender el
medicamento y aliviar los síntomas. Antes de iniciar este tratamiento se recomienda al paciente que
acuda al dentista para una revisión dental.
2. Denosumab es un anticuerpo dirigido frente a una proteína específica de las células que forman
parte de la estructura del hueso y que tiene un papel clave en la progresión de las metástasis. Su
uso ha demostrado ser be",c25f188e368217cedd82eb836b75aa6a874d301dfe2abb443c6d420a7019224e,lexical_claim_snapshot,,7,,,false,false,false,false
Q009,Q009-P00022,Q009-E0037,prostata_es_seom_cancer-prostata_2025,p025_c01,25,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"ticuerpo dirigido frente a una proteína específica de las células que forman
parte de la estructura del hueso y que tiene un papel clave en la progresión de las metástasis. Su
uso ha demostrado ser beneficioso en la prevención de la osteoporosis y de las complicaciones de
las metástasis óseas que hemos comentado (de hecho, comparado con zoledronato, denosumab
obtuvo mejores resultados en la prevención de eventos óseos en CPRCm). Se administra por vía
subcutánea cada 4 semanas también durante un máximo de 2 años. A diferencia de los
bisfosfonatos, no precisa ajuste de dosis en pacientes con insuficiencia renal. Sin embargo, su coste
es mayor.
3. Por último, la radioterapia puede plantearse en algunos pacientes como tratamiento paliativo para
el control del dolor refractario, en fracturas que requieran cirugía o en situaciones de compresión de
la médula espinal.
4. INMUNOTERAPIA: Los fármacos de inmunoterapia son agentes antitumorales que buscan destruir las
células tumorales no por un efecto tóxico directo (como la quimioterapia), si no a través de la activación
del sistema inmune del propio paciente. Aunque en muchos tumores el uso de estos fármacos ha
supuesto una revolución, en cáncer de próstata de momento no se han conseguido tan buenos
resultados. Los únicos fármacos aprobados son:
1. Pembrolizumab es un fármaco de inmunoterapia dirigido contra los denominados puntos de
control del sistema inmune, impidiendo que las células tumorales se escapen de los mecanismos de
defensa que tiene el organismo para destruir agentes extraños. Aunque no está aprobado
específicamente pa",786c1527603bbf94d033baafbb3b6d79e924b8eeb916d1e121fb9ddbbe314a2a,document_question_search,,,,,true,false,false,false
Q009,Q009-P00005,Q009-E0038,general_es_pfizer_manual-pacientes_2007,,36,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"RADIOTERAPIA Es un tratamiento que utiliza radiaciones para des- truir células tumorales locali- zadas en una zona concreta. Se administra en sesiones breves pero diarias (5 días a la semana), como tratamien- to único o asociado a otros tratamientos (quimioterapia o cirugía).",218657037c1b91261a99a5cf4cddf50fdbb2e6b87e91312181b618c0fa68d359,document_claim_search,,,,,true,true,true,false
Q009,Q009-P00031;Q009-P00036,Q009-E0039,mama_es_esmo_guia-para-pacientes_v1.pdf,,68,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hybrid_search_persisted;language_aware_hybrid_search_persisted,,,4,4,false,false,false,false
Q009,Q009-P00028;Q009-P00033,Q009-E0040,prostata_es_SEOM_cancer-prostata_2025.pdf,,19,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hybrid_search_persisted;language_aware_hybrid_search_persisted,,,1,1,false,false,false,false
Q009,Q009-P00030;Q009-P00035,Q009-E0041,prostata_es_SEOM_cancer-prostata_2025.pdf,,24,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hybrid_search_persisted;language_aware_hybrid_search_persisted,,,3,3,false,false,false,false
Q009,Q009-P00029;Q009-P00034,Q009-E0042,prostata_es_esmo_guia-para-pacientes_2022.pdf,,28,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hybrid_search_persisted;language_aware_hybrid_search_persisted,,,2,2,false,false,false,false
Q009,Q009-P00032;Q009-P00037,Q009-E0043,prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,,64,,,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,hybrid_search_persisted;language_aware_hybrid_search_persisted,,,5,5,false,false,false,false
Q009,Q009-P00002,Q009-E0044,prostata_es_seom_cancer-prostata_2025,,23,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Enzalutamida es el único antiandrógeno de nueva generación que ha demostrado beneficio en supervivencia en CPRCm, al igual que Abiraterona, tanto en pacientes previamente tratados con Docetaxel como en pacientes que no han recibido quimioterapia. Se administra por vía oral sin necesidad de corticoides y sus efectos secundarios más frecuentes son el cansancio, la hipertensión arterial y los efectos neurológicos (principalmente cognitivos, aunque también asociado a otros efectos más infrecuentes como convulsiones). Aunque antiguamente se utilizaban otras estrategias alternativas de manipulación hormonal (suspensión del antiandrógeno, adición de esteroides, tratamiento con estrógenos o ketocona",d8a3abadf98f28e89a427ceb7426bcb6b5c1cce8ae7c72f19cef4fb734c50b79,document_claim_search,,,,,true,true,true,false
Q010,Q010-P00106,Q010-E0001,general_es_gepac_guia-toxicidad-quimioterapia_v1,p015_c00,,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"4. Vitamina E: 200-400 mg/día. Existen estudios que sugieren cierta mejoría
sintomática.
5. Analgésicos orales, siendo en ocasiones necesario el empleo de mórfi cos.
6. En pacientes con candidiasis oral, enjuagues con nistatina tópica o antifungicos orales. No utilizar bicarbonato ni clorhexidina por interaccionar con
los antifúngicos.
Consejos para los pacientes
1. Higiene bucal adecuada: Utilización de cepillo suave y realizar enjuagues
orales con colutorios (solución salina 0.9%, bicarbonato sódico, evitar colutorios con alcohol).
2. Previo al inicio del primer ciclo de quimioterapia se debería realizar una
revisión de la cavidad oral y de las piezas dentales, para detectar posibles
alteraciones y disminuir sus complicaciones durante el tratamiento.
3. Hidratación de los labios (aceite de oliva, cremas labiales). En caso de sangrado, utilizar bastoncillos de algodón.
4. Evitar alimentos ácidos, fritos, amargos, picantes, muy salados o muy condimentados. Evitar los alimentos calientes.
5. Evitar verduras crudas, frutas verdes, bebidas gaseosas.
6. Tomar preferentemente alimentos blandos o triturados.
7. Si el paciente tiene una ingesta escasa, valorar añadir alimentos proteicos
(queso, clara de huevo, pollo) grasos (mantequilla, aceite, nata) e hidratos de
carbono (miel, zumos).
8. Los suplementos de glutamina parece disminuir la mucositis secundaria a
radioterapia.
9. La crioterapia podría ser benefi ciosa: masticar hielo unos minutos antes de
la quimioterapia.
10. Comentar con su Oncólogo en caso de dolor intenso que impida la ingesta.",e2fd5d0432984a7c635b8b8c6d8ff65f36a8289a2e4b5977d0dd5e2240831546,semantic_search_persisted,3,,,,false,false,false,false
Q010,Q010-P00107,Q010-E0002,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"ociada a infecciones: normalmente en relación con la bajada de
neutrófi los (neutropenia) secundaria a la quimioterapia. Requiere tratamiento
antibiótico (se describirá más adelante en el apartado ""neutropenia"").",8b1f04f6f2292a56a2e2af78223a5a29e69048a564fcbe89cf89e8639514f2de,semantic_search_persisted,4,,,,false,false,false,false
Q010,Q010-P00019,Q010-E0003,mama_es_esmo_guia-para-pacientes_v1,p024_c01,24,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"CA.
•
Los inhibidores del factor de crecimiento endotelial vascular (VEGF, por sus siglas en inglés), como
el bevacizumab, impiden que los tumores estimulen el crecimiento de los vasos sanguíneos dentro del
tumor, privándolos así del oxígeno y los nutrientes que necesitan para seguir creciendo.
Otros tratamientos
Los/as pacientes con metástasis óseas deben ser tratados con medicamentos modificadores de los huesos
como bisfosfonatos o denosumab, en combinación con suplementos de calcio y vitamina D. Estos agentes
fortalecen los huesos, reduciendo el dolor óseo y el riesgo de fracturas. Los bisfosfonatos también se utilizan
en el tratamiento postoperatorio del cáncer de mama en estadio temprano, ya que pueden reducir el riesgo
de recidiva.",7eae6e5d56433eb96a9ee7cc2ecaa639cfb958fc7eee812fa58a6ee2e466bba2,document_claim_search,,,,,true,false,false,false
