question_id,candidate_id,doc_id,chunk_id,page_num,source,lang,content,retrieval_method,retrieval_rank,retrieval_score,score_type,query_language,detected_language,ts_config,rrf_k,found_in_docs,document_only,original_gold_candidate,claim_id,query_type,ingestion_gap,provenance_detail
Q001,Q001-P00011,general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,,9,,,,hybrid_search_persisted,1,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00012,prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,,14,,,,hybrid_search_persisted,2,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00013,general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,,4,,,,hybrid_search_persisted,3,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00014,mama_es_HUReinaSofia_protocolo-cancer-mama_2021.pdf,,34,,,,hybrid_search_persisted,4,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00015,prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,,177,,,,hybrid_search_persisted,5,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00016,general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,,9,,,,language_aware_hybrid_search_persisted,1,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00017,prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,,14,,,,language_aware_hybrid_search_persisted,2,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00018,general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,,4,,,,language_aware_hybrid_search_persisted,3,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00019,mama_es_HUReinaSofia_protocolo-cancer-mama_2021.pdf,,34,,,,language_aware_hybrid_search_persisted,4,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00020,prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,,177,,,,language_aware_hybrid_search_persisted,5,,rank_only,,,,60,false,false,false,,question,false,Existing output omitted chunk_id/content/raw branch scores
Q001,Q001-P00021,general_es_gepac_guia-toxicidad-quimioterapia_v1,p009_c00,9,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"1. ASTENIA
Astenia es el término médico para denominar al cansancio (falta de energía) ya
sea físico o emocional. Al tratarse de un efecto secundario subjetivo, es muy
importante que el paciente informe de su presencia. El paciente puede experimentar incapacidad para realizar su actividad física habitual, difi cultad para
concentrarse, cansancio que no disminuye pese al descanso…
Tratamiento de la astenia
La utilización de fármacos para tratar la astenia es controvertido. Entre los fármacos que han demostrado utilidad son:
• Corticoides: Producen una mejoría rápida de la astenia. Pueden producir
además sensación de euforia y aumento de apetito. Sin embargo, no se recomienda su utilización de forma prolongada por los posibles efectos secundarios a largo plazo como son osteoporosis, atrofi a muscular, síndrome de
Cushing, diabetes corticoidea, infecciones…
• Progestágenos: Acetato de megestrol.
Mejora el apetito, disminuyendo la sensación de astenia y aumentado el
peso. El efecto de este fármaco tarda varios días en aparecer. Tiene un riesgo
aumentado de aparición de fenómenos tromboembólicos.
• Psicoestimulantes: Proporcionan sensación de bienestar. Son útiles para contrarrestar los efectos secundarios de los opiáceos. De escasa utilidad en la
práctica clínica por sus efectos secundarios: alteraciones emocionales, insomnio, alucinaciones.
• Tratamientos complementarios:
Existen estudios que han sugerido cierto benefi cio de los tratamientos con
Ginseng.
Consejos sobre hábitos de vida para disminuir la astenia
1. Hacer una lista de las actividades que desea realizar, establec",lexical_claim_snapshot,1,1.0,unique_claim_token_coverage,,,,,false,false,false,Q001-C01,claim,false,Second-pass offline scan of read-only rag_chunks snapshot
Q001,Q001-P00022,mama_es_novartis_guia-pacientes-CM_2025,p063_c00,63,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_novartis_guia-pacientes-CM_2025.pdf,es,"Nutrición 125
2.13 Astenia
Es un estado de cansancio, debilidad y agotamiento general, físico y
psíquico, que se caracteriza por la falta de energía vital necesaria para
la realización de las actividades diarias más habituales. Es uno de los
síntomas más frecuentes cuando las pacientes están en tratamiento de
quimio o radioterapia. Hay evidencias de que el deterioro de la calidad
de vida secundaria a la anemia induce astenia, en general, por la enfermedad y los tratamientos.
Consume alimentos de poco volumen, pero de gran
valor nutritivo.
Come poco y a menudo.
Realiza un desayuno importante, ya que por la mañana es cuando más fuerzas se tiene para comer.
Haz descansos durante el día, no esperes a cansarte
para descansar.
Ante episodios de angustia o ansiedad evita los atracones de comida que conducen o facilitan el sobrepeso.
Podemos tratar precozmente la malnutrición y la
carencia de nutrientes con la dieta adecuada y con
alto contenido en hierro y vitamina B12, y todas las
medidas anteriormente citadas.
Consulta con tu médico si tienes fatiga persistente. Puede que tengas
anemia y tu especialista decida un tratamiento farmacológico.",lexical_claim_snapshot,2,0.6,unique_claim_token_coverage,,,,,false,false,false,Q001-C01,claim,false,Second-pass offline scan of read-only rag_chunks snapshot
Q001,Q001-P00023,general_es_pfizer_manual-pacientes_2007,p072_c00,72,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"tos (quimioterapia, radioterapia), la inactividad, las alteraciones del sueño,
factores psicológicos, nutrición, etc.
Sus manifestaciones pueden ser de naturaleza física, mental o emocional y los pacientes suelen describirla como una sensación de cansancio,
pesadez, debilidad, agotamiento, falta de energía, dificultad para realizar
las tareas diarias, etc.
A pesar de ser un síntoma frecuente para el que existe tratamiento,
muchos pacientes no lo comunican a su médico por creer que es normal
experimentarlo durante el curso de la enfermedad. Nada más lejos de la
realidad: el convivir con la fatiga le va a impedir el poder llevar una vida
normal, dificultando las actividades diarias, el mantener relaciones sociales
y además puede incluso interferir en el proceso normal del tratamiento
médico. En definitiva, le va a afectar su calidad de vida.
Además de los tratamientos farmacológicos, las dietas y los ejercicios,
ciertos cambios en el estilo de vida le ayudarán a aliviar la fatiga.
EFECTOS PSICOLÓGICOS DE LA FATIGA
Si tiene fatiga es muy posible que su autoestima se resienta al verse
impotente para realizar las tareas que antes hacía. Del mismo modo,
puede tener dificultad para concentrarse o para sentir interés por lo que
le rodea.
El tratamiento de la fatiga reducirá el riesgo de que aparezca una depresión. Aunque la ansiedad y depresión son trastornos psicológicos que habitualmente se acompañan de fatiga, es importante saber, sin embargo, que
fatiga no es sinónimo de depresión: una persona puede estar fatigada y no
deprimida.
La inactividad y los trastornos de sueño, tambié",lexical_claim_snapshot,3,0.5,unique_claim_token_coverage,,,,,false,false,false,Q001-C01,claim,false,Second-pass offline scan of read-only rag_chunks snapshot
Q001,Q001-P00024,prostata_es_esmo_guia-para-pacientes_2022,p057_c01,57,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"destruir el tejido
anormal
CUIDADOS PALIATIVOS
Cuidado de los pacientes con enfermedad avanzada y
progresiva. Se centra en proporcionar alivio del dolor,
de los síntomas y del estrés físico y emocional, sin
tratar la causa de la afección
CURATIVO
Tratamiento que pretende curar el cáncer
DAROLUTAMIDA
Medicamento antiandrógeno que impide que la
testosterona llegue a las células cancerosas
DEGARELIX
Antagonista de la hormona liberadora de
gonadotrofina que bloquea la producción de
testosterona en los testículos
DENOSUMAB
Medicamento que ayuda a tratar la osteoporosis y a
evitar las fracturas y otros problemas óseos causados
por las metástasis óseas
DISECCIÓN DE GANGLIOS PÉLVICOS
Procedimiento para extirpar ganglios linfáticos
pélvicos para ver si contienen células cancerosas
DISGEUSIA
Cambio en el sentido del gusto
DISNEA
Falta de aliento
DISPEPSIA
Término médico para la indigestión
DOCETAXEL
Tipo de quimioterapia que se administra a través de
una perfusión en una vena del brazo o en el pecho
ECOGRAFÍA
Tipo de exploración médica en el que las ondas
sonoras se
convierten en imágenes por medio de un ordenador
EDEMA
Acumulación de líquido en el cuerpo que hace que los
tejidos afectados se hinchen
ENSAYO CLÍNICO
Estudio que compara los efectos de un tratamiento
con otro
ENZALUTAMIDA
Medicamento antiandrógeno que impide que la
testosterona llegue a las células cancerosas",lexical_claim_snapshot,4,0.5,unique_claim_token_coverage,,,,,false,false,false,Q001-C01,claim,false,Second-pass offline scan of read-only rag_chunks snapshot
Q001,Q001-P00025,prostata_es_gepac_guia-cancer-de-prostata_2020,p153_c00,153,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"CÁNCER DE PRÓSTATA AVANZADO/ CAMBIOS EN EL ESTILO DE VIDA DESPÚES DEL CÁNCER
Si sientes demasiado cansancio necesitarás compaginar la
actividad con el descanso. En ocasiones, a algunas personas
les resulta realmente difícil el permitirse tomar descansos cuando
estaban acostumbradas a trabajar todo el día. Sin embargo, éste
no es el momento de ser muy exigente con uno mismo. Estate
atento a lo que tu cuerpo desea y descansa cuando sea necesario.
Puedes pedir más información en GEPAC, tenemos profesionales
que pueden orientarte sobre los ejercicios más convenientes en
la rehabilitación del cáncer de próstata.
Ten en cuenta que el ejercicio puede mejorar tu salud física y emocional:
· Mejora la función cardiovascular (corazón y circulación).
· Junto con una buena alimentación, ayuda a conseguir y a
mantener un peso saludable.
· Recupera y mantiene la masa muscular y puede fortalecer
los músculos.
· Reduce la sensación de fatiga y ayuda a tener más energía.
· Ayuda a disminuir la ansiedad y la depresión.
· Te puede hacer sentir más feliz.
· Mejora la autoestima y la percepción de la imagen corporal.
Practicar ejercicio físico a largo plazo puede desempeñar un
papel importante en la reducción del riesgo de padecer algunos",lexical_claim_snapshot,5,0.5,unique_claim_token_coverage,,,,,false,false,false,Q001-C01,claim,false,Second-pass offline scan of read-only rag_chunks snapshot
Q001,Q001-P00026,mama_es_esmo_guia-para-pacientes_v1,p068_c01,68,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"tito
ANTICONCEPTIVO
Intervención para prevenir el embarazo, por ejemplo,
píldoras anticonceptivas
ANTRACICLINA
Tipo de quimioterapia que incluye epirrubicina y
doxorrubicina
ARTRALGIA
Dolor en las articulaciones
ASTENIA
Sensación anormal de debilidad o falta de energía
BEVACIZUMAB
Medicamento de terapia dirigida que se usa para tratar
algunos tipos de cáncer, incluido el cáncer de mama
avanzado. Es un anticuerpo monoclonal que se dirige
al VEGF (factor de crecimiento endotelial vascular) y
evita que las células cancerosas desarrollen su propio
suministro de sangre, contribuyendo así a frenar el
crecimiento del tumor
BIOMARCADORES
Moléculas biológicas que se encuentran en los tejidos,
la sangre u otros fluidos corporales que son un signo
de una afección o enfermedad, o que describen el
comportamiento de la enfermedad
BIOPSIA
Procedimiento médico en el que se toma una pequeña
muestra de células o tejidos para examinarlos bajo un
microscopio
BISFOSFONATOS
Medicamentos que ayudan a prevenir o desacelerar la
osteoporosis y previenen la fractura de huesos y otros
problemas óseos causados por metástasis óseas;
también se usan en el tratamiento adyuvante
BRCA1
Gen que cuando ha mutado (no funciona correctamente),
se asocia con un riesgo muy alto de cáncer de mama y
de ovario
BRCA2
Gen que cuando ha mutado (no funciona correctamente),
se asocia con un riesgo muy alto de cáncer de mama y
de ovario
BRONCOESPASMO
Estiramiento de los músculos que recubren las vías
respiratorias en los pulmones
CÁNCER DE MAMA INVASIVO
Cáncer que se ha diseminado fuera de los conductos
o lóbulos
CÁNCER DE",lexical_claim_snapshot,6,0.4,unique_claim_token_coverage,,,,,false,false,false,Q001-C01,claim,false,Second-pass offline scan of read-only rag_chunks snapshot
