question_id,evidence_id,chunk_id,doc_id,page_num,source,lang,evidence_text,relevance_grade,covered_claim_ids,confidence,evidence_origin,retrieved_by,content_sha256,status,notes
Q005,Q005-E0012,p033_c00,general_es_pfizer_manual-pacientes_2007,33,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,Suele durar entre 2 y 6 horas.,3,Q005-C01,high,database_chunk,document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,80d412cd78a8739e8540c5d8f7935c04f04b469b8e5c31a455fcd43665d51fe7,provisional_machine_judgment,
Q005,Q005-E0013,p033_c01,general_es_pfizer_manual-pacientes_2007,33,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,Suele durar entre 2 y 6 horas.,3,Q005-C01,high,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,86f9a983ed42c4f328c9bc7281c31925e33d6a92042f87a46cce19fdffa859e2,provisional_machine_judgment,
Q005,Q005-E0027,,general_es_pfizer_manual-pacientes_2007,33,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,Suele durar entre 2 y 6 horas.,3,Q005-C01,high,document_only,document_question_search,8edb4de962e8dbe23a108389bcbae2877739a922ca5d68c337cb3404661c4ee7,provisional_machine_judgment,document_only_evidence
Q006,Q006-E0010,p042_c00,general_es_gepac_guia-toxicidad-quimioterapia_v1,42,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,Toxicidad por quimioterapia NEUTROPENIA La neutropenia es el descenso del número de neutrófi los en sangre por debajo de 1500 células/mm3.,3,Q006-C01,medium,database_chunk,lexical_claim_snapshot;lexical_spanish;semantic_search_persisted,2f72be3f82e94779bc43ad93a7587522110a972e777ff817cd63a73135ad5ae3,provisional_machine_judgment,
Q006,Q006-E0060,,general_es_gepac_guia-toxicidad-quimioterapia_v1,42,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,T oxicidad por quimioterapia40 NEUTROPENIA La neutropenia es el descenso del número de neutrófi los en sangre por debajo de 1500 células/mm3.,3,Q006-C01,medium,document_only,document_claim_search,1408b9e2a3c516102b6ecd677f8b361c2ba7d2912bdc02f2cdb73a90b14370e0,provisional_machine_judgment,document_only_evidence
Q007,Q007-E0004,p022_c00,general_es_gepac_guia-toxicidad-quimioterapia_v1,22,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"ALOPECIA La pérdida de cabello es uno de los efectos secundarios más frecuentes, aunque hay que destacar que no todos los fármacos quimioterápicos producen alopecia.",3,Q007-C02,high,database_chunk,document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,f62e47b55efa365acd224eaef33806a15e9d6ccd1b9e813079c616e395637e3f,provisional_machine_judgment,
Q007,Q007-E0011,p040_c00,general_es_pfizer_manual-pacientes_2007,40,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"No todos los tratamientos hacen caer el cabello, pero la mayoría lo empobrecen o hacen que pierda vitalidad.",3,Q007-C01,high,database_chunk,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;lexical_spanish;semantic_search_persisted,6396b06e2441d4e934db4b243e08de2c2acb98a2ee7d0b6693c6349afa0bd9a1,provisional_machine_judgment,
Q008,Q008-E0007,p022_c00,general_es_gepac_guia-toxicidad-quimioterapia_v1,22,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,La caída del cabello suele comenzar a las 2-3 semanas del tratamiento y comienza a recuperarse a partir de los 3-6 meses del cese de la quimioterapia.,3,Q008-C03;Q008-C02,high,database_chunk,document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,f62e47b55efa365acd224eaef33806a15e9d6ccd1b9e813079c616e395637e3f,provisional_machine_judgment,
Q008,Q008-E0016,p040_c00,general_es_pfizer_manual-pacientes_2007,40,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"Si su tratamiento hace caer el cabello, este caerá aproximadamente a las 3 o 4 semanas de la administración del tratamiento.",3,Q008-C01,high,database_chunk,document_claim_search;existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,6396b06e2441d4e934db4b243e08de2c2acb98a2ee7d0b6693c6349afa0bd9a1,provisional_machine_judgment,
Q008,Q008-E0041,,general_es_gepac_guia-toxicidad-quimioterapia_v1,22,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,La caída del cabello suele comenzar a las 2-3 semanas del tratamiento y co- mienza a recuperarse a partir de los 3-6 meses del cese de la quimioterapia.,3,Q008-C02,high,document_only,document_claim_search;document_question_search,695c22baedd19a86634b8347ea267241e35017ebb15c38e7a55ed50a061097a1,provisional_machine_judgment,document_only_evidence
Q008,Q008-E0045,,general_es_pfizer_manual-pacientes_2007,40,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"Si su tratamiento hace caer el cabello, este caerá aproximadamente a las 3 o 4 semanas de la administración del trata- miento.",3,Q008-C01,high,document_only,document_claim_search;document_question_search;gold_document_verification,3902400d93fc666f1e92d5206fa2fe228ce21355d3e459d6bd2ba322ff3dc977,provisional_machine_judgment,document_only_evidence
Q009,Q009-E0028,p019_c01,prostata_es_seom_cancer-prostata_2025,19,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,QUIMIOTERAPIA: Docetaxel es el único tratamiento de quimioterapia que se utiliza asociado a la TDA en el CPHSm.,3,Q009-C01;Q009-C02,high,database_chunk,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,3e6874122150d5bcafa8eb5e22cb679cb377cb055c900ab77f7d8a489c619384,provisional_machine_judgment,
Q009,Q009-E0033,p023_c00,prostata_es_seom_cancer-prostata_2025,23,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Tal y como se ha explicado en el CPHSm, Abiraterona es un fármaco oral que inhibe la síntesis de andrógenos y cuyos principales efectos secundarios son la hipertensión arterial, edemas de piernas y el descenso de los niveles de potasio en sangre. 2. Enzalutamida es el único antiandrógeno de nueva generación que ha demostrado beneficio en supervivencia en CPRCm, al igual que Abiraterona, tanto en pacientes previamente tratados con Docetaxel como en pacientes que no han recibido quimioterapia.",2,Q009-C01,medium,database_chunk,document_question_search;lexical_claim_snapshot;lexical_question_snapshot,0bde481750ba546e71049447ef082eada3ab9c5aa507f8cd7438719a3dc24e30,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q010,Q010-E0006,p068_c01,mama_es_esmo_guia-para-pacientes_v1,68,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"las células cancerosas desarrollen su propio suministro de sangre, contribuyendo así a frenar el crecimiento del tumor BIOMARCADORES Moléculas biológicas que se encuentran en los tejidos, la sangre u otros fluidos corporales que son un signo de una afección o enfermedad, o que describen el comportamiento de la enfermedad BIOPSIA Procedimiento médico en el que se toma una pequeña muestra de células o tejidos para examinarlos bajo un microscopio BISFOSFONATOS Medicamentos que ayudan a prevenir o desacelerar la osteoporosis y previenen la fractura de huesos y otros problemas óseos causados por me",3,Q010-C01;Q010-C02,medium,database_chunk,document_claim_search;gold_document_verification;lexical_claim_snapshot,5d3ba7d34e022288048689c28cecc29e386e17f214a55e80cdd6dd98354f26eb,provisional_machine_judgment,
Q010,Q010-E0007,p069_c00,mama_es_esmo_guia-para-pacientes_v1,69,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"GLOSARIO CAPECITABINA Medicamento de quimioterapia que se administra por vía oral CARBOPLATINO Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo o en el pecho CICLOFOSFAMIDA Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo o en el pecho, o por vía oral CIRUGÍA DE CONSERVACIÓN DE LA MAMA Cirugía para extirpar un tumor y el tejido mamario circundante, conservando la mayor parte posible de la mama CISPLATINO Medicamento de quimioterapia que se administra a través de una perfusión en una vena en el brazo",3,Q010-C01;Q010-C02,high,database_chunk,existing_gold_db_chunk;lexical_claim_snapshot;semantic_search_persisted,6e17c9113e96b35dfc9d54ec4c2697f4020061b8aa740c6d6067ce72c035b065,provisional_machine_judgment,
Q010,Q010-E0014,p056_c01,prostata_es_esmo_guia-para-pacientes_2022,56,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,Las células positivas al PSMA se detectan mediante TEP del PSMA APALUTAMIDA Medicamento antiandrógeno que impide que la testosterona llegue a las células cancerosas ARTRALGIA Dolor en las articulaciones ASTENIA Sensación anormal de debilidad o falta de energía ATROFIA TESTICULAR Afección en la que los testículos se hacen más pequeños BICALUTAMIDA Medicamento antiandrógeno que impide que la testosterona llegue a las células cancerosas BIFOSFONATO Medicamento que ayuda a prevenir o a retrasar la osteoporosis y a evitar las fracturas y otros problemas óseos causados por las metástasis óseas.,3,Q010-C02;Q010-C01,medium,database_chunk,document_claim_search;gold_document_verification;lexical_claim_snapshot,3e784f800fd65b354044988422c711e1c36f320019e13a35ae9666cde5005527,provisional_machine_judgment,
Q010,Q010-E0016,p057_c01,prostata_es_esmo_guia-para-pacientes_2022,57,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"r el tejido anormal CUIDADOS PALIATIVOS Cuidado de los pacientes con enfermedad avanzada y progresiva. Se centra en proporcionar alivio del dolor, de los síntomas y del estrés físico y emocional, sin tratar la causa de la afección CURATIVO Tratamiento que pretende curar el cáncer DAROLUTAMIDA Medicamento antiandrógeno que impide que la testosterona llegue a las células cancerosas DEGARELIX Antagonista de la hormona liberadora de gonadotrofina que bloquea la producción de testosterona en los testículos DENOSUMAB Medicamento que ayuda a tratar la osteoporosis y a evitar las fracturas y otros pro",3,Q010-C02;Q010-C01,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot,5ae9322a536064df5d4d9deed8e0de19b4b27ba50e4a1f58896a7eb19ab5cb43,provisional_machine_judgment,
Q010,Q010-E0023,p110_c00,prostata_es_gepac_guia-cancer-de-prostata_2020,110,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_gepac_guia-cancer-de-prostata_2020.pdf,es,"DENOSUMAB El denosumab (Xgeva®, Prolia®) es otro medicamento que puede ser útil cuando el cáncer de próstata se propaga a los huesos. Al igual que los bifosfonatos, el denosumab también bloquea las células de los huesos llamadas osteoclastos, pero lo hace de una manera diferente. En los hombres cuyos cánceres ya se han propagado a los huesos, el denosumab puede ayudar a prevenir o retrasar algunos problemas, como las fracturas.",3,Q010-C04;Q010-C05,high,database_chunk,document_claim_search;document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,81c25d81ccdac43b6981b7ead2081716168ed1dc37dfbb249901b2746f8dcc97,provisional_machine_judgment,
Q010,Q010-E0037,p025_c01,prostata_es_seom_cancer-prostata_2025,25,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,"Su uso ha demostrado ser beneficioso en la prevención de la osteoporosis y de las complicaciones de las metástasis óseas que hemos comentado (de hecho, comparado con zoledronato, denosumab obtuvo mejores resultados en la prevención de eventos óseos en CPRCm). Se administra por vía subcutánea cada 4 semanas también durante un máximo de 2 años.",3,Q010-C03,high,database_chunk,document_claim_search;document_question_search;lexical_claim_snapshot;lexical_question_snapshot,01d81ee2c3e5a62dda63966cfc2a4c8d6891fc5e786cc3dfc91570c65ae68c1b,provisional_machine_judgment,
Q011,Q011-E0017,p044_c00,prostata_es_esmo_guia-para-pacientes_2022,44,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Informe a su médico si experimenta diarrea, fatiga, pérdida de apetito (anorexia), sarpullido o artralgia, le ayudará a controlar estos efectos secundarios Su tensión arterial se monitoreará antes, durante y después del tratamiento Antes de iniciar el tratamiento se evaluará el riesgo de que pueda sufrir fracturas y caídas",3,Q011-C02,high,database_chunk,document_claim_search;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,145273b332c34eb26f186b58aecc99ac9e2dad312a2a5c9daaca55646a76d2ce,provisional_machine_judgment,
Q011,Q011-E0024,p021_c00,prostata_es_seom_cancer-prostata_2025,21,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_SEOM_cancer-prostata_2025.pdf,es,El principal efecto adverso de Apalutamida es la aparición de un rash o exantema en la piel además de leve cansancio.,3,Q011-C01,high,database_chunk,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,d18e044d8e67cc578103634f1a270c1cba3887ac2148bc849ace613632dd8049,provisional_machine_judgment,
Q012,Q012-E0005,p005_c01,prostata_es_esmo_guia-para-pacientes_2022,5,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata no metastásico que sigue creciendo a pesar del tratamiento con terapia de privación de andrógenos (cáncer de próstata resistente a la castración [CPRC]) suele tratarse con los medicamentos antiandrógenos apalutamida, darolutamida o enzalutamida.",3,Q012-C01,high,database_chunk,document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,e79667ddba763c18f92ec460002cfd93fa54e08a2194440eec44083d191855f5,provisional_machine_judgment,
Q012,Q012-E0010,p032_c00,prostata_es_esmo_guia-para-pacientes_2022,32,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata que sigue creciendo a pesar del tratamiento con terapia de privación de andrógenos se conoce como cáncer de próstata resistente a la castración (CPRC). El CPRC no metastásico es inusual, porque el CPRC suele desarrollarse tras la detección de metástasis. Los medicamentos antiandrógenos apalutamida, darolutamida y enzalutamida son opciones para el tratamiento del CPRC no metastásico (Parker et al., 2020).",3,Q012-C01,medium,database_chunk,document_claim_search;document_question_search;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,89934884ae95ec1283ab7652bb705d1e4cf1b3e8dd08ca3c9fb75dc026707aaa,provisional_machine_judgment,
Q012,Q012-E0011,p033_c00,prostata_es_esmo_guia-para-pacientes_2022,33,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"Puede administrarse por sí sola, pero suele combinarse con abiraterona, apalutamida, enzalutamida o docetaxel. Los hombres con enfermedad de bajo volumen también deberían recibir radioterapia en el tumor primario (Parker et al., 2020). Si el cáncer sigue creciendo a pesar del tratamiento con la terapia de privación de andrógenos (CPRC metastásico), pueden utilizarse enzalutamida, abiraterona o docetaxel, dependiendo de los tratamientos que se hayan utilizado previamente (Parker et al., 2020).",2,Q012-C01,medium,database_chunk,document_claim_search;lexical_claim_snapshot,f74eccea57d0daa675ecc360e0f7d603f2e3cfa32f79a44d5f80ced5014e53c0,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0016,p073_c00,mama_es_hureinasofia_protocolo-cancer-mama_2021,73,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_HUReinaSofia_protocolo-cancer-mama_2021.pdf,es,Se puede considerar duraciones cortas de trastuzumab (9 ciclos en pacientes añosas o situaciones de muy bajo riesgo).  Se recomienda valoración FEVI (ecocardio al inicio y cada 3-6 meses durante el tratamiento).,2,Q013-C11,medium,database_chunk,document_claim_search;lexical_claim_snapshot,c1e8bc499994da88474809c6976434a76225198838e49c14d0b13acf75053660,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0018,p020_c00,mama_es_seom_cancer-mama_2025,20,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_SEOM_cancer-mama_2025.pdf,es,Se pautan 6 meses de tratamiento con quimioterapia y posteriormente se plantea la cirugía. Radioterapia tras la cirugía.,2,Q013-C11,medium,database_chunk,lexical_claim_snapshot,87901e417b4dcc218776421ca43dc695e5b1c88568d109c8e4351a7cbd43ddb7,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0022,p005_c00,prostata_es_esmo_guia-para-pacientes_2022,5,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,La enfermedad localmente avanzada suele tratarse con terapia de privación de andrógenos y radioterapia.,3,Q013-C03;Q013-C04;Q013-C01;Q013-C02;Q013-C05,high,database_chunk,document_claim_search;document_exact_claim;document_question_search;existing_gold_db_chunk;lexical_claim_snapshot;lexical_question_snapshot,2bb75b5b265d7aea832ebabef7b4aa9022fb1dc6ef812ddae00f6e307d09ff9d,provisional_machine_judgment,
Q013,Q013-E0023,p005_c01,prostata_es_esmo_guia-para-pacientes_2022,5,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"La enfermedad metastásica suele tratarse con terapia de privación de andrógenos, normalmente en combinación con abiraterona, un bloqueante de la síntesis de testosterona, o con los medicamentos antiandrógenos apalutamida o enzalutamida, o bien con el medicamento de quimioterapia docetaxel.",3,Q013-C01;Q013-C02;Q013-C05;Q013-C03;Q013-C04,high,database_chunk,document_claim_search;document_exact_claim;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot;semantic_search_persisted,e79667ddba763c18f92ec460002cfd93fa54e08a2194440eec44083d191855f5,provisional_machine_judgment,
Q013,Q013-E0029,p026_c00,prostata_es_esmo_guia-para-pacientes_2022,26,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"La enfermedad localizada de riesgo alto puede tratarse con prostatectomía radical más linfadenectomía pélvica, en la que los ganglios linfáticos se extirpan de la pelvis (Parker et al., 2020). Radioterapia Los hombres con enfermedad localizada de riesgo bajo o intermedio pueden recibir radioterapia de haz externo o braquiterapia.",2,Q013-C05,medium,database_chunk,document_claim_search;lexical_claim_snapshot,4bb0089790f343005cbc2fa2674ef0558af1c42eb516ce7c7c9faa88540f752d,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0030,p026_c01,prostata_es_esmo_guia-para-pacientes_2022,26,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"La terapia neoadyuvante es un tratamiento que se administra antes del tratamiento principal y la terapia adyuvante es un tratamiento que se administra después del tratamiento principal. La terapia hormonal puede utilizarse además de la radioterapia en algunos pacientes con enfermedad localizada En pacientes con cáncer de próstata localizado de riesgo intermedio, la terapia neoadyuvante y la terapia concurrente de privación de andrógenos durante un periodo de 4-6 meses pueden utilizarse en combinación con la radioterapia.",2,Q013-C11,medium,database_chunk,document_claim_search;document_question_search;lexical_claim_snapshot;lexical_question_snapshot,8f947e994e8ab9fdc25ec0f574ea95409a001dd1c029793e905611cb36d5c962,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0031,p027_c00,prostata_es_esmo_guia-para-pacientes_2022,27,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,* Una opción para los hombres con enfermedad localizada o localmente avanzada que no pueden o no quieren recibir un tratamiento curativo.\ Cáncer de próstata localizado de riesgo intermedio Prostatectomía radical Radioterapia (de haz externo O braquiterapia) Vigilancia activa Se considera tratamiento neoadyuvante + TPA concurrente Diagrama de flujo que muestra los enfoques de tratamiento curativos para el cáncer de próstata localizado de riesgo intermedio. TPA: terapia de privación de andrógenos.,2,Q013-C03,medium,database_chunk,document_claim_search;document_question_search;lexical_claim_snapshot;lexical_question_snapshot,8e79973ffdf4d76467c694ad864e875127f0d2490593b9d900b1ed9fe6368f34,provisional_machine_judgment,grade_2_vs_3_ambiguous
Q013,Q013-E0033,p029_c00,prostata_es_esmo_guia-para-pacientes_2022,29,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_es_esmo_guia-para-pacientes_2022.pdf,es,"El cáncer de próstata localmente avanzado suele tratarse con terapia de privación de andrógenos y radioterapia Radioterapia La enfermedad localmente avanzada puede tratarse con radioterapia de haz externo en combinación con terapia hormonal (Parker et al., 2020).",3,Q013-C03;Q013-C04;Q013-C01;Q013-C05,high,database_chunk,document_claim_search;document_exact_claim;document_question_search;existing_gold_db_chunk;gold_document_verification;lexical_claim_snapshot;lexical_question_snapshot,5ffcda724cc35dbce372a6544e84ccb66499a2045264b27dc60ed13727ed7cbd,provisional_machine_judgment,
