question_id,evidence_id,relevance_grade,covered_claim_ids,coverage_type,direct_or_inferred,confidence,decision,rationale,contradiction,outdated,wrong_scope,needs_human_review,review_reason,annotator_type,annotator_version
Q001,Q001-E0023,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0024,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0025,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0026,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0027,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0028,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0029,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0030,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0031,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0032,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0033,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0034,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0035,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0036,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0037,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0038,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0039,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0040,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0041,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q001,Q001-E0042,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0001,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0002,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1429; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0003,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3889; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0004,2,Q002-C01,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.8333; text_verified_in=DB_snapshot,false,false,false,true,grade_2_vs_3_ambiguous,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0005,3,Q002-C01,full_claim,direct,medium,accept,nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=0.9444; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0006,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0007,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0008,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0009,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0010,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0011,3,Q002-C02;Q002-C03,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0012,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0013,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5714; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0014,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2857; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0015,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0016,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0017,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0018,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2857; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0019,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0020,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0021,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0022,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0023,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0024,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0025,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2857; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0026,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0027,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0028,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0029,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0030,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3750; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0031,3,Q002-C04;Q002-C05,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0032,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0033,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0034,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.6250; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0035,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0036,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0037,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0038,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0039,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4286; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0040,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0041,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0042,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2857; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0043,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0044,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2778; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0045,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0046,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0047,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0048,2,Q002-C05,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.8750; text_verified_in=PDF,false,false,false,true,grade_2_vs_3_ambiguous;document_only_evidence,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0049,3,Q002-C03;Q002-C02,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=PDF,false,false,false,true,document_only_evidence,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0050,2,Q002-C02,partial_claim,direct,medium,uncertain,substantial but incomplete direct token coverage; best_token_coverage=0.8571; text_verified_in=PDF,false,false,false,true,grade_2_vs_3_ambiguous;document_only_evidence,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0051,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1429; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0052,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2857; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0053,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2857; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0054,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0055,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q002,Q002-E0056,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0001,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0002,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0003,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3333; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0004,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0005,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.5000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0006,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3333; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0007,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0008,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0009,3,Q003-C01,full_claim,direct,high,accept,claim text appears directly in evidence; best_token_coverage=1.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0010,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0011,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0012,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0013,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0014,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0015,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0016,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0017,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0018,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0019,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0020,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0021,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0022,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.4167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0023,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0024,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0025,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0026,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.2500; text_verified_in=PDF,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0027,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0028,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0029,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q003,Q003-E0030,0,,none,,medium,reject,empty candidate; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q004,Q004-E0001,3,Q004-C01,full_claim,direct,medium,accept,nearly complete distinctive-token coverage with numeric consistency; best_token_coverage=0.9167; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q004,Q004-E0002,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q004,Q004-E0003,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q004,Q004-E0004,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0833; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q004,Q004-E0005,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.1667; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q004,Q004-E0006,1,,related_only,,medium,reject,topic-related overlap insufficient to assert claim; best_token_coverage=0.3333; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
Q004,Q004-E0007,0,,none,,high,reject,no useful claim-level support detected; best_token_coverage=0.0000; text_verified_in=DB_snapshot,false,false,false,false,,machine_proposed,rag-evidence-builder-v2.0-rulebased
