question_id,claim_id,query_type,query_text,retrieval_method,retrieval_rank,retrieval_score,score_type,ts_config,doc_id,chunk_id,page_num,topic,source,lang,content
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,5,0.3,ts_rank_cd,spanish,prostata_en_eau-eanm-estro-esur-isup-siog_Guidelines-on-Prostate-Cancer_2026,p116_c01,116,prostata,C:\Users\mamen\Documents\Python\RAGChatBot\docs\prostata\prostata_en_EAU-EANM-ESTRO-ESUR-ISUP-SIOG_Guidelines-on-Prostate-Cancer_2026.pdf,en,"the SOC with ADT
combined with immediate docetaxel (75 mg/sqm, every 3 weeks within three months of ADT initiation). The
primary objective in all three studies was to assess OS.
In the GETUG 15 trial, all patients had M1 PCa, either de novo or after a primary treatment [1250]. They were
stratified based on previous treatment and Glass risk factors [1210]. In the CHAARTED trial, the same inclusion
criteria applied, and patients were stratified according to disease volume [1213].
STAMPEDE is a multi-arm multistage trial in which the reference arm (ADT monotherapy) included 1,184
patients. One of the experimental arms was docetaxel combined with ADT (n = 593), another was docetaxel
combined with zoledronic acid (n = 593). Patients were included with either M1 or N1 or having two of the
following three criteria: T3/4, PSA ≥ 40ng/mL or ISUP GG 4-5. Relapsed patients after local treatment were also
included if they met one of the following criteria: PSA ≥ 4ng/mL with a PSA-DT < 6 months or a PSA ≥ 20ng/mL,
N1 or M1. No stratification was used regarding metastatic disease volume (high/low volume) [891].
In all three trials, toxicity was mainly haematological with approximately 12-15% grade 3-4 neutropenia, and
6-12% grade 3-4 febrile neutropenia. The use of granulocyte colony-stimulating factor receptor (GCSF) was
shown to be beneficial in reducing febrile neutropenia. Primary or secondary prophylaxis with GCSF should be
based on available guidelines [1251, 1252].
Docetaxel in all three trials was used at the standard dose of 75mg/sqm every three weeks, six cycles in
CHAARTED and"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,6,0.2,ts_rank_cd,spanish,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c00,18,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Toxicidad por quimioterapia
Consejos para los pacientes
1. Tomar alimentos ricos en fi bras y abundante agua.
2. Realizar ejercicio físico moderado diariamente, como caminar, puesto que
ello aumenta el movimiento intestinal.
3. Intentar ir a una hora fi ja al baño, con el fi n de educar el intestino.
6. ESOFAGITIS
La esofagitis es un término que hace referencia a la mucositis explicada en apartados anteriores que aparece en el esófago, es decir, es la infl amación de la
mucosa del esófago. Suele producir dolor centrotorácico y odinofagia (dolor
al tragar alimentos o saliva). En ocasiones impide la nutrición adecuada y si se
alarga esta situación en el tiempo puede requerir ingreso hospitalario para hidratación y nutrición.
Frecuentemente se asocia a neutropenia y a candidiasis esofágica (infección por
hongos).
El tratamiento de la esofagitis es igual que el de las mucositis de otras localizaciones descritas previamente.
7. FIEBRE
En pacientes con cáncer, la fi ebre puede tener dos causas:
1. Fiebre secundaria a los fármacos: Algunos medicamentos por si mismos pueden producir fi ebre mediada por mecanismos inmunológicos. Normalmente
aparece en las primeras horas tras la administración y desaparece rápidamente, no requiriendo la administración de antibiótico. En otras ocasiones
dura más tiempo y obliga en muchas ocasiones a administrar antibióticos de
forma empírica.
2. Fiebre asociada a infecciones: normalmente en relación con la bajada de
neutrófi los (neutropenia) secundaria a la quimioterapia. Requiere tratamiento
antibiótico (se describirá más adelante en el apartado ""ne"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,7,0.2,ts_rank_cd,spanish,general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c01,18,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"ociada a infecciones: normalmente en relación con la bajada de
neutrófi los (neutropenia) secundaria a la quimioterapia. Requiere tratamiento
antibiótico (se describirá más adelante en el apartado ""neutropenia"")."
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,8,0.2,ts_rank_cd,spanish,general_es_gepac_guia-toxicidad-quimioterapia_v1,p040_c00,40,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Toxicidad por quimioterapia
anemia dependerán de su grado (cansancio o astenia, palidez de las mucosas, fatiga o disnea... y en casos más graves insufi ciencia cardíaca).
B. Glóbulos blancos o leucocitos: Son las comúnmente conocidas como las
""defensas"" del organismo. Existen distintos tipos de glóbulos blancos:
• Neutrófi los o segmentados: protegen de la mayoría de las infecciones.
• Linfocitos B: producen anticuerpos destruyendo gérmenes específi cos.
• Linfocitos T: atacan los gérmenes y activan otras células para participar en la respuesta defensiva.
La disminución de los glóbulos blancos dará lugar a la leucopenia.
C. Plaquetas: Actúan evitando el sangrado al formar coágulos. La quimioterapia
puede producir disminución de plaquetas, lo que se conoce como plaquetopenia o trombopenia, la cual predispone a mayor riesgo de hemorragias.
Cuando disminuyen las 3 series de células sanguíneas (glóbulos rojos, blancos y plaquetas), se conoce con el nombre de aplasia medular.
La mielotoxicidad, al igual que muchas toxicidades producidas por el tratamiento quimioterápico se clasifi can en grados:
GRADO 1
GRADO 2
GRADO 3
GRADO 4
Hemoglobina
(Anemia)
Normal-10 g/dl
10-8 g/dl
8-6,5 g/dl
<6,5 g/dl
Leucocitos
(Leucopenia)
Normal-3000/mm3
3000-2000/mm3
2000-1000/mm3
<1000/mm3
Neutrófi los
(Neutropenia)
Normal-1500/mm3
1500-1000/mm3
1000-500/mm3
<500/mm3
Plaquetas
(Trombopenia)
Normal-75000/mm3
75000-50000/mm3
50000-25000/mm3
<25000/mm3
Tabla 21.1. Grados de anemia, leucopenia, neutropenia y trombopenia (mielotoxicidad).
ANEMIA
Es una toxicidad muy frecuente. Se defi ne como disminución"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,9,0.2,ts_rank_cd,spanish,general_es_pfizer_manual-pacientes_2007,p025_c01,25,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_pfizer_manual-pacientes_2007.pdf,es,"de reproducción, fundamentalmente las células de la sangre, las células que recubren la mucosa del tubo digestivo y los bulbos pilosos. Por tanto, es fácil entender que
dicho ataque se pueda traducir en una mayor propensión a adquirir infecciones por descenso de los glóbulos blancos (neutropenia), mayor tendencia al sangrado por descenso de las plaquetas (plaquetopenia), anemia progresiva al destruirse los glóbulos rojos, tendencia al vómito y a la diarrea
por inflamación de las mucosas del tubo digestivo y, finalmente, caída del
cabello más o menos total, pero pasajera.
A pesar de su potencial toxicidad, la quimioterapia de hoy en día es
mucho mejor tolerada que la de antaño, por dos motivos fundamentales: su
menor toxicidad y el descubrimiento de una serie de compuestos que mitigan e incluso, en ocasiones, evitan la aparición de la misma. Me refiero a la
utilización de ""Factores estimulantes de la producción de glóbulos blancos"",
capaces de reducir drásticamente los días de neutropenia disminuyendo así
el riesgo de adquirir infecciones graves. Su uso de forma profiláctica días después de administrado el ciclo de quimioterapia permite mantener las dosis
más eficaces de citostáticos evitando, así, reducirlas y poner con ello en peligro la máxima eficacia de la quimioterapia. La anemia también puede ser
mitigada con la administración de la eritropoyetina, que es la hormona natural que estimula la producción de glóbulos rojos.
EL LIBRO DE CABECERA DEL PACIENTE ONCOLÓGICO Y SU FAMILIA"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,10,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p041_c01,41,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"agua caliente y manteniéndolos sin
restricciones (sin calcetines, guantes ni zapatos que se ajusten
apretándolos). Su esquema de tratamiento puede necesitar
ajustes si experimenta un síndrome mano-pie de carácter
grave, pero en la mayoría de los casos los síntomas serán leves y
podrán tratarse con cremas y ungüentos y remitirán una vez haya
terminado el tratamiento.
Carboplatino
(Macmillan, 2015)
•	 Anemia
•	 Aumento del riesgo de
infección
•	 Estreñimiento
•	 Fatiga
•	 Náuseas
•	 Neutropenia
•	 Toxicidad hepática
(hígado)
•	 Toxicidad renal (riñón)
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar la
aparición de neutropenia, anemia o trombocitopenia. Su
médico podrá ajustar su tratamiento de acuerdo con los resultados
de las pruebas y le asesorará sobre cómo prevenir las infecciones.
•	 Su médico podrá ayudarle a prevenir o controlar las náuseas,
vómitos o estreñimiento.
•	 Se le harán pruebas antes y durante el tratamiento para determinar
la funcionalidad de sus riñones y su hígado, y se le pedirá que beba
muchos líquidos para evitar que sus riñones resulten dañados.
Continúa en la página siguiente"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,11,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p042_c00,42,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
Cisplatino
(Macmillan, 2016)
•	 Alteraciones del gusto
•	 Alteraciones en la función
renal
•	 Anemia
•	 Anorexia
•	 Aumento del riesgo de
infección
•	 Aumento del riesgo de
trombosis
•	 Diarrea
•	 Disminución de la
fertilidad
•	 Fatiga
•	 Náuseas/vómitos
•	 Neuropatía periférica
•	 Neutropenia
•	 Tinnitus/cambios en la
audición
•	 Trombocitopenia
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de neutropenia, anemia o trombocitopenia.
Su médico podrá ajustar su tratamiento de acuerdo con los
resultados de las pruebas y le asesorará sobre cómo prevenir
las infecciones.
•	 Los efectos en el sistema gastrointestinal (náuseas,
vómitos, diarrea, alteraciones del gusto) pueden provocar la
pérdida del apetito (anorexia). Su médico podrá ayudarle a
prevenir o controlar estos efectos secundarios.
•	 Informe a su médico de cualquier signo de neuropatía
periférica (hormigueo o entumecimiento en las manos o los
pies). Él le ayudará a controlar este efecto secundario.
•	 Se le harán pruebas antes y durante el tratamiento para
determinar la funcionalidad de los riñones, y se le pedirá que
beba muchos líquidos para evitar daños en los riñones.
•	 Informe a su médico si nota cualquier cambio en su audición o
experimenta tinnitus. Los cambios en la audición suelen ser
temporales, pero en ocasiones pueden ser permanentes.
Ciclofosfamida
(Ciclofosfamida RCP,
2017)
•	 Alopecia
•	 Fiebre
•	 Náuseas
•	 Neutrope"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,12,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p042_c01,42,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"experimenta tinnitus. Los cambios en la audición suelen ser
temporales, pero en ocasiones pueden ser permanentes.
Ciclofosfamida
(Ciclofosfamida RCP,
2017)
•	 Alopecia
•	 Fiebre
•	 Náuseas
•	 Neutropenia
•	 Toxicidad renal y urinaria
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de neutropenia. Su médico podrá ajustar su
tratamiento de acuerdo con los resultados de las pruebas y le
asesorará sobre cómo prevenir las infecciones. Informe a su
médico si experimenta fiebre, ya que puede ser un signo de
infección.
•	 Se le harán pruebas antes y durante el tratamiento para
determinar la funcionalidad de los riñones, y se le pedirá que
beba muchos líquidos para evitar daños en los riñones.
•	 Su médico podrá ayudarle a prevenir o controlar las náuseas
o vómitos.
•	 La alopecia puede causar angustia a muchas/os pacientes, su
médico le proporcionará información sobre cómo lidiar con este
efecto secundario. Algunos hospitales pueden proporcionar
gorros fríos para reducir la pérdida de cabello.
Continúa en la página siguiente"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,13,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p043_c00,43,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
Docetaxel
(Taxotere RCP, 2005)
•	 Alopecia
•	 Anemia
•	 Anorexia
•	 Astenia
•	 Aumento de las
infecciones
•	 Daño tisular relacionado
con la extravasación
•	 Diarrea
•	 Edema
•	 Estomatitis
•	 Náuseas
•	 Neuropatía periférica
•	 Neutropenia
•	 Reacción cutánea
•	 Trastornos de las uñas
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de neutropenia, anemia o trombocitopenia.
Su médico podrá ajustar su tratamiento de acuerdo con los
resultados de las pruebas y le asesorará sobre cómo prevenir
las infecciones.
•	 Informe de cualquier signo de neuropatía periférica a su
médico, él le ayudará a controlar este efecto secundario.
•	 Los efectos en el sistema gastrointestinal (náuseas, vómitos
y diarrea) y la estomatitis pueden provocar la pérdida del
apetito (anorexia) o sensación de debilidad (astenia). Su
médico podrá ayudarle a prevenir o controlar estos efectos
secundarios.
•	 Informe a su médico si experimenta algún cambio en las
uñas, reacciones cutáneas o retención de líquidos/hinchazón
(edema), él le ayudará a controlar estos efectos secundarios.
•	 La alopecia puede causar angustia a muchas/os pacientes,
su médico le proporcionará información sobre cómo lidiar
con este efecto secundario. Algunos hospitales pueden
proporcionar gorros fríos para reducir la pérdida de cabello.
•	 Informe a su médico si experimenta alguna quemadura o
cambios en la piel en el sit"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,14,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p043_c01,43,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"on este efecto secundario. Algunos hospitales pueden
proporcionar gorros fríos para reducir la pérdida de cabello.
•	 Informe a su médico si experimenta alguna quemadura o
cambios en la piel en el sitio de la inyección, para que él pueda
decidir cómo manejarlos. Muchas extravasaciones causan
daños muy leves, pero es posible que necesite ser tratada/o
con un antídoto y aplicar compresas en el área durante unos
días (Pérez Fidalgo et al. 2012).
Doxorrubicina
liposomal pegilada
(Caelyx RCP, 2016)
•	 Estomatitis
•	 Neutropenia
•	 Síndrome mano-pie
•	 Trombocitopenia
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar la
aparición de neutropenia o trombocitopenia. Su médico
podrá ajustar su tratamiento de acuerdo con los resultados de las
pruebas y le asesorará sobre cómo prevenir las infecciones.
•	 Para prevenir y tratar el síndrome mano-pie puede intentar
mantener las manos y los pies frescos exponiéndolos al agua
fría (poniéndolos en remojo, bañándose o nadando), evitando
el exceso de calor y el agua caliente y manteniéndolos sin
restricciones (sin calcetines, guantes ni zapatos que se ajusten
apretándolos). Su esquema de tratamiento puede necesitar
ajustes si experimenta un síndrome mano-pie de carácter
grave, pero en la mayoría de los casos los síntomas serán leves y
podrán tratarse con cremas y ungüentos y remitirán una vez haya
terminado el tratamiento.
•	 Para prevenir y tratar la estomatitis, puede mantener una buena
higiene oral usando un enjuague bucal con esteroides y una pasta
dental suave. La pasta d"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,15,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p044_c00,44,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
Doxorrubicina
no liposomal
(Doxorrubicina RCP,
2016)
•	 Alopecia
•	 Anemia
•	 Anorexia
•	 Astenia
•	 Aumento de las
infecciones
•	 Aumento de peso
•	 Daño tisular relacionado
con la extravasación
•	 Diarrea
•	 Efectos cardíacos
•	 Enzimas hepáticas
anormales
•	 Escalofríos
•	 Estomatitis
•	 Fiebre
•	 Leucopenia
•	 Mucositis
•	 Náuseas
•	 Neutropenia
•	 Síndrome mano-pie
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de anemia, leucopenia, neutropenia o
trombocitopenia. Su médico podrá ajustar su tratamiento de
acuerdo con los resultados de las pruebas y le asesorará sobre
cómo prevenir las infecciones. Informe a su médico si experimenta
fiebre, ya que puede ser un signo de infección.
•	 Su función cardíaca se monitoreará antes y durante el tratamiento
con doxorrubicina no liposomal para minimizar el riesgo de que
se produzcan trastornos de la función cardíaca.
•	 Para prevenir y tratar el síndrome mano-pie puede intentar
mantener las manos y los pies frescos exponiéndolos al agua
fría (poniéndolos en remojo, bañándose o nadando), evitando
el exceso de calor y el agua caliente y manteniéndolos sin
restricciones (sin calcetines, guantes ni zapatos que se ajusten
apretándolos). Su esquema de tratamiento puede necesitar
ajustes si experimenta un síndrome mano-pie de carácter
grave, pero en la mayoría de los casos los síntomas serán leves y
podrán tratarse con cre"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,16,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p045_c00,45,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
Epirrubicina
(Clorhidrato de
epirrubicina RCP, 2017)
•	 Alopecia
•	 Anemia
•	 Anorexia
•	 Astenia
•	 Aumento de las
infecciones
•	 Aumento de peso
•	 Daño tisular relacionado
con la extravasación
•	 Diarrea
•	 Efectos cardíacos
•	 Enzimas hepáticas
anormales
•	 Escalofríos
•	 Estomatitis
•	 Fiebre
•	 Leucopenia
•	 Mucositis
•	 Náuseas
•	 Neutropenia
•	 Síndrome mano-pie
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de anemia, leucopenia, neutropenia o
trombocitopenia. Su médico podrá ajustar su tratamiento
de acuerdo con los resultados de las pruebas y le asesorará
sobre cómo prevenir las infecciones. Informe a su médico si
experimenta fiebre, ya que puede ser un signo de infección.
•	 Su función cardíaca se monitoreará antes y durante el
tratamiento con epirrubicina para minimizar el riesgo de
que se produzcan trastornos de la función cardíaca.
•	 Para prevenir y tratar el síndrome mano-pie puede intentar
mantener las manos y los pies frescos exponiéndolos al agua
fría (poniéndolos en remojo, bañándose o nadando), evitando
el exceso de calor y el agua caliente y manteniéndolos sin
restricciones (sin calcetines, guantes ni zapatos que se ajusten
apretándolos). Su esquema de tratamiento puede necesitar
ajustes si experimenta un síndrome mano-pie de carácter
grave, pero en la mayoría de los casos los síntomas serán leves
y podrán tratarse con cremas y ungüento"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,17,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p046_c00,46,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
Eribulina
(Halaven RCP, 2017)
•	 Alopecia
•	 Anemia
•	 Anorexia
•	 Artralgia/mialgia
•	 Diarrea
•	 Disnea
•	 Dolor de cabeza
•	 Dolor de espalda y dolor
en las extremidades
•	 Estreñimiento
•	 Fatiga
•	 Fiebre
•	 Náuseas
•	 Neuropatía periférica
•	 Neutropenia
•	 Tos
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar la
aparición de neutropenia o anemia. Su médico podrá ajustar
su tratamiento de acuerdo con los resultados de las pruebas
y le asesorará sobre cómo prevenir las infecciones. Informe a
su médico si experimenta fiebre, ya que puede ser un signo de
infección.
•	 Informe a su médico de cualquier signo de neuropatía
periférica, él le ayudará a controlar este efecto secundario.
•	 Los efectos en el sistema gastrointestinal (náuseas, vómitos,
diarrea y estreñimiento) pueden provocar la pérdida del apetito
(anorexia). Su médico podrá ayudarle a prevenir o controlar
estos efectos secundarios.
•	 Informe a su médico si experimenta una tos persistente. Los
problemas de disnea pueden tratarse con medicamentos
denominados opioides o benzodiacepinas, y en algunos casos
utilizando esteroides (Kloke y Cherny 2015).
•	 La alopecia puede causar angustia a muchas/os pacientes, su
médico le proporcionará información sobre cómo lidiar con este
efecto secundario. Algunos hospitales pueden proporcionar
gorros fríos para reducir la pérdida de cabello.
•	 Informe a su médico si experimenta artralgia, mialg"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,18,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p047_c00,47,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
Metotrexato
(Metotrexato RCP,
2017)
•	 Anorexia
•	 Aumento de las
infecciones
•	 Dolor abdominal
•	 Efectos renales
•	 Estomatitis
•	 Fiebre
•	 Leucopenia
•	 Náuseas
•	 Reacciones alérgicas
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de leucopenia o trombocitopenia. Su médico
podrá ajustar su tratamiento de acuerdo con los resultados de
las pruebas y le asesorará sobre cómo prevenir las infecciones.
Informe a su médico si experimenta fiebre, ya que puede ser un
signo de infección.
•	 Los efectos en el sistema gastrointestinal (náuseas,
vómitos y estomatitis) pueden provocar la pérdida del apetito
(anorexia). Su médico podrá ayudarle a prevenir o controlar
estos efectos secundarios.
•	 Su función renal se monitoreará cuidadosamente antes,
durante y después del tratamiento.
Paclitaxel
(Paclitaxel RCP, 2017)
•	 Alopecia
•	 Alteraciones de las uñas
•	 Anemia
•	 Artralgia
•	 Aumento de las
infecciones
•	 Diarrea
•	 Leucopenia
•	 Mialgia
•	 Mucositis
•	 Náuseas
•	 Neuropatía periférica
•	 Neutropenia
•	 Tensión arterial baja
•	 Reacciones de
hipersensibilidad
•	 Sangrado
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de neutropenia, leucopenia, anemia o
trombocitopenia. Su médico podrá ajustar su tratamiento de
acuerdo con los resultados de las prueba"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,19,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p048_c00,48,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
Vinorelbina
(Navelbine RCP, 2017)
•	 Alopecia
•	 Anemia
•	 Anorexia
•	 Aumento de las
infecciones
•	 Daño tisular relacionado
con la extravasación
•	 Diarrea
•	 Dolor abdominal
•	 Estomatitis
•	 Estreñimiento
•	 Fatiga
•	 Fiebre
•	 Leucopenia
•	 Náuseas
•	 Neutropenia
•	 Reacciones cutáneas
•	 Trastornos gástricos
•	 Trastornos neurológicos
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente durante el tratamiento con el fin de detectar
la aparición de neutropenia, leucopenia, anemia o
trombocitopenia. Su médico podrá ajustar su tratamiento
de acuerdo con los resultados de las pruebas y le asesorará
sobre cómo prevenir las infecciones. Informe a su médico si
experimenta fiebre, ya que puede ser un signo de infección.
•	 Los efectos en el sistema gastrointestinal (náuseas, vómitos,
diarrea, dolor abdominal y estreñimiento) y la estomatitis
pueden provocar la pérdida del apetito (anorexia). Su médico
podrá ayudarle a prevenir o controlar estos efectos secundarios.
•	 Informe a su médico de cualquier signo de trastornos
neurológicos (por ejemplo, debilidad de las piernas y los
pies), él decidirá cómo controlar estos efectos secundarios.
•	 Informe a su médico si experimenta alguna quemadura o
cambios en la piel en el sitio de la inyección, para que pueda
decidir cómo manejarlos.
•	 La alopecia puede causar angustia a muchas/os pacientes,
su médico le proporcionará información sobre cómo lidiar
con este efecto secundario. Alg"
Q006,"",question,¿Qué es la Neutropenia?,lexical_spanish,20,0.2,ts_rank_cd,spanish,mama_es_esmo_guia-para-pacientes_v1,p049_c00,49,mama,C:\Users\mamen\Documents\Python\RAGChatBot\docs\mama\mama_es_esmo_guia-para-pacientes_v1.pdf,es,"MEDICAMENTO DE
QUIMIOTERAPIA
POSIBLES EFECTOS
SECUNDARIOS
CÓMO PUEDEN CONTROLARSE LOS EFECTOS
SECUNDARIOS
5-fluorouracilo
(Fluorouracilo RCP,
2017)
•	 Agranulocitosis
•	 Alopecia
•	 Anemia
•	 Anorexia
•	 Aumento de las
infecciones
•	 Broncoespasmos
•	 Debilidad
•	 Diarrea
•	 Disminución de la función
de la médula ósea
•	 Efectos cardíacos
•	 Exceso de ácido úrico
•	 Fatiga
•	 Leucopenia
•	 Mucositis
•	 Náuseas
•	 Neutropenia
•	 Pancitopenia
•	 Retraso en la
cicatrización de heridas
•	 Sangrado nasal
•	 Síndrome mano-pie
•	 Trombocitopenia
•	 Vómitos
•	 Sus recuentos de glóbulos sanguíneos se monitorearán
frecuentemente a lo largo de su tratamiento para
detectar cualquier neutropenia, leucopenia, anemia,
trombocitopenia o pancitopenia. Su médico podrá ajustar
su tratamiento de acuerdo con los resultados de las pruebas
y le asesorará sobre cómo prevenir las infecciones. Informe a
su médico si experimenta fiebre, ya que puede ser un signo de
infección.
•	 Los efectos en el sistema gastrointestinal (náuseas, vómitos
y diarrea) pueden provocar la pérdida del apetito (anorexia).
Su médico podrá ayudarle a prevenir o controlar estos efectos
secundarios.
•	 Para prevenir y tratar el síndrome mano-pie puede intentar
mantener las manos y los pies frescos exponiéndolos al agua
fría (poniéndolos en remojo, bañándose o nadando), evitando
el exceso de calor y el agua caliente y manteniéndolos sin
restricciones (sin calcetines, guantes ni zapatos que se ajusten
apretándolos). Su esquema de tratamiento puede necesitar
ajustes si experimenta un síndrome mano-pie de carácter
grave, pero en l"
