doc_id,chunk_id,page_num,topic,source,lang,content,created_at
general_es_gepac_guia-toxicidad-quimioterapia_v1,p009_c01,9,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"estudios que han sugerido cierto benefi cio de los tratamientos con
Ginseng.
Consejos sobre hábitos de vida para disminuir la astenia
1. Hacer una lista de las actividades que desea realizar, estableciendo
prioridades.
2. Solicite ayuda y comparta o delegue tareas en familiares y amigos.
3. Es muy importante mantener una rutina diaria estructurada. Se recomienda
llevar un diario de las actividades cotidianas.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p010_c00,10,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Toxicidad por quimioterapia
4. Utilice métodos para reducir el estrés: técnicas de relajación, meditación, oír
música, oración, hablar con otras personas…
5. Mantener un equilibrio diario entre actividad física y descanso, limite el
tiempo en la cama al del sueño.
6. Consultar si aparece dolor, depresión, insomnio.
7. Lleve una dieta equilibrada, con un consumo diario de 2 litros de agua.
8. Intente llevar una vida lo más normal posible.
2. NÁUSEAS Y VÓMITOS
Las náuseas y los vómitos continúan siendo en la actualidad uno de los efectos
secundarios más temidos por los pacientes que reciben tratamiento con quimioterapia. En los últimos años, el control de esta toxicidad ha mejorado notablemente dada la aparición de los denominados fármacos antieméticos que actúan
en el control de estos síntomas. Además, también ha contribuido en su mejor
control el añadir a la quimioterapia la denominada ""pre-medicación"", cuyo objetivo es entre otros la administración de fármacos antieméticos para prevenir su
aparición y/o disminuir su intensidad.
Aún así, cerca del 50% de pacientes que reciben quimioterapia van a presentarlos en distintos grados, lo que infl uye en la calidad de vida de los pacientes y
obliga en ocasiones a posponer e incluso suspender el tratamiento. Su adecuado
manejo es muy importante ya que de lo contrario pueden aparecer complicaciones como deshidratación, desequilibrios electrolíticos, desnutrición, etc...
Existen distintos factores que van a infl uir en el riesgo emetógeno de un determinado protocolo de quimioterapia:
A. Factores en relación con el paciente
Como son l",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p010_c01,10,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"ectrolíticos, desnutrición, etc...
Existen distintos factores que van a infl uir en el riesgo emetógeno de un determinado protocolo de quimioterapia:
A. Factores en relación con el paciente
Como son la edad (más frecuente en personas más jóvenes), sexo (más en
mujeres), el tomar además otros fármacos que también pueden producir náuseas y vómitos (como por ejemplo los opioides), alcoholismo (los pacientes
con hábito enólico suelen tener más náuseas y vómitos), órgano al que afecta
el tumor (estómago, hígado, cerebro), estreñimiento.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p011_c00,11,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"B. Riesgo emético de los fármacos quimioterápicos
Podemos clasifi car los fármacos quimioterápicos según el riesgo de emesis
en cuatro grupos:
RIESGO ALTO
(>90% de los casos)
Cisplatino, Mecloretamina, Carmustina, Dactinomicina,
Dacarbacina, Estreptozocina, Ciclosfamida a dosis
superiores a 1500 mg/m2
RIESGO MODERADO
(30-90% de los casos)
Oxaliplatino, Citarabina a más de 1 g/m2, Ciclofosfamida
a dosis inferiores a 1500 mg/m2, Ifosfamida,
Carboplatino, Daunorrubicina, Doxorrubicina,
Epirrubicina, Idarrubicina, Irinotecan
RIESGO BAJO
(10-30% de los casos)
Paclitaxel, Docetaxel, Etopósido, Cetuximab,
Trastuzumab, Mitoxantrone, Topotecan, Mitomicina,
Fluorruracilo, Citarabina a dosis superiores a 100 mg/m2,
Pemetrexed, Mototrexate, Gemcitabina
RIESGO MÍNIMO
(>10% de los casos)
Bevacizumab, Bleomicina, Rituximab, Vinblastina,
Vincristina,Vinprelbina, Busulfan, Fluradabina,
2-clorodeoxiadenosina
Tabla 2.1. Potencial emtógeno de distintos fármacos quimioterápicos
Tipos de náuseas y vómitos:
• Náuseas y vomitos agudos: son los que aparecen desde los primeros minutos
de la quimioterapia hasta las 24 horas después del tratamiento.
• Náuseas y vómitos diferidos o retardados: Ocurren a partir de las 24 horas
de administración de la quimioterapia y pueden durar hasta 6-7 días. Su
incidencia es aún mayor que los agudos (aparecen en cerca del 40% de los
pacientes).
• Náuseas y vómitos anticipatorios: Aparecen en pacientes que han presentado náuseas y/o vómitos severos durante ciclos previos de quimioterapia, en
los que los estímulos visuales, sonoros e incluso los olores de la clínica o",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p011_c01,11,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"patorios: Aparecen en pacientes que han presentado náuseas y/o vómitos severos durante ciclos previos de quimioterapia, en
los que los estímulos visuales, sonoros e incluso los olores de la clínica o la
propia ansiedad, pueden servir como factor desencadenante y provocar las
náuseas y/o vómitos.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p012_c00,12,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Toxicidad por quimioterapia
Graduación de la toxicidad emetógena según el NCI (National Cancer Institute)
• Grado 1: 1 episodio en 24 horas.
• Grado 2: 2-5 episodios en 24 horas.
• Grado 3: 6 ó más episodios en 24 horas: se indica la administración de
líquidos Intravenosos.
• Grado 4: Consecuencias potencialmente mortales.
Tratamiento de las náusea y los vómitos
La administración de fármacos antieméticos con objetivo de prevenir su aparición es muy importante con la denominada premedicación previa a la administración de la quimioterapia y debe continuarse durante todo el tiempo que existe
probabilidad de que la quimioterapia administrada induzca vómitos.
Existente distintos fármacos:
• Antagonistas de los receptores de dopamina: Actúan a nivel cerebral sobre la
zona ""quimiorreceptora"". Son los fármacos más empleados.
• Fenotiacinas: Clorpromacina, tietilperazina, perfenacina.
• Butirofenonas: haloperidol.
• Benzamidas: metoclopramida.
• Antagonistas de los receptores serotoninérgicos: Ondansetrón, granisetrón,
palonosetrón…
• Corticoesteroides: Utilizada sobre todo en la premedicación por sus efectos
secundarios con su uso crónico. Aporta además una sensación subjetiva de
bienestar. Pertenece a este grupo la Dexametadona.
• Antagonistas de la sustancia P: Más útiles en el control de las nauseas y vómitos diferidos. Pertenece a este grupo el Aprepitant.
• Benzodiacepinas: no tienen actividad antiemética intrínseca, pero se han demostrado útiles en combinación y especialmente como prevención en las
náuseas y vómitos anticipatorios.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p013_c00,13,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Consejos para los pacientes
1. Se debe asegurar la nutrición durante los días de la quimioterapia, aunque
no tenga apetito o sienta miedo por las nauseas. Lo mejor es realizar comidas
ligeras antes de la quimioterapia.
2. Los tratamientos quimioterápicos suelen administrarse en los hospitales de
día, en ocasiones durante varias horas. Se recomienda llevar comidas ligeras
o refrigerios.
3. La quimioterapia produce en ocasiones cansancio, por lo que se recomienda
descansar y hacer comidas nutritivas.
4. Intente comer con frecuencia y en pequeñas cantidades en lugar de tres comidas abundantes. Es bueno añadir calorías o proteínas adicionales a los
alimentos, los complementos alimenticios pueden ser útiles. Pruebe varios,
encontrando el que le sea más agradable.
5. No forzarse a hacer comidas abundantes o con muchas calorías. En ocasiones
puede ser difícil comer. Se recomienda tomar el alimento que le sea más
apetecible en cada momento, más adelante ya hará comidas más adecuadas.
6. No coma a la fuerza, en los días siguientes se normalizará el apetito.
7. Hay momentos del día en los que sentirá más apetito y le será más fácil comer mejor, aprovéchelos (frecuentemente durante el desayuno).
8. Pida ayuda a familiares y amigos para realizar las compras de alimentos y
preparar las comidas.
9. Las nauseas y la pérdida de apetito mejorará cuando fi nalice el tratamiento
quimioterápico. Si persisten comuníquelo a su médico.
10. Se toleran mejor los alimentos fríos o a temperatura ambiente.
11. Mantenga una correcta higiene bucal, limpie los dientes tras cada vómito.
12. No consuma beb",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p013_c01,13,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"i persisten comuníquelo a su médico.
10. Se toleran mejor los alimentos fríos o a temperatura ambiente.
11. Mantenga una correcta higiene bucal, limpie los dientes tras cada vómito.
12. No consuma bebidas alcohólicas, ni tabaco y limite las bebidas gaseosas,
durante el tratamiento pues favorecen las nauseas.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c00,14,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Toxicidad por quimioterapia
3. MUCOSITIS
La mucositis es la infl amación de la mucosa del tracto digestivo que se caracteriza por la aparición de úlceras y/o enrojecimiento, sensación de ""quemazón"",
etc. Puede afectar a cualquier tramo de éste, desde la mucosa de la cavidad bucal (con la aparición de aftas) hasta la mucosa del ano. Es un efecto secundario
de la quimioterapia frecuente, que en el caso de trasplantados de médula ósea
puede afectar a más del 70% de los pacientes y hasta cerca del 100% en los
pacientes que reciben radioterapia sobre la cavidad bucal, como en el caso de
los carcinomas de lengua, glotis, etc...
Esta toxicidad afecta en gran medida a la calidad de vida de los pacientes produciendo dolor (que en algunas ocasiones precisará administración de opioides
para su control) y limitación de la ingesta (con las consecuencias de deshidratación y desnutrición). Además la mucositis predispone a infecciones secundarias,
sobre todo en pacientes con neutropenia.
Afortunadamente, la mucositis suele autolimitarse en el tiempo.
La gravedad de la mucositis también se clasifi ca en grados (según criterios del
NCI):
GRADO 0
No mucositis
GRADO 1
Eritema, dolor moderado, úlceras no dolorosas
GRADO 2
Eritema con edema y úlceras dolorosas que permiten la ingesta oral
GRADO 3
No es posible la ingesta oral
GRADO 4
Requiere soporte enteral o parental
Tabla 3.1. Grados de mucositis.
Tratamiento de la mucositis
1. Higiene bucal adecuada.
2. Enjuagues con anestésicos tópicos (Lidocaína viscosa, Benzocaína).
3. Fármacos que recubren las mucosas (enjuagues con soluciones antiácidas",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p014_c01,14,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,".
Tratamiento de la mucositis
1. Higiene bucal adecuada.
2. Enjuagues con anestésicos tópicos (Lidocaína viscosa, Benzocaína).
3. Fármacos que recubren las mucosas (enjuagues con soluciones antiácidas).",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p015_c00,15,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"4. Vitamina E: 200-400 mg/día. Existen estudios que sugieren cierta mejoría
sintomática.
5. Analgésicos orales, siendo en ocasiones necesario el empleo de mórfi cos.
6. En pacientes con candidiasis oral, enjuagues con nistatina tópica o antifungicos orales. No utilizar bicarbonato ni clorhexidina por interaccionar con
los antifúngicos.
Consejos para los pacientes
1. Higiene bucal adecuada: Utilización de cepillo suave y realizar enjuagues
orales con colutorios (solución salina 0.9%, bicarbonato sódico, evitar colutorios con alcohol).
2. Previo al inicio del primer ciclo de quimioterapia se debería realizar una
revisión de la cavidad oral y de las piezas dentales, para detectar posibles
alteraciones y disminuir sus complicaciones durante el tratamiento.
3. Hidratación de los labios (aceite de oliva, cremas labiales). En caso de sangrado, utilizar bastoncillos de algodón.
4. Evitar alimentos ácidos, fritos, amargos, picantes, muy salados o muy condimentados. Evitar los alimentos calientes.
5. Evitar verduras crudas, frutas verdes, bebidas gaseosas.
6. Tomar preferentemente alimentos blandos o triturados.
7. Si el paciente tiene una ingesta escasa, valorar añadir alimentos proteicos
(queso, clara de huevo, pollo) grasos (mantequilla, aceite, nata) e hidratos de
carbono (miel, zumos).
8. Los suplementos de glutamina parece disminuir la mucositis secundaria a
radioterapia.
9. La crioterapia podría ser benefi ciosa: masticar hielo unos minutos antes de
la quimioterapia.
10. Comentar con su Oncólogo en caso de dolor intenso que impida la ingesta.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p016_c00,16,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Toxicidad por quimioterapia
4. DIARREA
Se defi ne como un aumento del número de deposiciones al día y/o disminución
de la consistencia en heces. Es una toxicidad frecuente en pacientes en tratamiento con quimioterapia que además de afectar a la calidad de vida del paciente puede producir complicaciones secundarias como son la deshidratación y las
alteraciones electrolíticas.
Como ocurre con la mayoría de las toxicidades, también se clasifi ca en grados:
GRADO 0
No diarrea
GRADO 1
Aumento del número de deposiciones sin exceder 4/día
GRADO 2
Aumento del número de deposiciones entre 4-6 episodios/día,
presentación nocturna
GRADO 3
Más de 7 deposiciones/día, incontinencia, signos de deshidratación,
necesidad de hidratación intravenosa
GRADO 4
Signos de deshidratación severa con repercusión hemodinámica
Tabla 4.1. Grados de diarrea.
Tratamiento de la diarrea
El tratamiento variará en función de la severidad de la diarrea, así como la presencia de otros factores de riesgo como la fi ebre, los vómitos, la neutropenia, la
presencia de productos patológicos en las heces (sangre, moco y/o pus), dolor
abdominal, signos de deshidratación, etc. La mayoría de los pacientes van a poder ser tratados de forma ambulatoria mientras un pequeño porcentaje requerirá
ingreso hospitalario e hidratación intravenosa.
Entre los fármacos efi caces en el tratamiento de la diarrea, se encuentran:
• Loperamida: la pauta de administración habitual es 2 cápsulas juntas y posteriormente 1 cápsula cada 2-4 horas ó después de cada deposición hasta un
máximo de 8 cápsulas al día.
• Fluorquinolonas (como el cip",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p016_c01,16,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"da: la pauta de administración habitual es 2 cápsulas juntas y posteriormente 1 cápsula cada 2-4 horas ó después de cada deposición hasta un
máximo de 8 cápsulas al día.
• Fluorquinolonas (como el ciprofl oxacino): Algunos autores recomiendan
usar antibiótico en los casos de diarrea persistente o con afectación del estado general del paciente.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p017_c00,17,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"• Racecadotrilo: efi cacia similar a la loperamida. Dosis de 100-300 mg cada 8
horas VO durante 3 días.
• Octreotide: Produce disminución de la secreción intestinal y prolonga el
tránsito. Dosis de 100-150 mcg subcutáneos tres veces al día.
Consejos para los pacientes
1. Evitar alimentos con lactosa, cafeína, bebidas con gas, alimentos grasos, alimentos ricos en fi bra.
2. Ingerir abundantes líquidos.
3. Dieta con alimentos astringentes como manzana, plátano, arroz.
5. ESTREÑIMIENTO
Se defi ne como la disminución del número de deposiciones (menos de dos veces
a la semana), asociado a mayor dureza de las heces.
Además de ser un efecto secundario del tratamiento con quimioterapia, existen otros factores en pacientes con cáncer que también producen estreñimiento
como es la menor movilidad y la ingesta de otros fármacos como los mórfi cos
(de hecho la mayoría de los pacientes que toman mórfi cos de forma crónica necesitarán laxantes para mantener un adecuado tránsito intestinal).
Tratamiento del estreñimiento
• Medidas higiénico-dietéticas: dieta rica en fi bras y frutas, ingesta abundante
de líquidos, ejercicio físico ligero.
• Tratamiento farmacológico:
• Agentes formadores de masa: salvado de trigo, metilcelulosa...
• Laxantes vía rectal: glicerol, enemas... no adecuado como tratamiento único.
• Laxantes emolientes: parafi na.
• Laxantes osmóticos: Lactulosa y lactitol.",2026-02-18 23:58:26.299704+01
general_es_gepac_guia-toxicidad-quimioterapia_v1,p018_c00,18,general,C:\Users\mamen\Documents\Python\RAGChatBot\docs\general\general_es_gepac_guia-toxicidad-quimioterapia_v1.pdf,es,"Toxicidad por quimioterapia
Consejos para los pacientes
1. Tomar alimentos ricos en fi bras y abundante agua.
2. Realizar ejercicio físico moderado diariamente, como caminar, puesto que
ello aumenta el movimiento intestinal.
3. Intentar ir a una hora fi ja al baño, con el fi n de educar el intestino.
6. ESOFAGITIS
La esofagitis es un término que hace referencia a la mucositis explicada en apartados anteriores que aparece en el esófago, es decir, es la infl amación de la
mucosa del esófago. Suele producir dolor centrotorácico y odinofagia (dolor
al tragar alimentos o saliva). En ocasiones impide la nutrición adecuada y si se
alarga esta situación en el tiempo puede requerir ingreso hospitalario para hidratación y nutrición.
Frecuentemente se asocia a neutropenia y a candidiasis esofágica (infección por
hongos).
El tratamiento de la esofagitis es igual que el de las mucositis de otras localizaciones descritas previamente.
7. FIEBRE
En pacientes con cáncer, la fi ebre puede tener dos causas:
1. Fiebre secundaria a los fármacos: Algunos medicamentos por si mismos pueden producir fi ebre mediada por mecanismos inmunológicos. Normalmente
aparece en las primeras horas tras la administración y desaparece rápidamente, no requiriendo la administración de antibiótico. En otras ocasiones
dura más tiempo y obliga en muchas ocasiones a administrar antibióticos de
forma empírica.
2. Fiebre asociada a infecciones: normalmente en relación con la bajada de
neutrófi los (neutropenia) secundaria a la quimioterapia. Requiere tratamiento
antibiótico (se describirá más adelante en el apartado ""ne",2026-02-18 23:58:26.299704+01
