question_id,original_claim_id,original_claim_text,review_action,final_claim_id,final_claim_text,required_for_complete_answer,reason,evidence_revalidation_required,status,reviewer_type
Q007,Q007-C01,"No todos los tratamientos hacen caer el cabello, pero la mayoría lo empobrecen o hacen que pierda vitalidad.",not_reviewed,Q007-C01,"No todos los tratamientos hacen caer el cabello, pero la mayoría lo empobrecen o hacen que pierda vitalidad.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q007,Q007-C02,"La pérdida de cabello es uno de los efectos secundarios más frecuentes, aunque hay que destacar que no todos los fármacos quimioterápicos producen alopecia.",not_reviewed,Q007-C02,"La pérdida de cabello es uno de los efectos secundarios más frecuentes, aunque hay que destacar que no todos los fármacos quimioterápicos producen alopecia.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q008,Q008-C01,"Si su tratamiento hace caer el cabello, este caerá aproximadamente a las 3 o 4 semanas de la administración del tratamiento.",not_reviewed,Q008-C01,"Si su tratamiento hace caer el cabello, este caerá aproximadamente a las 3 o 4 semanas de la administración del tratamiento.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q008,Q008-C02,La caída del cabello suele comenzar a las 2-3 semanas del tratamiento y co mienza a recuperarse a partir de los 3-6 meses del cese de la quimioterapia.,not_reviewed,Q008-C02,La caída del cabello suele comenzar a las 2-3 semanas del tratamiento y co mienza a recuperarse a partir de los 3-6 meses del cese de la quimioterapia.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q008,Q008-C03,En ocasiones el nuevo cabello es de características diferentes.,not_reviewed,Q008-C03,En ocasiones el nuevo cabello es de características diferentes.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q009,Q009-C01,Docetaxel es el único tratamiento de quimioterapia que se utiliza asociado a la TDA en el CPHSm.,not_reviewed,Q009-C01,Docetaxel es el único tratamiento de quimioterapia que se utiliza asociado a la TDA en el CPHSm.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q009,Q009-C02,"Se administra por vía intravenosa, normalmente cada 21 días hasta recibir un total de 6 ciclos o sesiones.",not_reviewed,Q009-C02,"Se administra por vía intravenosa, normalmente cada 21 días hasta recibir un total de 6 ciclos o sesiones.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q010,Q010-C01,Medicamento que se usa para tratar la osteoporosis y prevenir fracturas u otros problemas óseos causados por metástasis óseas.,not_reviewed,Q010-C01,Medicamento que se usa para tratar la osteoporosis y prevenir fracturas u otros problemas óseos causados por metástasis óseas.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q010,Q010-C02,Medicamento que ayuda a tratar la osteoporosis y a evitar las fracturas y otros problemas óseos causados por las metástasis óseas,not_reviewed,Q010-C02,Medicamento que ayuda a tratar la osteoporosis y a evitar las fracturas y otros problemas óseos causados por las metástasis óseas,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q010,Q010-C03,Su uso ha demostrado ser beneficioso en la prevención de la osteoporosis y de las complicaciones de las metástasis óseas [...] Se administra por vía subcutánea cada 4 semanas,not_reviewed,Q010-C03,Su uso ha demostrado ser beneficioso en la prevención de la osteoporosis y de las complicaciones de las metástasis óseas [...] Se administra por vía subcutánea cada 4 semanas,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q010,Q010-C04,"Denosumab (Xgeva®, Prolia®) [...] puede ayudar a prevenir o retrasar algunos problemas, como las fracturas.",not_reviewed,Q010-C04,"Denosumab (Xgeva®, Prolia®) [...] puede ayudar a prevenir o retrasar algunos problemas, como las fracturas.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q010,Q010-C05,"Al igual que los bifosfonatos, el denosumab también bloquea las células de los huesos llamadas osteoclastos",not_reviewed,Q010-C05,"Al igual que los bifosfonatos, el denosumab también bloquea las células de los huesos llamadas osteoclastos",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q011,Q011-C01,El principal efecto adverso de Apalutamida es la aparición de un rash o exantema en la piel además de leve cansancio.,keep,Q011-C01,El principal efecto adverso de Apalutamida es la aparición de un rash o exantema en la piel además de leve cansancio.,true,keep,false,active,single_human_reviewer
Q011,Q011-C02,"Anorexia, Artralgia, Caídas, Diarrea, Disminución de peso, Fatiga, Fracturas, Hipertensión, Sarpullido, Sofocos",rewrite,Q011-C02,"Los principales efectos secundarios son: Anorexia, Artralgia, Caídas, Diarrea, Disminución de peso, Fatiga, Fracturas, Hipertensión, Sarpullido, Sofocos.",true,"rewrite to: Los principales efectos secundarios son: Anorexia, Artralgia, Caídas, Diarrea, Disminución de peso, Fatiga, Fracturas, Hipertensión, Sarpullido, Sofocos.",true,active,single_human_reviewer
Q012,Q012-C01,"El cáncer de próstata no metastásico que sigue creciendo a pesar del tratamiento con terapia de privación de andrógenos (cáncer de próstata resistente a la castración [CPRC]) suele tratarse con los medicamentos antiandrógenos apalutamida, darolutamida o enzalutamida.",not_reviewed,Q012-C01,"El cáncer de próstata no metastásico que sigue creciendo a pesar del tratamiento con terapia de privación de andrógenos (cáncer de próstata resistente a la castración [CPRC]) suele tratarse con los medicamentos antiandrógenos apalutamida, darolutamida o enzalutamida.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C01,La enfermedad metastásica suele tratarse con terapia de privación de andrógenos,not_reviewed,Q013-C01,La enfermedad metastásica suele tratarse con terapia de privación de andrógenos,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C02,"La radioterapia, la terapia de privación de andrógenos o las terapias locales como la prostatectomía radical, los ultrasonidos focalizados de alta intensidad, la crioablación o la braquiterapia pueden utilizarse para tratar una recidiva en el cáncer de próstata recurrente.",not_reviewed,Q013-C02,"La radioterapia, la terapia de privación de andrógenos o las terapias locales como la prostatectomía radical, los ultrasonidos focalizados de alta intensidad, la crioablación o la braquiterapia pueden utilizarse para tratar una recidiva en el cáncer de próstata recurrente.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C03,La enfermedad localmente avanzada suele tratarse con terapia de privación de andrógenos y radioterapia.,not_reviewed,Q013-C03,La enfermedad localmente avanzada suele tratarse con terapia de privación de andrógenos y radioterapia.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C04,El cáncer de próstata localmente avanzado suele tratarse con terapia de privación de andrógenos y radioterapia,not_reviewed,Q013-C04,El cáncer de próstata localmente avanzado suele tratarse con terapia de privación de andrógenos y radioterapia,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C05,La recidiva tras la prostatectomía radical puede tratarse con radioterapia en la zona de la próstata.,not_reviewed,Q013-C05,La recidiva tras la prostatectomía radical puede tratarse con radioterapia en la zona de la próstata.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C06,La terapia de privación de andrógenos también puede administrarse durante un periodo de 6–24 meses.,not_reviewed,Q013-C06,La terapia de privación de andrógenos también puede administrarse durante un periodo de 6–24 meses.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C07,"Habitualmente, la terapia de privación de andrógenos no se administra de forma inmediata",not_reviewed,Q013-C07,"Habitualmente, la terapia de privación de andrógenos no se administra de forma inmediata",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C08,"es posible que los pacientes se sometan a observación y que ésta se inicie cuando aparezcan síntomas o metástasis, o si los niveles de PSA aumentan muy rápidamente",not_reviewed,Q013-C08,"es posible que los pacientes se sometan a observación y que ésta se inicie cuando aparezcan síntomas o metástasis, o si los niveles de PSA aumentan muy rápidamente",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C09,La terapia de privación de andrógenos suele ser el tratamiento inicial que se administra a los hombres con cáncer de próstata metastásico.,not_reviewed,Q013-C09,La terapia de privación de andrógenos suele ser el tratamiento inicial que se administra a los hombres con cáncer de próstata metastásico.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C10,"La terapia hormonal se usa para tratar el cáncer de próstata en diversas situaciones, incluido el cáncer de próstata recurrente y el cáncer de próstata metastásico.",not_reviewed,Q013-C10,"La terapia hormonal se usa para tratar el cáncer de próstata en diversas situaciones, incluido el cáncer de próstata recurrente y el cáncer de próstata metastásico.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q013,Q013-C11,"En algunos pacientes con tumores de riesgo intermedio, se asociará a la radioterapia el tratamiento hormonal durante 6 meses.",not_reviewed,Q013-C11,"En algunos pacientes con tumores de riesgo intermedio, se asociará a la radioterapia el tratamiento hormonal durante 6 meses.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q014,Q014-C01,"Además de mejorar los síntomas y retrasar complicaciones, Ra-223 ha demostrado también mejorar la supervivencia de pacientes con CPRCm y lesiones únicamente óseas.",not_reviewed,Q014-C01,"Además de mejorar los síntomas y retrasar complicaciones, Ra-223 ha demostrado también mejorar la supervivencia de pacientes con CPRCm y lesiones únicamente óseas.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q014,Q014-C02,"In mCRPC patients with symptomatic bone metasta ses and contraindication or progression to docetaxel, radium-223 may be considered",not_reviewed,Q014-C02,"In mCRPC patients with symptomatic bone metasta ses and contraindication or progression to docetaxel, radium-223 may be considered",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C01,Los principales posibles efectos secundarios de la prostatectomía radical son la incontinencia urinaria (falta de control de la vejiga) e impotencia (el no poder lograr erecciones).,not_reviewed,Q015-C01,Los principales posibles efectos secundarios de la prostatectomía radical son la incontinencia urinaria (falta de control de la vejiga) e impotencia (el no poder lograr erecciones).,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C02,"Después de esta operación, la capacidad de lograr erecciones depende de la edad, la capacidad que tenía usted de lograr erecciones antes de la operación, y si se cortaron los nervios.",not_reviewed,Q015-C02,"Después de esta operación, la capacidad de lograr erecciones depende de la edad, la capacidad que tenía usted de lograr erecciones antes de la operación, y si se cortaron los nervios.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C03,"Todos los hombres pueden esperar una reducción en la capacidad de tener erecciones, pero cuanto más joven sea usted, hay más probabilidades de que conserve esta capacidad.",not_reviewed,Q015-C03,"Todos los hombres pueden esperar una reducción en la capacidad de tener erecciones, pero cuanto más joven sea usted, hay más probabilidades de que conserve esta capacidad.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C04,"Si su capacidad para lograr erecciones regresa después de la cirugía, esto a menudo ocurre lentamente.",not_reviewed,Q015-C04,"Si su capacidad para lograr erecciones regresa después de la cirugía, esto a menudo ocurre lentamente.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C05,"De hecho, esto puede tardar desde unos pocos meses hasta dos años.",not_reviewed,Q015-C05,"De hecho, esto puede tardar desde unos pocos meses hasta dos años.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C06,"Si después de la cirugía regresa la potencia, la sensación del orgasmo debe continuar siendo placentera, pero no hay eyaculación de semen (el orgasmo es “seco”).",not_reviewed,Q015-C06,"Si después de la cirugía regresa la potencia, la sensación del orgasmo debe continuar siendo placentera, pero no hay eyaculación de semen (el orgasmo es “seco”).",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C07,Problemas de erección,not_reviewed,Q015-C07,Problemas de erección,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C08,El tratamiento del cáncer de próstata puede afectar a la fertilidad.,not_reviewed,Q015-C08,El tratamiento del cáncer de próstata puede afectar a la fertilidad.,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C09,"Tras una prostatectomía radical el paciente no podrá eyacular semen, y la radioterapia y la terapia hormonal pueden reducir la producción de semen y esperma.",not_reviewed,Q015-C09,"Tras una prostatectomía radical el paciente no podrá eyacular semen, y la radioterapia y la terapia hormonal pueden reducir la producción de semen y esperma.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q015,Q015-C10,"Las complicaciones más frecuentes de este tipo de cirugía son la incontinencia urinaria y la disfunción eréctil, que suelen aparecer inmediatamente después de la cirugía con opción de mejorar con el paso del tiempo (unos 12 y 18 meses, respectivamente).",not_reviewed,Q015-C10,"Las complicaciones más frecuentes de este tipo de cirugía son la incontinencia urinaria y la disfunción eréctil, que suelen aparecer inmediatamente después de la cirugía con opción de mejorar con el paso del tiempo (unos 12 y 18 meses, respectivamente).",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q016,Q016-C01,"Mantener un estado nutritivo equilibrado ayuda, sin duda, a sobrellevar mejor la quimioterapia y tener mayor sensación de bienestar.",keep,Q016-C01,"Mantener un estado nutritivo equilibrado ayuda, sin duda, a sobrellevar mejor la quimioterapia y tener mayor sensación de bienestar.",true,keep,false,active,single_human_reviewer
Q016,Q016-C02,"Una dieta equilibrada incluye alimentos de todos los grupos (verduras, frutas, legum bres, pescados y carnes) en cantidades suficientes.",keep,Q016-C02,"Una dieta equilibrada incluye alimentos de todos los grupos (verduras, frutas, legum bres, pescados y carnes) en cantidades suficientes.",true,keep,false,active,single_human_reviewer
Q016,Q016-C03,"Algunas personas en quimio o radioterapia mantienen un estado nutri tivo adecuado, sin padecer efectos secundarios (diarrea, estreñimiento, náuseas, etc.) o experimentándolos en forma muy leve.",keep,Q016-C03,"Algunas personas en quimio o radioterapia mantienen un estado nutri tivo adecuado, sin padecer efectos secundarios (diarrea, estreñimiento, náuseas, etc.) o experimentándolos en forma muy leve.",true,keep,false,active,single_human_reviewer
Q016,Q016-C04,"Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia.",keep,Q016-C04,"Para prevenir los efectos secundarios digestivos de los tratamientos (náuseas, vómitos, etc.) es aconsejable comer una, dos o tres horas antes de la quimio o radioterapia.",true,keep,false,active,single_human_reviewer
Q016,Q016-C05,"Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual.",keep,Q016-C05,"Para evitar o disminuir los efectos adversos de los tratamientos, se recomienda seguir una dieta baja en grasas, es decir, de fácil digestión, el día anterior a la quimioterapia, durante los días de tra tamiento y los dos o tres días posteriores, pasando progresivamente a la dieta habitual.",true,keep,false,active,single_human_reviewer
Q016,Q016-C06,"En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.",keep,Q016-C06,"En los casos de inapetencia o mala digestión, se puede fraccionar la dieta en unas seis tomas diarias (comidas frecuentes y de poco volu men) sin que sea necesario realizar las tradicionales tres comidas prin cipales.",true,keep,false,active,single_human_reviewer
Q017,Q017-C01,"Audición de un sonido (como un timbrazos, chillidos o zumbidos) cuando no hay sonido externo presente",not_reviewed,Q017-C01,"Audición de un sonido (como un timbrazos, chillidos o zumbidos) cuando no hay sonido externo presente",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q018,Q018-C01,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups.",keep,Q018-C01,"The 50-gene assay (PAM-50) risk of recurrence (ROR) score stratifies patients with HR-positive disease into high-, medium-, and low-risk groups.",true,keep,false,active,single_human_reviewer
Q018,Q018-C02,Several studies have shown the prognostic,rewrite,Q018-C02,Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence.,true,rewrite to: Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence.,true,active,single_human_reviewer
Q018,Q018-C03,Value of ROR score in estimating risk of disease recurrence,rewrite,Q018-C03,Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence,true,rewrite to: Several studies have shown the prognostic value of ROR score in estimating risk of disease recurrence,true,active,single_human_reviewer
Q018,Q018-C04,"Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental",keep,Q018-C04,"Different genetic signatures have been evaluated in core needle biopsy before neoadjuvant therapy, as good pre dictors of response to neoadjuvant therapy, especially PAM50 ROR score, although this approach is currently considered experimental",true,keep,false,active,single_human_reviewer
Q018,Q018-C05,"este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol.",keep,Q018-C05,"este test mide la expresión de 50 genes específicamente seleccionados, sobre material incluido en parafina y fijado en formol.",true,keep,false,active,single_human_reviewer
Q018,Q018-C06,"Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",keep,Q018-C06,"Identifica subtipos intrínsecos de tumor y ofrece información pronóstica individualizada, determinando un Riesgo de Recurrencia (ROR) a 10 años, lo cual permite identificar pacientes con enfermedad luminal que no necesitan poliquimioterapia adyuvante (dado su bajo riesgo de recidiva a 10 años sin ella) y también pacientes con enfermedad luminal que no necesitan terapia endocrina más allá de 5 años (dado su bajo riesgo de recidiva tardía).",true,keep,false,active,single_human_reviewer
Q019,Q019-C01,Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.,keep,Q019-C01,Trombosis venosa profunda (TVP) o tromboembolismo pulmonar puede ser un efecto secundario de tamoxifeno y con menor frecuencia de Ios inhibidores de la aromatasa.,true,keep,false,active,single_human_reviewer
Q019,Q019-C02,Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento,keep,Q019-C02,Si ocurre un episodio de TVP se recomienda suspender el tamoxifeno y remitir al oncólogo para valorar un posible cambio de tratamiento o su mantenimiento,true,keep,false,active,single_human_reviewer
Q019,Q019-C03,"Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.",keep,Q019-C03,"Aunque poco frecuente, el tamoxifeno puede aumentar el riesgo de cataratas.",true,keep,false,active,single_human_reviewer
Q019,Q019-C04,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,keep,Q019-C04,Tipo de terapia endocrina que bloquea los efectos de la hormona estrógeno en la mama,true,keep,false,active,single_human_reviewer
Q019,Q019-C05,"Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos, Trastornos visuales",rewrite,Q019-C05,"Algunos efectos secundarios son: Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos y Trastornos visuales",true,"rewrite to: Algunos efectos secundarios son: Aumento de la sudoración, Complicaciones tromboembólicas, Engrosamiento endometrial, Fatiga, Náuseas, Retención de líquidos, Sangrado/secreción vaginal, Sarpullido cutáneo, Sofocos y Trastornos visuales",true,active,single_human_reviewer
Q020,Q020-C01,Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos).,keep,Q020-C01,Determinados fármacos compiten con los sistemas de metabolización del tamoxifeno que es el sistema CYP2D6 y pueden disminuir la eficacia del tamoxifeno (entre ellos debemos destacar los antidepresivos tricíclicos).,true,keep,false,active,single_human_reviewer
Q020,Q020-C02,"Sin embargo, algunos estudios no han podido evidenciar una reducción de la eficacia de tamoxifeno.",reject,,,false,reject. El claim está incompleto.,false,retired,single_human_reviewer
Q020,Q020-C03,"En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.",keep,Q020-C03,"En las mujeres en edad fértil, se recomienda utilizar un método anticonceptivo no hormonal durante el tratamiento con tamoxifeno.",true,keep,false,active,single_human_reviewer
Q020,Q020-C04,Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.,keep,Q020-C04,Se recomienda control ginecológico periódico en las mujeres que reciben tamoxifeno.,true,keep,false,active,single_human_reviewer
Q020,Q020-C05,Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.,keep,Q020-C05,Las pacientes que reciben tamoxifeno se recomienda exploración ginecológica periódica anual.,true,keep,false,active,single_human_reviewer
Q020,Q020-C06,"Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).",keep,Q020-C06,"Si el tratamiento incluye el tamoxifeno, debe hacerse una revisión ginecológica anual (su uso se ha asociado con un aumento del riesgo de cáncer de útero).",true,keep,false,active,single_human_reviewer
Q020,Q020-C07,Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento,keep,Q020-C07,Si riesgo alto o antecedentes personales de ETV pautar I.A o realizar estudio de trombofilia previo al inicio de tratamiento,true,keep,false,active,single_human_reviewer
Q020,Q020-C08,revisar interacciones con el uso de antidepresivos,keep,Q020-C08,revisar interacciones con el uso de antidepresivos,true,keep,false,active,single_human_reviewer
Q020,Q020-C09,se recomienda revisión ginecológica anual.,keep,Q020-C09,se recomienda revisión ginecológica anual.,true,keep,false,active,single_human_reviewer
Q020,Q020-C10,Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.,keep,Q020-C10,Con Tamoxifeno se recomienda comenzar el tratamiento HT una semana después de finalizar el tratamiento RT.,true,keep,false,active,single_human_reviewer
Q020,Q020-C11,"Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.",keep,Q020-C11,"Informe a su médico si experimenta alguna reacción cutánea o retención de líquidos/hinchazón, él le ayudará a controlar estos efectos secundarios.",true,keep,false,active,single_human_reviewer
Q020,Q020-C12,Su médico lo/la vigilará para detectar signos de trombosis.,keep,Q020-C12,Su médico lo/la vigilará para detectar signos de trombosis.,true,keep,false,active,single_human_reviewer
Q020,Q020-C13,Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.,keep,Q020-C13,Deberá informar a su médico si experimenta sangrado o secreción vaginal y trastornos visuales.,true,keep,false,active,single_human_reviewer
Q020,Q020-C14,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.",keep,Q020-C14,"Su médico puede ayudarle a controlar los sofocos, el aumento de la sudoración y las náuseas.",true,keep,false,active,single_human_reviewer
Q020,Q020-C15,Patients on tamoxifen treatment will require age-appropriate gynecological screening.,keep,Q020-C15,Patients on tamoxifen treatment will require age-appropriate gynecological screening.,true,keep,false,active,single_human_reviewer
Q021,Q021-C01,Los síntomas derivados de la falta de estrógenos hacen que la mujer,not_reviewed,Q021-C01,Los síntomas derivados de la falta de estrógenos hacen que la mujer,true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q021,Q021-C02,"presente síntomas de menopausia, de ellos los más frecuentes son: sofocos, el insomnio, la dispareunia o dolor en las relaciones sexuales debido a la sequedad vaginal.",not_reviewed,Q021-C02,"presente síntomas de menopausia, de ellos los más frecuentes son: sofocos, el insomnio, la dispareunia o dolor en las relaciones sexuales debido a la sequedad vaginal.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
Q021,Q021-C03,"al disminuir los estrógenos y también debido a otros tratamientos, pueden verse alterados los patrones del sueño.",not_reviewed,Q021-C03,"al disminuir los estrógenos y también debido a otros tratamientos, pueden verse alterados los patrones del sueño.",true,No estaba marcado para revisión de segmentación.,false,active,not_human_reviewed
